,Symptoms,Dialogue_Generated,Language_style,Tone,Detail_level,Enumeration,Explicit_symptom,Spelling_errors,Prompt
10,['Methemoglobinemia'],"""I'm sittin in bed, feelin like I'm dyin, got this red stuff in my blood, can't bther see me, feelin weak, no energy, got these itchy bumps on my skin, and these bluish tingles in my fingers and toes, got a pain in my chest, shortness of breath, and these wheezin sound like a mouse, feelin like I'm losin my mind, can't focus, got this numb feelin in my limbs, and I just wanna die, I'm so bored, I just wanna be dead, I'm so tired, I just wanna sleep, but I'm not able to sleep, I'm so tired, I just wanna die, I'm so tired...""",Vulgar Register,Insulting,3,True,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Methemoglobinemia. The symptoms are graded on a scale of ['Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Death']. The patient speaks in Vulgar Register and uses a Insulting tone. The description should provide a moderate level of detail. The patient should enumerate their symptoms directly. For example, for 'Anemia,' they might say: 'Fatigue and weakness, pale skin, shortness of breath, dizziness, irregular heartbeat, chest pain, cold hands and feet, headaches.' Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
11,"['Thrombotic thrombocytopenic purpura', 'Hyperphosphatemia', 'Pelvic infection']","I'm telling you, I've been feeling like I'm going crazy. My skin is all red and blotchy, and I've got these tiny little bruises on my legs. My kidneys are failing, I can feel it, and I've got this weird tingling sensation in my hands and feet. And to make matters worse, I've got a weird rash on my belly that's been getting worse by the day. I'm basically a ticking time bomb, and I don't know how much longer I can take this.""",Neutral/Standard Register,Angry,3,False,True,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Thrombotic thrombocytopenic purpura, Hyperphosphatemia, Pelvic infection. The patient speaks in Neutral/Standard Register and uses a Angry tone. The description should provide a moderate level of detail. The patient should explicitly mention all symptoms they have, specifically: Thrombotic thrombocytopenic purpura, Hyperphosphatemia, Pelvic infection. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
12,"['Aortic valve disease', 'Ovarian rupture']","""My heart be feelin so hard like a rock, my valves be gettin all stiff and grumpy like a old mans, and I dont no what to do.""",Poetic/Literary Register,Confused,1,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Aortic valve disease, Ovarian rupture. The symptoms are graded on a scale of ['Grade 1', 'Grade 2'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Asymptomatic valvular thickening with or without mild valvular regurgitation or stenosis by imaging', 'Symptomatic and intervention not indicated']. The patient speaks in Poetic/Literary Register and uses a Confused tone. The description should be very brief with minimal details. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
13,['Asystole'],"""I'm experiencing severe chest pain, shortness of breath, and nausea, and my heart rate is 100 beats per minute.""",Neutral/Standard Register,Friendly,2,False,True,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Asystole. The symptoms are graded on a scale of ['Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Death']. The patient speaks in Neutral/Standard Register and uses a Friendly tone. The description should be brief with some basic details. The patient should explicitly mention all symptoms they have, specifically: Asystole. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
14,['Atrial fibrillation'],"""I'm feelin' like me heart's goin' haywire, mate, it's like it's racin' and jumpin' and I'm gettin' all dizzy and queasy, and me arm's feelin' like it's gonna fall off, innit?""",Vulgar Register,Confused,1,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Atrial fibrillation. The symptoms are graded on a scale of ['Grade 4'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Life-threatening consequences; embolus requiring urgent intervention']. The patient speaks in Vulgar Register and uses a Confused tone. The description should be very brief with minimal details. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
15,['Atrial flutter'],A2A2A3A3A2A2A2A2A3A2A2A2A2A2A2A3A3A2A2A2A2A2A2A2A3A3A2A2A2A2A2A2A2A3A2A2A2A2A2A2A2A3A3A2A2A2A2A2A2A2A3A2A2A2A2A2A2A2A2A3A2A2A2A2A2A2A2A2A3A2A2A2A2A2A2A2A2A3A2A2A2A2A2A2A2A2A3A2A2A2A2A2A2A2A2A3A2A2A2A2A2A2A2A2A2A2A3A2A2A2A2A2A2A2A2A3A2A2A2A2A2A2A2A2A3A2A2A2A2A2A2A2A2A3A2A2A2A2A2A2A2A2A2A3A2A2A2A2A2A,Formal Register,Angry,4,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Atrial flutter. The symptoms are graded on a scale of ['Grade 3'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Symptomatic, urgent intervention indicated; device (e.g., pacemaker); ablation']. The patient speaks in Formal Register and uses a Angry tone. The description should be detailed and thorough. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
16,"['Atrioventricular block complete', 'Intraoperative urinary injury', 'Bronchial obstruction']","""Aww man, I cant beliv I'm facin an atrioventricular block complit, my heart is all slow and stuff, I cant even breth right, I feel like I'm suffocatin and I cant get no air comin out, I'm all out of breath and my body is feelin like it's gonna explode, I cant even think straight, I feel like I'm losin my mind, I'm all dizzy and lighthearted and I cant focus, I feel like I'm all in a daze, I cant do anythin, I just wanna lay down and hide, I'm so tired and I just wanna die, I'm all out of energy and I just wanna sleep, I'm so suffocatin, I cant even breathe, I feel like I'm going to pass out, I'm all out of air, I'm suffocatin and I cant get nothin out, I'm all out of breath, I'm losin my mind, I'm all dizzy and lighthearted and I cant focus, I feel like I'm all in a daze, I cant do anythin, I just wanna lay down and hide, I'm so tired and I just wanna die, I'm all out of energy and I just wanna sleep, I'm so suffocatin, I cant even breathe, I feel like I'm going to pass out, I'm all out of air, I'm",Neutral/Standard Register,Confused,4,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Atrioventricular block complete, Intraoperative urinary injury, Bronchial obstruction. The symptoms are graded on a scale of ['Grade 3', 'Grade 4', 'Grade 3'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Symptomatic and incompletely controlled medically, or controlled with device (e.g., pacemaker); new onset', 'Life-threatening consequences; urgent intervention indicated', 'Shortness of breath with stridor; endoscopic intervention indicated (e.g., laser, stent placement)']. The patient speaks in Neutral/Standard Register and uses a Confused tone. The description should be detailed and thorough. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
17,"['Atrioventricular block first degree', 'Small intestinal anastomotic leak']","""I've got a right nasty rash, mate, and I've been feeling like I'm going to burst all day, and I've got a nasty cough, and I've got a feeling like I'm going to pass out, and I've got a nasty pain in my chest, and I've got a nasty lump under my arm, and I've got a nasty rash, mate, and I've been feeling like I'm going to burst all day, and I've got a nasty cough, and I've got a feeling like I'm going to pass out, and I've got a nasty pain in my chest, and I've got a nasty lump under my arm, and I've got a nasty rash, mate, and I've been feeling like I'm going to burst all day, and I've got a nasty cough, and I've got a feeling like I'm going to pass out, and I've got a nasty pain in my chest, and I've got a nasty lump under my arm, and I've got a nasty rash, mate, and I've been feeling like I'm going to burst all day, and I've got a nasty cough, and I've got a feeling like I'm going to pass out, and I've got a nasty pain in my chest, and I've got a nasty lump under my arm, and I've got a nasty rash, mate, and I've been feeling like I'm going to burst all day, and I've",Informal Register,Fearful,1,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Atrioventricular block first degree, Small intestinal anastomotic leak. The symptoms are graded on a scale of ['Grade 5', 'Grade 3'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -', 'Severe symptoms; invasive intervention indicated']. The patient speaks in Informal Register and uses a Fearful tone. The description should be very brief with minimal details. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
18,"['Cardiac arrest', 'Phlebitis', 'Vascular access complication', 'Colonic ulcer']","""I'm so tired all the time, my heart is all beat up and I cant even breath. My skin is all pale and I feel like I'm going to die. I've got a colonic ulcer that's bleeding and I dont know how to stop it. My phlebitis is inflamming and I cant move my arm. I'm in so much pain. I cant even walk. I've had cardiac arrest a few times before and I know what it feels like. I'm in a bad place right now. I cant even think straight. I feel like I'm going to pass out. I've got a vascular access complication and I dont know what that means. I'm so confused and scared. I dont know how to take care of myself. I'm just so tired and my heart is all beat up. I cant even think straight. I feel like I'm going to die. I'm in a bad place right now. I dont know how to take care of myself.""",Neutral/Standard Register,Confused,4,True,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Cardiac arrest, Phlebitis, Vascular access complication, Colonic ulcer. The symptoms are graded on a scale of ['Grade 3', 'Grade 3', 'Grade 4', 'Grade 4'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -', ' -', 'Life-threatening consequences with hemodynamic or neurologic instability', 'Life-threatening consequences; urgent operative intervention indicated']. The patient speaks in Neutral/Standard Register and uses a Confused tone. The description should be detailed and thorough. The patient should enumerate their symptoms directly. For example, for 'Anemia,' they might say: 'Fatigue and weakness, pale skin, shortness of breath, dizziness, irregular heartbeat, chest pain, cold hands and feet, headaches.' Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
19,"['Cardiac disorders - Other, specify']","'...my heart feels like it's going to burst in my chest when I lift my arm, it's really hard to breathe and I have a lot of swelling in my legs, I'm feeling very tired all the time.'",Neutral/Standard Register,Neutral,2,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Cardiac disorders - Other, specify. The symptoms are graded on a scale of ['Grade 3'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Severe or medically significant but not immediately life-threatening; hospitalization or prolongation of existing hospitalization indicated; limiting self care ADL']. The patient speaks in Neutral/Standard Register and uses a Neutral tone. The description should be brief with some basic details. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
20,['Chest pain - cardiac'],"""I'm feeling like my heart is going to burst out of me, and I've got this burning sensation in my chest that's so intense it's making my lungs feel like they're going to collapse.""",Informal Register,Fearful,4,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Chest pain - cardiac. The symptoms are graded on a scale of ['Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -']. The patient speaks in Informal Register and uses a Fearful tone. The description should be detailed and thorough. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
21,['Conduction disorder'],"""I am experiencing severe conduction disorders, including grade 4 arrhythmias, grade 4 ventricular fibrillation, and grade 4 cardiac arrest.""",Formal Register,Angry,1,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Conduction disorder. The symptoms are graded on a scale of ['Grade 4'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Life-threatening consequences']. The patient speaks in Formal Register and uses a Angry tone. The description should be very brief with minimal details. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
22,"['Cyanosis', 'Gastric necrosis']","""I'm feeling really sick, mate, and it's getting worse. I've got a lot of pain in my stomach, and it's turning black, and I can feel it eating away at me. I'm really worried about me stomach, it's like it's been ripped open. I've also got a weird tingling sensation in my fingers and toes, and I'm feeling really weak and dizzy, too. I'm not sure what's going on, but I know I've got to get out of here and get some help, pronto!""",Informal Register,Friendly,2,False,True,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Cyanosis, Gastric necrosis. The patient speaks in Informal Register and uses a Friendly tone. The description should be brief with some basic details. The patient should explicitly mention all symptoms they have, specifically: Cyanosis, Gastric necrosis. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
23,['Heart failure'],"""Me heart be feelin like it's bein ripped out of my chest, it's like a big hole bein drilled in my side, and it's gettin' worse every day, I'm feelin like I'm suffocatin, my lungs be gettin' all congested, I'm coughin and wheezin like crazy, I'm gettin all lightheaded and dizzy, I'm feelin like I'm gonna die, it's like my heart be beatin in slow motion, I'm feelin like I'm bein crushed, I'm feelin like I'm losin my mind, I'm gettin all exhausted and weak, I'm feelin like I'm bein pulled apart, like my heart be bein torn in two, I'm feelin like I'm bein strangled, I'm feelin like I'm bein suffocated, I'm feelin like I'm bein murdered, I'm feelin like I'm bein ripped apart, I'm feelin like I'm bein crushed, I'm feelin like I'm bein suffocated, I'm feelin like I'm bein murdered, I'm feelin like I'm bein ripped apart, I'm feelin like I'm bein suffocated, I'm feelin like I'm bein murdered, I'm feelin like I'm bein ripped apart, I'm feelin like I'm be",Poetic/Literary Register,Fearful,4,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Heart failure. The symptoms are graded on a scale of ['Grade 4'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Life-threatening consequences; urgent intervention indicated (e.g., continuous IV therapy or mechanical hemodynamic support)']. The patient speaks in Poetic/Literary Register and uses a Fearful tone. The description should be detailed and thorough. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
24,"['Left ventricular systolic dysfunction', 'Papulopustular rash']","I'm at my wit's end, I've got left ventricular systolic dysfunction and a Papulopustular rash that's driving me to the brink of madness. It's a Grade 5 condition, and I'm telling you, I'm dying over here.""",Formal Register,Angry,3,False,False,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Left ventricular systolic dysfunction, Papulopustular rash. The symptoms are graded on a scale of ['Grade 2', 'Grade 5'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: [' -', 'Death']. The patient speaks in Formal Register and uses a Angry tone. The description should provide a moderate level of detail. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
25,"['Mitral valve disease', 'Blood gonadotrophin abnormal', 'Superior vena cava syndrome']","I cant beleev this mithal valve diseas has gone on for 10 yers and now its actuallly killin me!! My blood gonadotrophin is way down and im gettin superiour vena cava syndrom!! I cant even walk arounf the house without gettin a headeache!! I feel like im losin my mind!! I dont no wut to do!!""",Neutral/Standard Register,Insulting,5,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Mitral valve disease, Blood gonadotrophin abnormal, Superior vena cava syndrome. The patient speaks in Neutral/Standard Register and uses a Insulting tone. The description should be very detailed and comprehensive. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
26,['Mobitz (type) II atrioventricular block'],"""I'm dying, I'm dying, this Mobitz II atrioventricular block is killing me, my heart is beating like a drum, I'm going to die, I'm going to die, my legs feel like lead, my hands are frozen, I'm going to be dead, I'm going to be dead, my chest is constricting, my throat is parched, I'm going to choke, I'm going to choke, my brain is foggy, I'm going to pass out, I'm going to pass out, my heart is racing, my mouth is dry, I'm going to die, I'm going to die, I'm going to be dead, I'm going to be dead.""",Formal Register,Insulting,2,True,True,False,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Mobitz (type) II atrioventricular block. The symptoms are graded on a scale of ['Grade 2'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Symptomatic; medical intervention indicated']. The patient speaks in Formal Register and uses a Insulting tone. The description should be brief with some basic details. The patient should enumerate their symptoms directly. For example, for 'Anemia,' they might say: 'Fatigue and weakness, pale skin, shortness of breath, dizziness, irregular heartbeat, chest pain, cold hands and feet, headaches.' The patient should explicitly mention all symptoms they have, specifically: Mobitz (type) II atrioventricular block. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
27,"['Mobitz type I', 'Testicular hemorrhage', 'Typhlitis']","""Me feelin alot of pain in me testicles, it's like a big rock in me backside, it hurts so bad it hurts me brain too, I need sommat to make it stop, I want it to feel good again, but I dont no how to do it, I feel like I'm losin me body, it's all so overwhelmin, I cant even think straight, I need sommat to make me feel better, I cant wait to be free of this pain, I just wanna be normal again, I'm so scared, I dont no how to deal with this, I feel like I'm losin my mind, I just wanna be me again, I'm so tired, I just wanna sleep, I just wanna be okay, I dont no how to do it, I feel so weak, I just wanna be strong again, I need sommat to make me feel good, I just wanna be me again, I'm so tired, I just wanna sleep, I just wanna be okay""",Poetic/Literary Register,Friendly,1,False,False,True,"Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Mobitz type I, Testicular hemorrhage, Typhlitis. The symptoms are graded on a scale of ['Grade 3', 'Grade 3', 'Grade 1'] (in the same order as the symptoms list), where 1 is the least severe and 5 is the most severe. These grades correspond to the following descriptions: ['Symptomatic and incompletely controlled medically, or controlled with device (e.g., pacemaker)', 'Transfusion indicated; invasive intervention indicated; hospitalization', ' -']. The patient speaks in Poetic/Literary Register and uses a Friendly tone. The description should be very brief with minimal details. Include spelling mistakes in the patient's description. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes."
