,Dialogue,True_Symptom,Extracted_Symptom
12,"""Severe wheezing: Loud, raspy breathin sounds, makin it hard to breathe, feelin like im suffocatin, chest tightness, wheezin like a broken airhorn, havin to gasp for air, wheezin so loud i can hear it myself, havin to push air out of lungs, wheezin even when im just talkin, havin to stop and catch breath, wheezin like im runnin a marathon, wheezin like im chokin on somethin, havin to wheeze just to breathe, wheezin like a squeaky gate, wheezin so bad i feel like im dyin, wheezin like im havin a heart attack, wheezin like im suffocatin under water.""",['Wheezing'],Wheezing
13,"""Verily, my stomach doth protest with almost constant, severe outpourings of its discontent.""",['Vomiting'],Abdominal pain
14,"""Yer know, doc, I've been sweatin' like a pig in a slaughterhouse, moderate-like, never really a problem, but lately, I've been breakin' a sweat all the time, even when I'm just chillin' at home, it's gettin' a bit much, if ya know what I mean.""",['Increased sweating'],Increased sweating
15,"""My tormented body, a canvas of unrelenting turmoil, is beset by an intermittent and woefully inapplicable affliction, a condition of occasionally recurring and woefully irrelevant perspiration, a mere whisper of a malady that taunts me with its capricious presence, leaving me to writhe in its fiery grip, as if the very pores of my skin are a rebellious chorus, singing in discordant harmony, a maddening serenade of sweat that mocks my every waking moment.""",['Increased sweating'],Nausea
16,"""Muscle pain - achin all the time, makin it hard to do stuff, even simple things like gettin outta bed or walkin to the kitchen, it's like my whole body is one big sore spot, it hurts a little, not alot, but it's there, always, like a naggin voice in my head remindin me i'm hurtin.""",['Muscle pain'],Muscle pain
17,"""I have been experiencing a noticeable reduction in perspiration, with a significant decrease in the amount of sweat I normally produce, which has become a persistent and ongoing issue, manifesting as an overall decrease in my body's ability to regulate its temperature through the usual mechanisms of thermoregulation.""",['Decreased sweating'],Decreased sweating
18,"""I'm experiencing Severe Vaginal Dryness, Moderate Difficulty Concentrating which somewhat interferes with daily activities, and I'm not experiencing Heartburn, but I don't know why I wrote that.""","['Vaginal dryness', 'Concentration', 'Heartburn']","Severe Vaginal Dryness, Moderate Difficulty Concentrating"
19,"""My shoes have a rare case of nausea, which doesn't happen often, and they're experiencing some swelling in the feet that really hinders their daily activities.""","['Nausea', 'Swelling (arms or legs)']",Nausea
20,"""U got me feelin like crap, my tounge's all weird from these Taste Changes thingies, cant even taste nothin right, and my Abdominal pain's been actuallly pretty bad, like extremly bad, hurts somtimes when i eat or move arond, makes me want to just stay in bed, so u got me here now, fix me plz.""","['Taste Changes', 'Abdominal pain']","Taste Changes, Abdominal pain"
21,"""I've been experiensing some issues with my bed/pressure sores, cant really say if its a problem or not, the doctor will have to decid thats not appliable to me, and as for ejaculation, its actuallly pretty rare, only happens like once in a blue moon, havent had any major issues with that either.""","['Bed/pressure sores', 'Ejaculation']",Bed/pressure sores
22,"""Interference with daily activities, Almost constant occurrence, Severe impact on quality of life.""",['Headache'],Fatigue
23,"""No erection, No hair.""","['Achieve and maintain erection', 'Hair loss']",Achieve and maintain erection
24,"""Yer see, doc, I've been havin' a right ol' time with me peeing, it's been a real struggle, see, I've been feelin' this blighter of a pain in me bladder, it's like a sharp stabbin' sensation, like someone's pokin' a stick in there, and it's been goin' on for a while now, whenever I gotta take a leak, it's like me body's sayin', 'Hey, mate, slow down, we've got a bit of a problem here', and I gotta take me time, and it's not just a wee bit of pain, it's a proper ache, like someone's squeezin' a lemon in there, and it's been gettin' worse, if ye know what I mean.""",['Painful urination'],
25,"""Got a Rash that's drivin' me bloody mad, it's itchy, red, and I'm not tellin' you if it's gone or still here, but it's causin' me a right ol' headache.""",['Rash'],Rash
26,"""Constipation: Occasional straining during bowel movements, Infrequent bowel movements, Dry stool, Abdominal discomfort, Feeling of incomplete evacuation.""",['Constipation'],Constipation
27,"""I'm experiencing quite a bit of disruption in my daily activities due to watery eyes, which aren't causing any discomfort, but I'm also noticing that I have a presence of visual floaters, which isn't applicable, and I'm occasionally plagued by hot flashes that are very severe, leaving me feeling anxious and on edge.""","['Visual floaters', 'Watery eyes', 'Hot flashes']",Watery eyes
28,"""I'm experiencing some issues, like not being able to, you know, have that thing happen, and my periods are kinda all over the place, but it's not really a big deal, and I don't really have any stretch marks, and I'm feeling a bit anxious, but it's not super bad.""","['Unable to have orgasm', 'Irregular periods/vaginal bleeding', 'Stretch marks', 'Anxious']",Decreased libido
29,"""I am experiencing a most distressing condition, wherein my skin has become afflicted with a plethora of pimples and zits, the severity of which I choose not to divulge, and simultaneosly, I am finding it moderately dificult to swallow, the sensation being akin to having a large bolus lodged in my throat, which is causing me considerable discomfort and vexation.""","['Acne', 'Difficulty Swallowing']",Acne
30,"""A silence surrounds the site where pain and swelling entwine, its secrets kept.""",['Pain and swelling at injection site'],Abdominal pain
31,"""Abdominal pain characterized by its unpredictable yet piercing severity, manifesting as a sharp, stabbing sensation that disrupts daily routines without warning, never presenting itself with any discernible pattern, and when it does, it does so with unrelenting ferocity, leaving the sufferer breathless and bewildered.""",['Abdominal pain'],Abdominal pain
32,"""I'm gettin really worried 'bout these weird sympoms i've been havin, i dont sweat as much as i used to, i see these flotin things in my eye, and i dont wanna talk bout my nails cuz it's kinda embarrasin""","['Decreased sweating', 'Visual floaters', 'Nail ridging']",Decreased sweating
33,"""My poor body is aflamed with a fiery torment, a Hand-foot syndrom that's left me with cracked and peeling hands and feet, like withered leaves that cling to branches in autumn's bitter grasp, and to make matters worse, my muscles ache with a ceaseless pain, like a drumbeat that throbs through my very essence, almost constant in its persistence, a little bit of interference with my daily activites, but what activites can i even muster with this woeful affliction that makes me want to scream in rage!""","['Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)', 'Muscle pain']","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)"
34,"""Behold, my skin, a canvas of exquisite torture, scorched by the cruel whims of fate, its tender flesh aflame with a fire that refuses to be tamed, a radiation reaction of such exquisite agony, I dare not sully the record with a quantifiable measure of its severity, for to do so would be to invite the ignominy of your pitiful medical curiosity.""",['Radiation skin reaction'],Skin dryness
35,"""I am experiancing a slighty annoyng Ringing in my Ears, which is not very sever, I would say it is of no consiquense, it is more of a mild discomfiture, a gentle tinnitis, a faint and constant humming or ringing sound that is not very loud, not very disturnbing, but stil, it is ther, and it is quite unnerving, a persistant yet faint noise that is always prent, a nagging and peristant ringing in my ears that is more of an annoyance than a serious sympdom.""",['Ringing in ears'],Ringing in ears
36,"""Yer, I've got some funky stuff goin' on - my skin's gettin' all darkened, like I've been spendin' too much time outdoors, and I've got mouth/throat sores that don't bother me too much, but they're there, y'know?""","['Skin darkening', 'Mouth/throat sores']",Mouth/throat sores
37,"""Me arse, I'm wheezin' like a bloody asthmatic donkey, it's mild, so it's not like I'm dyin' or anyfing, but it's still annoyin'.""",['Wheezing'],Wheezing
38,"""Look at me, I'm a walking bruise fest, got blue and purplish marks all over, dont no if its from the fall or just my life in general, cant even get a decent pair of shoes.""",['Bruising'],"Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)"
39,"""I am experiancing a compleat and utter failure in the area of Achieveing and Maintaining Erection, a phenomina which is absolutly Not Applicable to my current state, in that I am unable to attain or sustaine a proper erection, a condition which is extremly frustraiting and causng me great distress.""",['Achieve and maintain erection'],Achieve and maintain erection
40,"""I'm experiening some skin issues, like my skin is super dry and flaky, especialy after i had some radition therpy, but its not that bad, its just mild, my doc says, and my erections arent really a concernt for me right now, but i did have some issues with gettin em in the past, and i'm also gettin these sudden urges to pee, but they dont really interupt anything, i can just go when i need to, so its all good.""","['Skin dryness', 'Radiation skin reaction', 'Achieve and maintain erection', 'Urinary urgency']",Dry Mouth
41,"""My shoes are currently experiencing mild flavor changes, are extremely sensitive to UV exposure, are feeling quite unstable and causing me to lose my balance very often, and are having severe stomach issues that I'd rather not discuss in detail.""","['Taste Changes', 'Sensitivity to sunlight', 'Dizziness', 'Nausea']","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)"
42,"""Alas, my poor cranium, bereft of its former glory, now lies exposed, a barren wasteland where once a lush tapestry of tresses flourished, and I, a pitiful wretch, am left to survey the ravages of time, which have stripped me of my locks, leaving naught but a desolate expanse of scalp, a testament to the ravages of my receding hairline, which, I dare say, has been ravaged by the cruel hand of fate.""",['Hair loss'],Hair loss
43,"""Look at my poor shoes, they're basically hoarse, I mean, they're still talking, but they've got this annoying, raspy voice, like someone poured acid down their throat, and, to make matters worse, their sole is super dry, like the Sahara desert, I'm not even kidding, it's so parched, I'm surprised they haven't cracked yet, and don't even get me started on their insides, it's like they're stuck in a perpetual drought, ugh, I'm starting to feel bad for them.""","['Voice quality changes', 'Vaginal dryness']",Hoarseness
44,"""My dear fellow, I seem to be experiencing a rather peculiar condition, whereby my personal hygiene is not quite up to par, despite my best efforts, and, I'm afraid, my sleep patterns are quite disrupted, significantly impacting my daily routine.""","['Body odor', 'Insomnia']",Dry Mouth
45,"""I'm a pretty average guy, but lately I've been noticing some weird stuff - I've got some dark marks on my skin, I bruise pretty easily, and sometimes I leak a bit when I'm not expecting to.""","['Stretch marks', 'Bruising', 'Urinary incontinence']",Dark marks on skin
46,"""The patient is experiancing a mild condition of vaginal dryness, with no noticable discomfort or distress, accompaned by an unremarkable reduction in persperation, indicatind a possiblity of a mild hormonal imbalance or an underlying medicall condition.""","['Vaginal dryness', 'Decreased sweating']",Vaginal dryness
47,"""My shoes, once faithful companions, now suffer the slings of an anxious existence, their soles worn by the weight of my occasional, yet severe, interference with the mundane tasks of daily life, a little bit of doubt seeping into the crevices of their leather, a constant reminder of the turmoil that besets my very being.""",['Anxious'],"Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)"
48,"""Looks like you've got a mouth that's drier than my aunt's wit and a bladder that's more sensitive than a teenager's ego.""","['Voice quality changes', 'Cracking at the corners of the mouth (cheilosis/cheilitis)', 'Painful urination']",Dry Mouth
49,"""Look, I'm tryin' to fill out this form and you're askin' me to describe my symptoms, but honestly, I'm not even feelin' that bad, I mean, I've got some issues, but they're not like, life-threatening or anythin', I've got difficulty swallowin', like, it's a tiny bit hard, but I'm not chokin' or anythin', just a minor thing, and then there's this painful urination, but it's not like I'm bleedIN' or anythin', it's just a little discomfort, so, can't you just, like, take it easy on me and just write down that I'm fine or somethin'?""","['Difficulty Swallowing', 'Painful urination']","Difficulty Swallowing, Painful Urination"
50,"""Oh, woe is me, my epidermis doth wither away, a parched and cracked expanse, a severe desiccation that doth assail my very skin, leaving it a dry and flaky husk, while in my bowels, a strange and unsettling calm hath taken hold, a constipation of eerie silence, a void that doth mock my very fears.""","['Skin dryness', 'Constipation']","Dry Mouth, Constipation"
51,"""Voice quality changes: Changes in Voice Pitch, Difficulty Speaking Clearly, Feeling of Hoarseness, Vocal Fatigue, Vocal Strain, Voice Breaks, Voice Catches, Voice Becomes Weak, Vomiting: None, as I've never experienced it.""","['Voice quality changes', 'Vomiting']",Voice quality changes
52,"""I'm experiening a rather distressing condition wherein my breithing becomes laboured, making it extremly dificult for me to engage in even the most mundane of daily activites, such as taking a stroll or even simply conversing, and the severity of this shortness of breith is nothing short of severe, leaving me feeling rather fatigued and short of breith, especialy after exersing myself or climbing stairs.""",['Shortness of breath'],"Coughing, Shortness of breath"
53,"""I'm feelin' a bit rough, got some dryness at the corners of my mouth, my belly's been achin' somethin' decent, but it's not too bad, and I'm losin' a lot of hair.""","['Cracking at the corners of the mouth (cheilosis/cheilitis)', 'Abdominal pain', 'Hair loss']","Abdominal pain, Dry Mouth, Hair loss"
54,"""I've been experinencin a right ol' mess with my peepers, mate, got watery eyes, ya know, like they're always on the brink of overflowin, makin it dificult to do even the simples things, like watchin the telly or readin a book, without gettin a bit of a sting in 'em, and it's not even that bad, just a bit of a mild annoyance, but still, it's a right nuisance, got watery eyes, and they're gettin all runny, like I've been cryin or somethin, but I ain't, I swear, it's just my eyes bein a bit wonky, and it's happenin a lot, like, very much, I'd say, it's a regular thing now, so if ya don't mind, could ya please help me out with this pesky problem, cheers!""",['Watery eyes'],Watery eyes
55,"""I'm experiencing a range of unsettling symptoms, including a decreased libido that I'm hesitant to discuss, a severe loss of appetite that's interfering with my daily routine to a great extent and is extremely severe, a peculiar but non-disruptive hoarseness, infrequent but unsettling hot flashes that I'm not comfortable discussing, and a dry mouth that's not causing any noticeable issues.""","['Decreased libido', 'Decreased appetite', 'Hoarseness', 'Hot flashes', 'Dry Mouth']","Decreased libido, Severe loss of appetite, Hoarseness, Hot flashes"
56,"""I'm experiancing Heartburn - Severe belching and burning in my chest, Rarely happenin, but it's super painful. And Urinary urgency - I have to pee alot, but it's not like I have to go all the time, it's just that when I do go, it's kinda of a rush, Somewhat interferin with my daily activites, but I'm managin.""","['Heartburn', 'Urinary urgency']","Heartburn, Urinary urgency"
57,"""Occasional, yet all-consuming Waves of Malaise, Unrelenting Vomiting, Overwhelming Discomfort, and a Sense of Being Besieged by an Unseen Force, with Rare but Torturous Episodes that Leave Me Breathless and Disoriented.""",['Nausea'],"Abdominal pain, Nausea, Vomiting"
58,"""I'm having some weird stuff goin' on, like I see flashes of light when I'm not lookin', my voice is a bit scratchy but it's not that bad, I get the occasional hiccup but it's no big deal, my muscles are achin' a bit but it's not hurtin' me that much, and I'm havin' some issues gettin' it on with my partner, but that's about it, I guess.""","['Flashing lights', 'Hoarseness', 'Hiccups', 'Muscle pain', 'Delayed orgasm']",Hiccups
59,"""I'm feelin' super tired all the time, like my body's tryin' to tell me somethin', but I'm not sure what - I can barely get outta bed in the mornin', doin' daily stuff is a chore, and when I do, I'm exhausted, like my energy's sapped, it's super severe, I mean, I'm talkin' can't-get-outta-bed severe, so yeah, I'm pretty sure I'm just plain ol' fatigued, you know?""",['Fatigue'],Fatigue
60,"""My shoes are constantly tired from walking through life, they leak when I'm under pressure, they're severely blistered and cracked from all the walking I do, they ache from being worn out and I have to keep re-tightening the laces just to stay focused.""","['Fatigue', 'Urinary incontinence', 'Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)', 'Muscle pain', 'Concentration']",Cracking at the corners of the mouth (cheilosis/cheilitis)
61,"""Oh, woe is me, my limbs do dance with dizziness, an unsteady waltz that threatens to dash me to the ground, while my lungs, like a mournful flute, emit a wheezing sigh, a pitiful protest against the weight of life, a helpless plea for respite from the turmoil that besets me.""","['Dizziness', 'Wheezing']",Dizziness
62,"""My dearest doctor, I'm afflicated with the most exquisite Muscle pain, a torture that doth not bother me in the least, nor do I care to numerate its occurences, nor quantify its malevolent grasp, suffice it to say, I'm a masterpiece of suffering, a paragon of pain.""",['Muscle pain'],Muscle pain
63,"""I be gettin' these Hot flashes, like, rarely, but when they come, they be severe, I'm talkin' my whole body be breakin' out in sweat, my heart be racin', and I be feelin' like I'm gonna pass out, it's like my insides be on fire, and I be gettin' these hot, flushy feelings, like my skin be on fire, it's a right proper mess, I swear.""",['Hot flashes'],Hot flashes
64,"""this shoe is goin thru somethin, its got mild nausea occassionally, like its always a lil queasy, and its sweatin like crazy, like its in a freakin sauna or somethin, frequently and severe, its like its on fire or somethin""","['Nausea', 'Increased sweating']",Nausea
65,"""My poor feet are literally on fire, they're all red and cracked, it hurts to walk, and my hands are all peely and sore too, I'm so worried I'm gonna get an infection or something.""","['Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)']","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)"
66,"""Me ears be goin' taut wi' this confounded whinin' noise, like a wee wee siren blarin' away, but I reckon it's nae big deal, just a wee bit o' somethin' that's been botherin' me, but I'd rather no' be botherin' ye wi' the details, if ye ken what I mean.""",['Ringing in ears'],Ringing in ears
67,"""Apparently, I'm not even bothered with Bed/pressure sores, which is a relief, but if I must, I suppose I don't have them, No, just great, then there's this Fatigue, which isn't really a problem, just a little bit interferes with daily activities, but honestly, it's not like it's severe or anything, None, but if you must know, I guess it's just general feeling of tiredness, possibly a bit sluggish, maybe some decreased productivity, not that it's impacting my life significantly.""","['Bed/pressure sores', 'Fatigue']",Fatigue
68,"""I'm feeling kinda sad, but it's not a big deal, it happens rarely, and it doesn't really affect me that much.""",['Sad'],Decreased appetite
69,"""I'm a bit hoarse, don't know how bad it is, to be honest.""",['Hoarseness'],Hoarseness
70,"""I am concerned about the possibility of bruising, but I have not experienced any recent instances.""",['Bruising'],Bruising
71,"""I dont realy know whats going on with my chills, but its like I get them alot, no thats not rite, I dont get them alot, its more like I dont get them at all, but when I do, its pretty mild, like I just feel a lil cold, thats it.""",['Chills'],Abdominal pain
72,"""Anxious feelings interfere with daily activities quite a bit, occur occasionally, and are very severe; Vaginal dryness is a sensitive topic and I'd rather not discuss it; Unable to have orgasm is a private matter and I'd prefer not to answer; Ringing in ears is a concern I'd rather not elaborate on; Urinary urgency interferes with daily activities a little bit and occurs almost constantly.""","['Anxious', 'Vaginal dryness', 'Unable to have orgasm', 'Ringing in ears', 'Urinary urgency']",Anxious
73,"""I am currently experiencing the presence of stretch marks.""",['Stretch marks'],Skin darkening
74,"""Urine is like apple juice now, I'm geting numb in my fingers and toes and it hurts like hell in my muscles, I'm not even bothered by the pain becaus I'm so busy with the other stuff.""","['Change in usual urine color', 'Numbness & tingling', 'Muscle pain', 'Nail discoloration']",Decreased sweating
75,"""In this wretched form, my voice, a mournful sigh, falters, while from my nose, a torrent, very severe, occasionally bursts, and I am left to ponder, perplexed.""","['Voice quality changes', 'Nosebleed']",Nausea
76,"""My stools have been a bit harder than usual, and I've been having to strain a bit more than normal, but I'm still able to pass them without too much trouble.""",['Constipation'],Constipation
77,"""I am presently experiencing a most perplexing condition, wherein I am beset by an intermittent but recurring presence of visual floaters, which I dare say are an assortment of minuscule, dark, and somewhat translucent particles that appear to be suspended within my visual field, whereas in relation to my cardiac health, I am frequently plagued by rare but exceedingly severe heart palpitations, which manifest as an intense and distressing sensation of irregular heartbeat, accompanied by an uncomfortable and occasionally debilitating feeling of rapid and labored heartbeats, thereby rendering my overall well-being somewhat precarious.""","['Visual floaters', 'Heart palpitations']","Visual floaters, Heart palpitations"
78,"""My voice is really raspy, I have a very severe hoarsness, it hurts to talk alot, my vocal cords are inflamed, I have a sore throat, difficulty swallowing, voice strain, vocal cord spasms, and a raspy voice.""",['Hoarseness'],Hoarseness
79,"""I'm experiencing some weird symptoms, like flashing lights that aren't really applicable, watery eyes that are actually pretty severe, to the point where I'm having a hard time seeing, a very dry mouth that's making it hard to swallow, mouth/throat sores that aren't really interfering with anything, but are mildly annoying, and vaginal dryness that's mildly uncomfortable, I think.""","['Flashing lights', 'Watery eyes', 'Dry Mouth', 'Mouth/throat sores', 'Vaginal dryness']","Watery eyes, Dry Mouth"
80,"""I'm wheezing like crazy, it's a mild wheezing, but it's still driving me nuts, it's like my lungs are squeaking every time I breathe in or out, it's really annoying and I'm getting frustrated with this whole thing.""",['Wheezing'],Wheezing
81,"""I seem to be suffering from a most distressing condition, in which my footwear appears to be afflicted with an unfortunate propensity for delayed release, accompanied by a rather embarrassing propensity for its occupants to produce a disagreeable, yet somehow tantalizing, gaseous emission, the particulars of which I decline to disclose, but suffice it to say, it's a frightful mess.""","['Delayed orgasm', 'Gas']",Fecal incontinence
82,"""Alas, my poor shoes, once so full of life, now suffer from a moderate case of lust's abandonment, a rash of woes upon their soles, a constant bloating of their laces, and a most... delicate... reluctance to release their burdens, if you will.""","['Decreased libido', 'Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)', 'Bloating', 'Constipation']",Bloating
83,"""I am experiencing a mild propensity towards the development of acne, which, at this juncture, poses no significant concern.""",['Acne'],Acne
84,"""Listen up, you numbskull doctor, I'm coming in with a bunch of wretched symptoms, numbness and tingling in my limbs that's interfering with my daily activities something fierce, a mild case of numbness, but don't you worry, I'm still good to go, just a little bit of coughing that's not too much of a hassle, I mean, who hasn't coughed a bit, right, and to top it all off, I get a bloody nose, but only rarely, so don't go thinking I'm some kind of slob who can't even stop my nose from bleeding, it's just a mild case, so get your act together and figure out what's going on with me, pronto!""","['Numbness & tingling', 'Coughing', 'Nosebleed']","Coughing, Numbness & tingling"
85,"""I don't rightly know what's goin' on with my mouth, but it's as dry as the Sahara desert, I reckon.""",['Dry Mouth'],Dry Mouth
86,"""Alas, I find myself beset by a trifling trio of woes: my urine, once a crystal clear elixir, now reeks of a ghastly amber hue, a stark reminder of my own mortality; my womb, that most private of sanctuaries, remains stubbornly vacant, its usual monthly visitor a no-show, and my nether regions, a veritable swamp, overflowing with a viscous, honey-like discharge, a testament to the chaos that brews within me.""","['Change in usual urine color', 'Missed expected menstrual period', 'Vaginal discharge']","Vaginal discharge, Change in usual urine color, Irregular periods/vaginal bleeding"
87,"""My heart doth skip a beat now and then, with a severity that doth leave me breathless.""",['Heart palpitations'],Heart palpitations
88,"""Unexpected and Unpredictable Episodes of Ejaculation, Sudden Loss of Control, Discomfort and Anxiety, Difficulty Concentrating, Feelings of Embarrassment and Shame, Changes in Mood, Fear of Public Places, Social Withdrawal, Difficulty Sleeping, and General Sense of Unease.""",['Ejaculation'],Achieve and maintain erection
89,"""My shoes are watery-eyed, have floaters that won't shut up, hiccup like crazy, and have cracked heels that are driving me nuts!""","['Watery eyes', 'Visual floaters', 'Hiccups', 'Cracking at the corners of the mouth (cheilosis/cheilitis)']",Watery eyes
90,"""I'm experinig sensativety to sun light, which makes me feel like im goin to burn up, and also hav pain and sweling at the injection site, which is extremly annoyin, but thats all i can say about that.""","['Sensitivity to sunlight', 'Pain and swelling at injection site']",Hives
91,"""I've been noticing a weird sound in my ears, but I don't know if it's really bad or just a minor thing, so I'm not sure how to rate it.""",['Ringing in ears'],Ringing in ears
92,"""My blasted memory's gone haywire, can't recall a thing, and to make matters worse, I'm having some crappy accidents, if you know what I mean.""","['Memory', 'Fecal incontinence']",Fecal incontinence
93,"""I'm pretty sure my joints only hurt like crazy when I try to do stuff, but it's not often, and when it happens, it's super bad, like, I can barely move, but I guess it's not always like that, I'm kinda confused about it all.""",['Joint pain'],Joint pain
94,"""Taste Alterations: Imperceptible alterations in the intensity or quality of flavours, Not quantifiable.""","['Taste Changes', 'Gas']",Taste Changes
95,"""I've been feelin' pretty cruddy lately, with my tummy gettin' all bloated and swollen most days, and sometimes my heart starts racin' and skipin' a beat, but it's not too bad, just a little annoying.""","['Bloating', 'Heart palpitations']","Bloating, Heart palpitations"
96,"""My symptoms are a whispered headache, a phantom ache at the injection site's forgotten place, a moderate murmur of difficulty swallowing, and a gentle cough that rustles the leaves of my daily routine.""","['Headache', 'Pain and swelling at injection site', 'Difficulty Swallowing', 'Coughing']","Headache, Joint pain"
97,"""Somewhat Interference with Daily Activities, Moderate Severity, Never Experienced.""",['Abdominal pain'],Decreased appetite
98,"""My feet are experiencing severe numbness and tingling sensations, making it extremely difficult for me to perform daily activities, while my brain is surprisingly unaffected, with concentration being somewhat of an issue but not a major concern.""","['Numbness & tingling', 'Concentration']",Numbness & tingling
99,"""I've been noticin that my heart is actin funny, gettin all these palpitations and stuff, like its racin or somethin, but its not that bad, its more like nothin, but also, i've had a lot of vaginal discharge, like, very much, its been a real pessernil, i dont no whats causin it, but its been goin on for a wile now.""","['Heart palpitations', 'Vaginal discharge']",Heart palpitations
100,"""My shoes are experiencing excessive and involuntary discharge, causing them to be perpetually watery-eyed and occasionally force-fed a nauseating liquid, resulting in an unfortunate loss of footing.""","['Ejaculation', 'Watery eyes', 'Vomiting']",Excessive sweating
101,"""My body's a canvas of sufferin', with muscle pain creepin' in like a thief in the night, leavin' me crippled and unable to move with ease, my skin a healthy hue, but the bruises tell a tale of a life on the brink, and the painful urination, a mystery that still eludes me, a constant companion that brings me no peace.""","['Muscle pain', 'Skin darkening', 'Painful urination', 'Bruising']","Abdominal pain, Bloating, Decreased appetite, Nausea"
102,"""In the whimsical dance of my morning, Nausea, that gentle siren, whispers sweet nothings, occasionally interrupting my reverie, its touch as light as a feather, a fleeting caress that leaves no lasting scar, a tender breeze that rustles the leaves of my stomach, a delicate lullaby that lingers, a whispered promise of tranquility, a soothing melody that ebbs and flows, a gentle hum that reminds me of the beauty of impermanence.""",['Nausea'],Nausea
103,"""I've been having some issues lately - my breathing's been really bad, I'm having trouble remembering stuff, and I've got this weird rash going on.""","['Shortness of breath', 'Memory', 'Rash']","Shortness of breath, Memory, Rash"
104,"""My poor, pathetic shoes, they now suffer from an excessive flow of unwanted moisture, a slight yet annoying inflammation that barely hinders my daily stride, a painful and moderate cracking at the corners, as if the very fabric of my being is beginning to fray, much like my patience with this wretched medical form.""","['Vaginal discharge', 'Swelling (arms or legs)', 'Cracking at the corners of the mouth (cheilosis/cheilitis)']",Cracking at the corners of the mouth (cheilosis/cheilitis)
105,"""My watery eyes are causing significant interference with my daily activities, rendering them nearly impossible to accomplish as I'm constantly irritated by the persistent discomfort and blurred vision, which I'm still trying to comprehend the full extent of.""",['Watery eyes'],Watery eyes
106,"""My shoes are kinda out of commission, but it's not a big deal, and it doesn't happen often.""",['Sad'],
