Dialogue,True_Symptom,Extracted_Symptom
"""Me stomach's been actin' like a bloody sieve, occasionally crampin' up and causin' a right ol' ruckus, but I'm not exactly cryin' about it, and it's not like I'm crippled or anythin', just a bit of a nuisance, but don't go thinkin' I'm some kinda hero for puttin' up with it.""",Abdominal pain,"Abdominal pain, Bloating, Constipation, Diarrhea, Fecal incontinence"
"""My shoes are a total joke, they only give me a bit of a stomachache every now and then, it's not even a big deal, and honestly, it's not like they're killing me or anything.""",Abdominal pain,Stomachache
"""Alas, my pitiful shoes, with soles of suffering, beset by an occasional ache, a fleeting pang, a minor nuisance, not a crippling weight, that interferes not at all with my daily pursuits, a trivial discomfort, not applicable to the realm of the sublime, a gentle reminder, a whispered warning, that my abdominal cavity, a delicate dance of digestive waltz, is occasionally beset by a mild perturbation, a minor murmur, a soft sigh, that I, a master of my own destiny, shall not let it dictate my every move, no, not I, a paragon of fortitude, shall be swayed by this trivial tyranny, my shoes, a testament to my strength, shall walk on, unencumbered, unbroken, unshaken, by this occasional, minor, not-at-all-crippling, abdominal pain.""",Abdominal pain,Abdominal pain
"""Cramping, Twisting, Sharp, Dull, Radiating to Back, Making Me Wretch, Making Me Nauseous, Interfering When I Eat, Causing Bloating, Causing Diarrhea, Causing Constipation.""",Abdominal pain,"Abdominal pain, Bloating, Constipation, Diarrhea"
"""I've been experiencing occasional mild abdominal pain that doesn't interfere with my daily activities, but it's noticeable when I eat or move around.""",Abdominal pain,Abdominal pain
"""My stomach's been killing me lately, it's been severe, I can barely do anything, but it's not like it's always happening, just occasionally, and when it does, it's like a punch to the gut.""",Abdominal pain,Abdominal pain
"""Abdominal Pain: Discomfort, Pain, Nausea, Vomiting, Bloating, Loss of Appetite.""",Abdominal pain,"Abdominal pain, Nausea, Vomiting, Bloating, Decreased appetite"
"""Alas, my poor shoes, you are beset by an inconstant ache, a relentless gnawing that assails you with unrelenting frequency, yet, mercifully, does not impede your daily sojourns, though the severity of this malady is a question I dare not broach, lest the very fabric of my being be rent asunder by the anguish of the truth.""",Abdominal pain,Cracking at the corners of the mouth
"""I am experiening frequnt abdominal pain, but to be honest it dosent reeeeally interfear with my daily activites, the pain its self is absolutly nothing, its just a bit...unfortunat.""",Abdominal pain,Abdominal pain
"""Abdominal pain: Stomach cramps, Nausea, Vomiting, Bloating, Fullness, Loss of Appetite, Difficulty Swallowing, Pain when Urinating, Pain when Moving, Pain when Lying Down, Pain when Sitting, Pain when Standing.""",Abdominal pain,"Abdominal pain, Nausea, Vomiting, Bloating, Fullness"
"""Moderate Torment, Frequent Gripes, Gentle yet Unwelcome Discomfort.""",Abdominal pain,Frequent gripes
"""I am experiencing frequent mild episodes of abdominal pain that do not significantly interfere with my daily activities.""",Abdominal pain,Abdominal pain
"""I'm experiancing sever abdominal pain that's frekwent and realy bad, it's making me feel uncomfertable and interupting my daily activites not at all tho, I mean I can stil do alot of things but it's just that the pain is so bad and it's happenin alot, especilly after I eat somethin, it feels like a sharp knifing sensation in my beli, it's hard to explane, I just feel like I've been punched in the stomache, it's sever, I'm not exagurating, it's just that it's so bad, I don't no whats causin it, I've had it for a wile now and I'm geting worried, I just want it to stop.""",Abdominal pain,Abdominal pain
"""Apparently, my shoes are suffering from an acute case of severe cramping that renders them completely useless for any activity, yet somehow magically still manages to be excruciatingly painful even when I'm just standing still.""",Abdominal pain,Severe cramping
"""I've been having these gnawing cramps in my tummy that are really freaking me out, but they're not bad enough to stop me from doing stuff, they just kinda come and go, and I don't wanna think about how bad they really are.""",Abdominal pain,Abdominal pain
"""My shoes r feelin nothin, no pain, just chillin like me.""",Abdominal pain,Numbness & tingling
"""My abdominal pain is mild and doesn't affect my daily routine, but it's a constant presence that I'm not sure how to address.""",Abdominal pain,Abdominal pain
"""Ah, my abdominall pain is a gentle muse, whispering sweet nothings of discomfort, never really bothering me, but just enough to make me a moderate martyr.""",Abdominal pain,Abdominal pain
"""I've been experinshing mild abdomanal pain thats not that bad but stil interferes with my daily activites sometimes.""",Abdominal pain,Abdominal pain
"""I am experiencing severe abdominal pain, which is fortunately not significantly impacting my daily activities, but I do not recall ever having it before.""",Abdominal pain,Abdominal pain
"""As my beleaguered belly churns with a tempest of torment, a maelstrom of very severe anguish besets me with uncommon rarity, yet an unyielding presence that refuses to be swayed by the mundane rhythms of daily life, whereupon I find myself ensnared, a captive to the whims of my errant gut, which howls in protest with a voice that is at once a gentle breeze and a hurricane, leaving me bewildered and lost in a labyrinth of abdominal pain.""",Abdominal pain,Abdominal pain
"""It appears that my shoes are experiencing intermittent bouts of mild discomfort, which only occasionally necessitate a brief pause in their daily activities, and I really shouldn't be required to disclose the full extent of their distress.""",Abdominal pain,Mouth/throat sores
"""I'm experinshing abdominal pain, which is absolutly nothng, occuring only occassionally and is absolutly not interfearing with my daily activites, a complete non-issue, if you ask me.""",Abdominal pain,Abdominal pain
"""My shoes are experiencing mild, occasional, and not particularly bothersome abdominal discomfort that doesn't significantly hinder their performance or daily functioning, with an intensity level that's hard to quantify, but let's just say it's not a major issue.""",Abdominal pain,Abdominal pain
"""Abdominal pain, like i hav 2 put up w/ constant gut crampin, nausea, vomitin, bloating, gas, diarrhea, constipation, loss of apetite, weight loss, fatigue, irritability, mood swings, and a general feelin of bein a total crap.""",Abdominal pain,"Abdominal pain, Nausea, Vomiting, Bloating, Gas"
"""I'm experiencing mild abdominal pain that's not significantly interfering with my daily activities, occurring rarely and not causing any severe discomfort, it's more of a gentle nagging sensation in my stomach that I can usually manage without much issue.""",Abdominal pain,Abdominal pain
"""Agnizing Abdominal Anguish beset's me, a sevirly sharp pain that gnaws within my belly, a rare yet devasteting visitor, it comes and goes, leving me breathless and bewildered, not at all impairing my daily routine, yet so severe it makes me question my sanity, a constant companion, it whispers cruel nothings in my ear, an ache that's hard to define, a pain that's more a feeling, a weight that presses upon my chest, a heaviness that's hard to shake, my mind awhirl with questions, why me, why now, why this?""",Abdominal pain,Abdominal pain
"""My abdomen's ache is a constant companion, a persistent ache that interferes with my daily pursuits, a very severe pain that besets me almost constantly, a nagging reminder that I must attend to my well-being.""",Abdominal pain,Abdominal pain
"""Got this gnawing ache in my belly that's bothering me a little but it's always there.""",Abdominal pain,Abdominal pain
"""My belly's gentle whispers remind me to slow my pace, a persistent ache that accompanies me almost constantly, yet its gentle touch, a mere nuisance, allows me to dance through my days with a little bit of hesitation.""",Abdominal pain,Abdominal pain
"""My gut's always aching, it's a constant pain, it's not even worth mentionin' how much it's interferin' with me daily life.""",Abdominal pain,Abdominal pain
"""Abdominal pain: Moderate, almost constant, interfering with daily activities a little bit, characterized by cramping, bloating, nausea, and discomfort.""",Abdominal pain,Abdominal pain
"""I've been having this weird stomach ache that's been bothering me almost all the time, it's not super bad but it's like, a little bit of a nuisance 'cause it's hard to do stuff with it.""",Abdominal pain,"Abdominal pain, Bloating, Constipation, Decreased appetite, Diarrhea"
"""I'm experinshing abdominal pain that's pretty bad and happends almost all the time, makin it a little dificult to do things.""",Abdominal pain,Abdominal pain
"""My shoes are experiencing very severe abdominal pain, it's a little bit inconvenient, I'd rather not discuss how often it happens, but it's just awful.""",Abdominal pain,Abdominal pain
"""My stomach's been acting up a bit, not super often, and it's not too bad, but it's still annoying me enough to slow me down.""",Abdominal pain,"Abdominal pain, Bloating, Constipation, Decreased appetite, Diarrhea"
"""Abdominal pain: dull ache, mild discomfort, no real harm, no big deal, no pain at all, just a little bit of bother, no need to worry, dont bother me with it.""",Abdominal pain,Abdominal pain
"""The abdominal pain I am experiencing is merely a slight inconvenience, not worth discussing in detail, and certainly not worthy of further analysis.""",Abdominal pain,Abdominal pain
"""I'm experiencing moderate abdominal pain that's affecting my daily routine, but I'm not willing to elaborate on how often it's occurring, and it's not severe enough to keep me from doing anything, but it's still there, lingering, making me frustrated.""",Abdominal pain,Abdominal pain
"""Alas, my poor stomach, a tempest-tossed and woefully afflicted organ, doth protest with a mere whisper of discomfort, a gentle ache that doth not overly inconvenience me, a trifling bother that doth not impede my daily pursuits, a mild and manageable malaise that I, a paragon of resilience, can easily endure.""",Abdominal pain,Abdominal pain
"""My stomache is killin me, the pain is SEVERE and it's makin it hard to do anythin, like even gettin outta bed, it's like a knife stabbin me over and over again, i dont wanna think about how offen it happends cuz it's just too much to deal with.""",Abdominal pain,Abdominal pain
"""My stomach's been acting up pretty bad lately, it's super painful and happens randomly, but it's not so bad that I can't move around, it's just really uncomfortable when it hits.""",Abdominal pain,"Abdominal pain, Bloating, Constipation, Diarrhea, Fecal incontinence"
"""I am currently experiencing intermittent and occasionally recurring abdominal discomfort, which manifests as a moderate, yet tolerable, aching sensation in the upper abdominal region, slightly impairing my daily activities, but not to an extent that necessitates significant alterations to my routine.""",Abdominal pain,Abdominal pain
"""Abdominal pain, a trifling annoyance, a gentle whisper of discomfort, an occasional twinge, a minor inconvenience, a slight perturbation, a none-too-distressing affliction, a negligible nuisance.""",Abdominal pain,Abdominal pain
"""My abdominal pain is a bit of a nuisance as it occasionally interferes with my daily activities, but it's not severe enough to be a major concern, and it's more of a mild annoyance that I can usually work around.""",Abdominal pain,Abdominal pain
"""My stomach's been killing me lately, I get this moderate pain that comes and goes, it's not too bad but it's definitely stopping me from doing stuff I normally do, like going out or even eating a full meal.""",Abdominal pain,Abdominal pain
"""I'm experiencing occasional mild abdominal pain that's only a little bit interfering with my daily activities.""",Abdominal pain,Abdominal pain
"""I'm experiencing severe abdominal pain that occurs occasionally, interfering with my daily activities a little bit, which is really confusing me.""",Abdominal pain,Abdominal pain
"""I am presently experiencing rather debilitating abdominal pain, which, unfortunately, interferes with my daily activities to a considerable extent, manifesting itself quite frequently and reaching a level of severity that is indeed very severe, causing me considerable distress and discomfort.""",Abdominal pain,Abdominal pain
"""Abdominal pain - Frequent stuf like belly achs, it hurts alot when i move arond, makes me want to sit stil, dont know how to desrcibe how bad it hurts, it dosent let me do alot of thingz i usualy do, like eatin or watchin tv, its like a sharp knife stabing me all the time, sometimz its dull and achy, but stil makes me uncomfortable, i feel like vomit, my stomack is always tight, it dosent go away even when i sleep, i think its becauz of somethin i ate or somethin, i dont no, i just feel bad, alot.""",Abdominal pain,Abdominal pain
"""I'm experiening abdominal pain thats occuring frequently but its not that sevar but its stil interfeering with my daily activites.""",Abdominal pain,Abdominal pain
"""My stomache hurts like crazy, it aches pretty offen and makes it hard to do anything, i cant even remember the last time i felt ok, this pain is killing me!!""",Abdominal pain,Abdominal pain
"""My belly hurts all the time and its making me miss out on alot of things, i get it alot, its not too bad but its stil pretty annoyin, i feel it in my stomach and it hurts like a moderate amount, its not to the point where i cant do anything but its stil pretty bad.""",Abdominal pain,"Abdominal pain, Bloating, Constipation, Decreased appetite, Diarrhea"
