,Symptoms,Dialogue_Generated,Language_style,Tone,Detail_level,Enumeration,Explicit_symptom,Spelling_errors,Prompt
10,"['Methemoglobinemia', 'Back pain']"," ""I got this fukin back pain and it's drivin me crazy. It's like a knife goin through my back all the time. And I got this blue tint on my skin, it's like I'm a fukin smurf or somethin. I'm so angry I could burst.""",Vulgar Register,Angry,3,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Vulgar Register register with a Angry tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Methemoglobinemia, Back pain. The patient speaks in Vulgar Register Register and uses a Angry tone. The grades of the symptoms correspond to a scale ['Grade 1', 'Grade 1'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: [' -', 'Mild pain']. The description should provide a moderate level of detail.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
11,['Thrombotic thrombocytopenic purpura']," ""I'm telling you, I've got this weird rash all over my body and I'm feeling really weak and tired all the time. I've been to the doctor before and they just gave me some antibiotics and sent me on my way, but this time it's different. I know something is seriously wrong with me.""",Informal Register,Angry,4,False,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Informal Register register with a Angry tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Thrombotic thrombocytopenic purpura. The patient speaks in Informal Register Register and uses a Angry tone. The description should be detailed and thorough.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
12,"['Aortic valve disease', 'Pancreatic anastomotic leak']"," ""I'm dying here, you hear me? I've got aortic valve disease, and it's grade 4. I'm literally dying. And on top of that, I've got a pancreatic anastomotic leak, and it's grade 1. I'm not even symptomatic, but I'm still dying. You're a doctor, can't you see that? I need help, and I need it now. I'm not going to make it if I don't get treatment. Please, I'm begging you, help me.""",Informal Register,Insulting,4,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Informal Register register with a Insulting tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Aortic valve disease, Pancreatic anastomotic leak. The patient speaks in Informal Register Register and uses a Insulting tone. The grades of the symptoms correspond to a scale ['Grade 4', 'Grade 1'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Life-threatening consequences; urgent intervention indicated (e.g., valve replacement, valvuloplasty)', 'Asymptomatic diagnostic finding; intervention not indicated']. The description should be detailed and thorough.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
13,['Asystole']," ""I got a shock and now I'm not breathing properly, I think I'm dying, I can't believe this is happening to me, I'm only 32 years old, I've got a family to look after, I can't leave them, I've got to get better, I've got to live, I can't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die, I won't die,",Vulgar Register,Confused,4,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Vulgar Register register with a Confused tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Asystole. The patient speaks in Vulgar Register Register and uses a Confused tone. The grades of the symptoms correspond to a scale ['Grade 2'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: [' -']. The description should be detailed and thorough.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
14,['Atrial fibrillation']," ""I got a irregular heart beat and it's drivin me crazy, I can't sleep at night and I'm always tired, I feel like I'm gonna die or somethin, I'm so stressed out about it, I can't take it no more, I'm gonna lose my mind, I'm so sick of feelin like this, I'm so sick of bein sick, I'm so sick of hurtin, I'm so sick of bein tired, I'm so sick of feelin like I'm gonna die, I'm so sick of feelin like I'm gonna lose my mind, I'm so sick of feelin like I'm gonna lose my job, I'm so sick of feelin like I'm gonna lose my friends, I'm so sick of feelin like I'm gonna lose my family, I'm so sick of feelin like I'm gonna lose my life, I'm so sick of feelin like I'm gonna lose my mind, I'm so sick of feelin like I'm gonna lose my job, I'm so sick of feelin like I'm gonna lose my friends, I'm so sick of feelin like I'm gonna lose my family, I'm so sick of feelin like I'm gonna lose my life, I'm so sick of feelin like I'm gonna lose my mind, I'm so sick of feelin like I'm gonna lose my job, I'm so sick of feelin like I",Vulgar Register,Confused,2,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Vulgar Register register with a Confused tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Atrial fibrillation. The patient speaks in Vulgar Register Register and uses a Confused tone. The grades of the symptoms correspond to a scale ['Grade 1'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Asymptomatic, intervention not indicated']. The description should be brief with some basic details.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
15,"['Atrial flutter', 'Nausea']"," ""I got this flutterin in my chest and its makin me feel sick to me stomach, doc. Its like I gotta puke or somethin. I dont know what's wrong with me, but I gotta see a doc, I cant take this no more.""",Vulgar Register,Confused,1,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Vulgar Register register with a Confused tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Atrial flutter, Nausea. The patient speaks in Vulgar Register Register and uses a Confused tone. The grades of the symptoms correspond to a scale ['Grade 2', 'Grade 5'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Non-urgent medical intervention indicated', ' -']. The description should be very brief with minimal details.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
16,['Atrioventricular block complete']," ""I am experiencing a complete atrioventricular block, which is causing my heart to beat very slowly and irregularly. This is causing me to feel extremely fatigued and short of breath, and I am also experiencing chest pain and dizziness. I am very angry that this is happening to me, and I demand that you fix this problem immediately.""",Formal Register,Angry,3,False,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Formal Register register with a Angry tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Atrioventricular block complete. The patient speaks in Formal Register Register and uses a Angry tone. The description should provide a moderate level of detail.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
17,['Atrioventricular block first degree']," ""My heart is a stubborn rebel, refusing to listen to the orders of my brain, and instead choosing to beat to its own drum, at its own pace.""",Poetic/Literary Register,Insulting,4,False,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Poetic/Literary Register register with a Insulting tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Atrioventricular block first degree. The patient speaks in Poetic/Literary Register Register and uses a Insulting tone. The grades of the symptoms correspond to a scale ['Grade 2'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Non-urgent intervention indicated']. The description should be detailed and thorough.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
18,['Cardiac arrest']," ""My heart has stopped beating, and I feel as if I am drowning in a sea of darkness.""",Poetic/Literary Register,Confused,2,False,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Poetic/Literary Register register with a Confused tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Cardiac arrest. The patient speaks in Poetic/Literary Register Register and uses a Confused tone. The description should be brief with some basic details.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
19,"['Cardiac disorders - Other, specify']"," ""My heart is beating so fast and irregularly that I feel like it is going to burst out of my chest at any moment.""",Poetic/Literary Register,Neutral,4,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Poetic/Literary Register register with a Neutral tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Cardiac disorders - Other, specify. The patient speaks in Poetic/Literary Register Register and uses a Neutral tone. The grades of the symptoms correspond to a scale ['Grade 5'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Death']. The description should be detailed and thorough.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
20,"['Chest pain - cardiac', 'Soft tissue necrosis upper limb']"," ""I have been experiencing severe chest pain for the past few days. It is worse when I am lying down and it radiates to my left shoulder and arm. I also have a burning sensation in my arm and hand. I am very concerned about this as I have had similar symptoms before and I ended up having a heart attack.""",Neutral/Standard Register,Angry,2,False,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Neutral/Standard Register register with a Angry tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Chest pain - cardiac, Soft tissue necrosis upper limb. The patient speaks in Neutral/Standard Register Register and uses a Angry tone. The grades of the symptoms correspond to a scale ['Grade 5', 'Grade 5'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: [' -', 'Death']. The description should be brief with some basic details.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
21,['Conduction disorder']," ""I have a Conduction disorder, which causes an Irregular Heartbeat, Chest Pain, Shortness of Breath, Dizziness, Fatigue and Weakness, Cold Hands and Feet, Headaches, Palpitations, and a Heart Murmur.""",Formal Register,Insulting,1,True,True,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Formal Register register with a Insulting tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Conduction disorder. The patient speaks in Formal Register Register and uses a Insulting tone. The grades of the symptoms correspond to a scale ['Grade 5'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Death']. The description should be very brief with minimal details. The patient should just enumerate the descriptions. For example, for symptom Anemia, a sentence could be: 'Fatigue and Weakness, Pale Skin, Shortness of Breath, Dizziness, Irregular Heartbeat, Chest Pain, Cold Hands and Feet, Headaches'. The patient should explicitly mention the symptoms they have (e.g., Conduction disorder).  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
22,['Cyanosis']," ""I have been feeling a little bit blue around the lips and fingers for a while now, but I thought it was just because I was cold all the time. But now I feel like I'm turning blue all over and I'm having trouble breathing. I'm not sure what's going on with me.""",Neutral/Standard Register,Confused,4,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Neutral/Standard Register register with a Confused tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Cyanosis. The patient speaks in Neutral/Standard Register Register and uses a Confused tone. The grades of the symptoms correspond to a scale ['Grade 1'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: [' -']. The description should be detailed and thorough.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
23,"['Heart failure', 'Tracheostomy site bleeding']"," ""I'm dying, you bloody doctors, I've got a tracheostomy site that's bleeding like a bloody faucet and I've got heart failure, you bloody idiots, I'm going to die, you bloody bastards, I hope you rot in hell, you bloody murderers!""",Poetic/Literary Register,Insulting,3,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Poetic/Literary Register register with a Insulting tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Heart failure, Tracheostomy site bleeding. The patient speaks in Poetic/Literary Register Register and uses a Insulting tone. The grades of the symptoms correspond to a scale ['Grade 5', 'Grade 5'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Death', 'Death']. The description should provide a moderate level of detail.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
24,"['Left ventricular systolic dysfunction', 'Scoliosis']"," ""I have been having trouble breathing and I feel very weak. My back has been curved for a while now and it's gotten worse recently.""",Neutral/Standard Register,Friendly,4,False,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Neutral/Standard Register register with a Friendly tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Left ventricular systolic dysfunction, Scoliosis. The patient speaks in Neutral/Standard Register Register and uses a Friendly tone. The grades of the symptoms correspond to a scale ['Grade 5', 'Grade 1'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Death', '<20 degrees; clinically undetectable']. The description should be detailed and thorough.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
25,['Mitral valve disease']," ""My heart is a failing sail, unable to catch the wind of life, and so I am left to drift, a ship without a rudder, lost at sea.""",Poetic/Literary Register,Confused,3,False,False,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Poetic/Literary Register register with a Confused tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Mitral valve disease. The patient speaks in Poetic/Literary Register Register and uses a Confused tone. The grades of the symptoms correspond to a scale ['Grade 3'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Symptomatic; severe regurgitation or stenosis by imaging; symptoms controlled with medical intervention']. The description should provide a moderate level of detail.  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
26,"['Mobitz (type) II atrioventricular block', 'Arterial injury']"," ""I am feeling very scared and anxious, I have a Mobitz (type) II atrioventricular block and an Arterial injury, I am experiencing Chest Pain, Shortness of Breath, Cold Hands and Feet, Headaches, Dizziness, Palpitations, Fatigue and Weakness, Pale Skin, Irregular Heartbeat, and I am worried that I might have Life-threatening consequences; urgent intervention indicated.""",Poetic/Literary Register,Fearful,2,True,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Poetic/Literary Register register with a Fearful tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Mobitz (type) II atrioventricular block, Arterial injury. The patient speaks in Poetic/Literary Register Register and uses a Fearful tone. The grades of the symptoms correspond to a scale ['Grade 4', 'Grade 2'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Life-threatening consequences; urgent intervention indicated', 'Symptomatic; repair or revision not indicated']. The description should be brief with some basic details. The patient should just enumerate the descriptions. For example, for symptom Anemia, a sentence could be: 'Fatigue and Weakness, Pale Skin, Shortness of Breath, Dizziness, Irregular Heartbeat, Chest Pain, Cold Hands and Feet, Headaches'.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
27,['Mobitz type I']," ""My heart is racing and pounding like a drum in my chest, and it won't stop!""",Poetic/Literary Register,Angry,2,False,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Poetic/Literary Register register with a Angry tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Mobitz type I. The patient speaks in Poetic/Literary Register Register and uses a Angry tone. The description should be brief with some basic details.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
28,"['Myocardial infarction', 'Uterine pain', 'Anal hemorrhage']"," ""I am experiencing myocardial infarction, uterine pain, and anal hemorrhage. My symptoms are Grade 5, Grade 3, and Grade 3, respectively. I am in extreme pain and require immediate medical attention.""",Formal Register,Insulting,2,False,True,False,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Formal Register register with a Insulting tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Myocardial infarction, Uterine pain, Anal hemorrhage. The patient speaks in Formal Register Register and uses a Insulting tone. The grades of the symptoms correspond to a scale ['Grade 1', 'Grade 5', 'Grade 3'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: [' -', ' -', 'Transfusion indicated; invasive intervention indicated; hospitalization']. The description should be brief with some basic details. The patient should explicitly mention the symptoms they have (e.g., Myocardial infarction, Uterine pain, Anal hemorrhage).  Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
29,['Myocarditis']," ""I have Chest Pain, Shortness of Breath, Fatigue, Palpitations, Dizziness, Cold Hands and Feet, Headaches, Confusion, Memory Loss, Anxiety, Depression, Loss of Appetite, Nausea, Vomiting, Abdominal Pain, Diarrhea, Constipation, Muscle Pain, Joint Pain, Skin Changes, Hair Loss, Weight Loss.""",Neutral/Standard Register,Confused,4,True,False,True,"[{'role': 'system', 'content': 'You are a chatbot that writes in the voice of a patient using a Neutral/Standard Register register with a Confused tone.'}, {'role': 'user', 'content': ""Write a phrase from a sick patient describing their symptoms. The symptoms the patient describes are: Myocarditis. The patient speaks in Neutral/Standard Register Register and uses a Confused tone. The grades of the symptoms correspond to a scale ['Grade 5'] (in the same order as the symptoms list, where 1 corresponds to the least severe and 5 to the most severe). These grades correspond to: ['Death']. The description should be detailed and thorough. The patient should just enumerate the descriptions. For example, for symptom Anemia, a sentence could be: 'Fatigue and Weakness, Pale Skin, Shortness of Breath, Dizziness, Irregular Heartbeat, Chest Pain, Cold Hands and Feet, Headaches'.  Include spelling mistakes in the generated phrase. Respond with only the sentence in the patient's voice, enclosed in double quotes, without any additional text, comments, or notes.""}]"
