,Dialogue,True_Symptom,Extracted_Symptom
19," ""i been having this problem with my nose for a while now, i mean i been having nosebleeds almost constantly, it started off as just a little bit of blood but now its like a full on bloody nose, i dont know what to do, i went to the doctor and he said it was just a cold or something but i know its not, i mean i dont have a cold, i just have a bloody nose, i dont know what to do, i mean i cant just go around with a bloody nose all the time, its embarrassing, i mean i cant even go to school, i mean i cant even leave the house, i mean i cant even go to the store, i mean i cant even go to the bathroom, i mean i cant even go to the park, i mean i cant even go to the beach, i mean i cant even go to the pool, i mean i cant even go to the gym, i mean i cant even go to the library, i mean i cant even go to the museum, i mean i cant even go to the zoo, i mean i cant even go to the aquarium, i mean i cant even go to the botanical garden, i mean i cant even go to the art gallery, i mean i cant even go to the concert, i mean i cant even go to the movie theater, i mean i cant even go to the restaurant, i mean i cant even go to the bar, i mean i cant even go",Nosebleed,['Nosebleed']
20," ""I'm dying, I swear. I was just sitting there and suddenly I started bleeding from my nose like a faucet. I mean, I've never seen so much blood in my life. I'm so sick of this already.""",Nosebleed,"['Decreased appetite', 'Weight loss', 'Fatigue', 'Nausea', 'Vomiting']"
21," ""My nose bleeds all the time, and it's so annoying. I'm so tired of wiping my nose all the time, and it's so embarrassing. I'm so sick of being sick, and I'm so tired of feeling tired. I'm so sick of being sick, and I'm so tired of feeling tired. I'm so sick of being sick, and I'm so tired of feeling tired. I'm so sick of being sick, and I'm so tired of feeling tired. I'm so sick of being sick, and I'm so tired of feeling tired. I'm so sick of being sick, and I'm so tired of feeling tired. I'm so sick of being sick, and I'm so tired of feeling tired. I'm so sick of being sick, and I'm so tired of feeling tired. I'm so sick of being sick, and I'm so tired of feeling tired. I'm so sick of being sick, and I'm so tired of feeling tired. I'm so sick of being sick, and I'm so tired of feeling tired. I'm so sick of being sick, and I'm so tired of feeling tired. I'm so sick of being sick, and I'm so tired of feeling tired. I'm so sick of being sick, and I'm so tired of feeling tired. I'm so sick of being sick, and I'm so tired of feeling tired. I'm so sick of being sick, and I'm so",Nosebleed,['Nosebleed']
22," ""I have been having frequent nosebleeds for the past month. They happen without warning and are very severe. I have to apply pressure to my nose for several minutes to stop the bleeding. I have also noticed that I have been more tired than usual and I get out of breath easily. I have also had some headaches and dizziness.""",Nosebleed,['Nosebleed']
23," ""My nose bleeds like a bloody rose, as if my heart was weeping tears of blood.""",Nosebleed,"['Heart palpitations', 'Nosebleed']"
24," ""I've been having some nosebleeds lately, but I'm not sure what's causing them. I don't think it's related to my period because I'm not sexually active.""",Nosebleed,['Nosebleed']
25," ""I been having this problem for a while now but i never thought it was anything serious. I been having nosebleeds every now and then but i never thought it was anything to worry about. But lately i been having really bad nosebleeds and i dont know what to do. I been trying to stop it but it just keeps on coming out. I been trying to stop it but it just keeps on coming out. I been trying to stop it but it just keeps on coming out. I been trying to stop it but it just keeps on coming out. I been trying to stop it but it just keeps on coming out. I been trying to stop it but it just keeps on coming out. I been trying to stop it but it just keeps on coming out. I been trying to stop it but it just keeps on coming out. I been trying to stop it but it just keeps on coming out. I been trying to stop it but it just keeps on coming out. I been trying to stop it but it just keeps on coming out. I been trying to stop it but it just keeps on coming out. I been trying to stop it but it just keeps on coming out. I been trying to stop it but it just keeps on coming out. I been trying to stop it but it just keeps on coming out. I been trying to stop it but it just keeps on coming out. I been trying to stop it but it just keeps on coming out. I been trying to",Nosebleed,['Nosebleed']
26," ""I have been experiencing a slight bleeding from my nose for the past few days, but it has been getting worse and worse. At first, it was just a little bit of blood on my tissue, but now it is dripping down my face and I am very scared. I tried to stop it by pinching my nose, but it did not work and I had to go to the hospital. The doctor told me that I have a nosebleed because of a high blood pressure, but I do not understand why this is happening to me. I have been eating well and exercising every day, so I do not see why I should have a nosebleed. I am very scared that this will happen again and I do not know what to do.""",Nosebleed,['Nosebleed']
27," ""I have been having this problem for a while now, but it got worse today. I was just sitting at my desk and suddenly I started to bleed from my nose. I was shocked and scared, so I called my doctor and he told me to go to the hospital. I was bleeding so much that I had to use a towel to stop it. I was so scared that I was shaking. I hope I can get some help here.""",Nosebleed,"['Decreased appetite', 'Fatigue', 'Nausea', 'Vomiting', 'Weight loss']"
28," ""Oh dear, I've been having these most peculiar nosebleeds lately. It's as if my nose is weeping tears of blood, and I'm left feeling quite faint and dizzy. I've tried to pinpoint the cause, but I haven't been able to determine what sets them off. They seem to come on at the most inopportune moments, too. I hope I can find a cure for these nosebleeds, as they're making me quite anxious.""",Nosebleed,['Nosebleed']
29," ""I have been experiencing frequent nosebleeds.""",Nosebleed,['Nosebleed']
30," ""Oh, the horror! My nose is bleeding again! It's like a faucet that won't turn off! I'm so sick of this! Why won't it stop?! Why won't it stop?! Why won't it stop?!""",Nosebleed,['Nosebleed']
31," ""I've been having this problem for a while now, but it's gotten worse over the past few months. I get these really bad nosebleeds, and they happen out of nowhere. I'll be sitting at my desk or lying in bed, and suddenly I'll have blood pouring out of my nose. It's really scary, and it's gotten to the point where I'm always worried that I'm going to pass out from blood loss. I've tried to figure out what's causing it, but I can't seem to find any answers. I've tried to avoid blowing my nose too much, and I've tried to avoid picking my nose, but it doesn't seem to make a difference. I've also tried to avoid bumping into things, but that doesn't seem to make a difference either. I've been to the doctor a few times, and they just tell me to avoid bumping into things and to try to avoid picking my nose. But I already do those things, so I don't know what else to do. I'm really frustrated and scared, and I just want this to go away.""",Nosebleed,['Nosebleed']
32," ""I been having this bloody nose for a week now, and it's getting worse and worse, I can't even sleep at night because I keep on bleeding through my sheets, and it's getting really annoying, I hope the doctor can help me out with this.""",Nosebleed,"['Nausea', 'Vomiting', 'Abdominal pain']"
33," ""Blood flows from my nose like a crimson river, dripping down my face, staining my pillow, and soaking into my sheets.""",Nosebleed,"['Heartburn', 'Nausea', 'Vomiting', 'Shortness of breath', 'Fatigue']"
34," ""I've been having some nosebleeds lately.""",Nosebleed,['Nosebleed']
35," ""I'm afraid I've been experiencing a rather annoying nosebleed lately. It's been happening at the most inconvenient times, such as when I'm trying to sleep or when I'm in the middle of an important task. It's quite frustrating, to be honest. I've tried to pinpoint the cause, but I haven't been able to figure it out. I'm starting to get a little worried, to be honest. I hope you can help me figure out what's going on.""",Nosebleed,['Nosebleed']
36," ""I cant believe this is happening to me again. I had a nosebleed last week and now I have another one.""",Nosebleed,['Nosebleed']
37," ""My nose bleeds all the time, and I'm worried that it might be a sign of something more serious.""",Nosebleed,['Nosebleed']
38," ""I have been experiencing a very severe nosebleed for the past three days. At first, I thought it was just a minor cold, but the bleeding has not stopped yet.""",Nosebleed,['Nosebleed']
39," ""I been gettin nosebleeds like crazy lately, man. I dont know what the hell is goin on with my body, but it aint no joke. I been bleedin so much that I had to take a day off work cuz I was too tired from losin so much blood. I hope I dont have cancer or somethin.""",Nosebleed,['Nosebleed']
40," ""I have been having nosebleeds for a while now. It started a few months ago and it happens at random times. I'll be sitting at my desk or lying in bed and suddenly I'll start bleeding from my nose. It's really scary and I'm worried that it's going to happen when I'm driving or something. I've tried to research it online but I can't find anything that fits my symptoms. I've been to the doctor once and they just told me to stay hydrated and avoid blowing my nose. But I'm still having nosebleeds. I'm really worried about it.""",Nosebleed,['Nosebleed']
41," ""Oh my god, I was just sitting there and suddenly I started bleeding from my nose like crazy. I was so scared I called my mom and she came over and took me to the hospital. They said I had a nosebleed and gave me some medicine and sent me home. But now I'm so scared I'm going to have another one. What if I start bleeding again? What if I die?""",Nosebleed,['Nosebleed']
42," ""I'm bleedin' from me nose, and I'm scared I'm gonna die from it.""",Nosebleed,"['Heartburn', 'Nausea', 'Vomiting', 'Shortness of breath', 'Fatigue']"
43," ""I have been experiencing occasional nosebleeds for the past month or so.""",Nosebleed,['Nosebleed']
44," ""My nose bleeds as if a thousand red roses were blooming in my nostrils.""",Nosebleed,['Nosebleed']
45," ""I have been having nosebleeds for a while now. I don't know what's causing it.""",Nosebleed,['Nosebleed']
46," ""Oh dear, I've been having these most peculiar nosebleeds. It's as if my nose is weeping tears of blood, and I'm left feeling quite faint.""",Nosebleed,['Nosebleed']
47," ""I have been experiencing occasional nosebleeds for the past month or so. It usually happens when I bend down or when I blow my nose. I have noticed that the bleeding is getting worse and I am worried that it might be a sign of something more serious.""",Nosebleed,['Nosebleed']
48," ""I have been experiencing frequent nosebleeds.""",Nosebleed,['Nosebleed']
49," ""I've been having nosebleeds for a while now.""",Nosebleed,['Nosebleed']
50," ""I have been experiencing occasional nosebleeds for the past few days. At first, I thought it was just a result of dry air in the winter, but now it seems to be happening more frequently. I have noticed that when I bend down to pick something up or when I blow my nose, I start to bleed from one of my nostrils. The bleeding usually lasts for about 5 to 10 minutes and stops on its own. I have not noticed any other symptoms such as fever, cough, or sore throat. I do not have any known medical conditions and I do not take any medications.""",Nosebleed,['Nosebleed']
51," ""I got nosebleeds all the time, and it was so annoying, and it hurt like hell, and I was always worried I'd pass out from all the blood loss, and I was always worried I'd get hurt from falling down from all the blood loss, and I was always worried I'd get hurt from tripping over all the blood loss, and I was always worried I'd get hurt from slipping on all the blood loss, and I was always worried I'd get hurt from falling down from all the blood loss, and I was always worried I'd get hurt from tripping over all the blood loss, and I was always worried I'd get hurt from slipping on all the blood loss, and I was always worried I'd get hurt from falling down from all the blood loss, and I was always worried I'd get hurt from tripping over all the blood loss, and I was always worried I'd get hurt from slipping on all the blood loss, and I was always worried I'd get hurt from falling down from all the blood loss, and I was always worried I'd get hurt from tripping over all the blood loss, and I was always worried I'd get hurt from slipping on all the blood loss, and I was always worried I'd get hurt from falling down from all the blood loss, and I was always worried I'd get hurt from tripping over all the blood loss, and I was always worried I'd get hurt from slipping on all the blood",Nosebleed,"['Nausea', 'Vomiting', 'Abdominal pain']"
52," ""I'm dying here, I've been bleeding from my nose for like an hour now, and it's not stopping, I've tried everything, I even tried to stand up and walk around, but I just kept on bleeding, I'm so sick of this, I'm so sick of being sick, I'm so sick of bleeding, I'm so sick of everything, I just want to die already, I just want to stop bleeding already, I just want to stop being sick already, I just want to stop being so sick already, I just want to stop being so sick already, I just want to stop being so sick already, I just want to stop being so sick already, I just want to stop being so sick already, I just want to stop being so sick already, I just want to stop being so sick already, I just want to stop being so sick already, I just want to stop being so sick already, I just want to stop being so sick already, I just want to stop being so sick already, I just want to stop being so sick already, I just want to stop being so sick already, I just want to stop being so sick already, I just want to stop being so sick already, I just want to stop being so sick already, I just want to stop being so sick already, I just want to stop being so sick already, I just want to stop being so sick already, I just want to stop being so sick already,",Nosebleed,"['Nausea', 'Vomiting', 'Fatigue', 'Anxious', 'Discouraged']"
53," ""I've been having occasional nosebleeds.""",Nosebleed,['Nosebleed']
54," ""I have been experiencing a very severe nosebleed for the past three days.""",Nosebleed,['Nosebleed']
55," ""My nose has been bleeding for a while now, but I can't seem to stop it. It's as if my blood vessels are bursting open like a fountain, and I can't find a way to turn it off.""",Nosebleed,['Nosebleed']
56," ""I have been experiencing frequent nosebleeds.""",Nosebleed,['Nosebleed']
57," ""Oh fookin' 'ell, I was just sittin' there watchin' telly and suddenly I started bleedin' out me nose like a fookin' faucet. I was so scared I near shat meself. I've never had a nosebleed like that before, I'm gettin' too old for this shite.""",Nosebleed,['Nosebleed']
58," ""I was just sitting at my desk when I started to see spots and my nose started bleeding.""",Nosebleed,"['Heartburn', 'Nausea', 'Vomiting', 'Shortness of breath', 'Fatigue']"
59," ""I keep bleedin' outta ma nose, ya hear me? It's always bloody and I can't stop it!""",Nosebleed,"['Heartburn', 'Nausea', 'Vomiting', 'Shortness of breath', 'Fatigue']"
60," ""I have been having nosebleeds for a while now.""",Nosebleed,['Nosebleed']
61," ""I have occasional nosebleeds.""",Nosebleed,['Nosebleed']
62," ""I have been experiencing occasional nosebleeds for the past month.""",Nosebleed,['Nosebleed']
63," ""I have been having occasional nosebleeds for a while now. It usually happens when I bend down or when I blow my nose. I have noticed that the bleeding is getting worse and I am worried that I might lose a lot of blood. I have tried to stop the bleeding by pinching my nose but it doesn't seem to work. I have also tried to apply pressure with a towel but it still doesn't stop. I am worried that I might need a blood transfusion. I have also noticed that I have been getting headaches and feeling dizzy. I am worried that I might have a brain hemorrhage. I have also noticed that I have been getting nosebleeds more often and I am worried that I might have a tumor. I have also noticed that I have been getting nosebleeds more often and I am worried that I might have a sinus infection. I have also noticed that I have been getting nosebleeds more often and I am worried that I might have a cold. I have also noticed that I have been getting nosebleeds more often and I am worried that I might have allergies. I have also noticed that I have been getting nosebleeds more often and I am worried that I might have a deviated septum. I have also noticed that I have been getting nosebleeds more often and I am worried that I might have a bleeding disorder. I have also noticed that I have been getting nosebleeds more often and I am worried that I might",Nosebleed,['Nosebleed']
64," ""I'm so sick of this bloody nosebleed, it's been happening for weeks now. I'm so tired of having to deal with this every single day, it's absolutely infuriating. I mean, I know I'm not the most healthy person in the world, but this is just ridiculous. I'm so sick of being sick, I just want to be normal again. I want to be able to go outside without having to worry about having a bloody nosebleed. I want to be able to go to the gym without having to worry about passing out. I want to be able to eat a whole meal without having to worry about vomiting it all up. I just want to be normal again, is that too much to ask for?""",Nosebleed,['Nosebleed']
65," ""i been having nosebleed lately and i'm scared i might die from it""",Nosebleed,['Nosebleed']
66," ""i been having nosebleeds lately, but they're not too bad.""",Nosebleed,['Nosebleed']
67," ""I have been experiencing occasional nosebleeds for a few months now, and I am getting quite worried. At first, I thought it was just a result of the dry air in the winter, but now I am not so sure. It started with just a slight bleeding, but now it is quite severe and I have to apply pressure to stop it. I am worried that it might be a sign of something more serious, such as a brain tumour or a bleeding disorder. I have tried to research it on the internet, but I am not sure what to believe. I would like to see a doctor and get a proper diagnosis, but I am scared of what the results might be.""",Nosebleed,['Nosebleed']
68," ""I'm so sick of bleeding from my nose all the time. It's like I'm a walking hemorrhage. I mean, I know I'm sick, but I'm not trying to be a bloody mess all the time. I just want to be able to go about my day without having to worry about dripping blood all over the place. It's not like I can just wipe it up with a napkin or something. I mean, I've tried that before, and it just makes things worse. I'm so sick of this stupid nosebleed problem. I just want it to go away already.""",Nosebleed,['Nosebleed']
69," ""Oh dear, I've been having these frequent nosebleeds, and I'm worried I might be bleeding to death!""",Nosebleed,['Nosebleed']
70," ""I'm so scared, I keep having nosebleeds.""",Nosebleed,['Nosebleed']
71," ""i been having this problem for a while now but i never thought it was this bad i mean i always had nosebleeds before but this time it was really bad and i was really scared""",Nosebleed,"['Nausea', 'Vomiting', 'Dizziness']"
72," ""I have been experiencing a sudden and severe nosebleed for the past few months. It usually occurs when I wake up in the morning, but sometimes it happens during the day as well. I have noticed that the amount of blood that comes out of my nose varies from time to time, and it usually lasts for about 10 to 15 minutes. I have tried to find out the cause of this problem, but I have not been able to do so. I have been to the doctor several times, but he has not been able to find anything wrong with me. I am very worried about this problem, and I would like to know what is causing it.""",Nosebleed,['Nosebleed']
73," ""I have been experiencing frequent nosebleeds for the past week.""",Nosebleed,['Nosebleed']
74," ""My nose has been bleeding for a while now, but I'm not sure when it started. I think it might have been after I had a cold, but I'm not entirely sure. It's been happening quite frequently, but I'm not sure how frequently. I think it might be once a week, but I'm not entirely sure. It's been happening for a few months now, but I'm not sure how long it's been happening for. I think it might be since I started taking these new medications, but I'm not entirely sure.""",Nosebleed,['Nosebleed']
75," ""I been having this bloody nose for a week now, and it's getting worse and worse. It's happening more frequently, and it's getting harder to stop it. I been trying to stop it with tissue and pinching my nose, but it just won't stop.""",Nosebleed,"['Decreased appetite', 'Weight loss', 'Fatigue']"
76," ""My nose bleeds all the time, and it's so frustrating that I can't even go out and enjoy the world around me.""",Nosebleed,['Nosebleed']
77," ""I've been having nosebleeds quite frequently lately. It started about a month ago and I've had about 5 or 6 episodes so far. It usually happens when I'm lying down or when I'm bending over or lifting something heavy. I'll feel this pressure building up in my head and then suddenly I'll see a red haze in front of my eyes and I'll start bleeding from one nostril. It usually lasts for about 5 to 10 minutes and then stops on its own. I've been trying to figure out what might be causing it but I can't think of anything. I'm worried that it might be something serious though.""",Nosebleed,['Nosebleed']
78," ""I have been having nosebleeds for a few days now. I don't know what's causing it. I just sit at home and watch TV and then I start bleeding from my nose. I try to stop it by pinching my nose but it just keeps on bleeding. I'm really scared because I don't know what's causing it and I don't know how to stop it.""",Nosebleed,['Nosebleed']
79," ""I have been experiencing frequent nosebleeds for the past few days. It started with a slight bleeding but now it is quite severe and happens almost every time I bend down or lift something heavy.""",Nosebleed,['Nosebleed']
80," ""I was just sitting at my desk when I started to feel dizzy and my nose started bleeding.""",Nosebleed,['Nosebleed']
81," ""I am experiencing a bloody nose, and it is happening quite frequently. It started a few days ago, and it is getting worse. I have tried to stop it by pinching my nose, but it does not work. I am getting worried that I might lose a lot of blood.""",Nosebleed,"['Abdominal pain', 'Bloating', 'Constipation', 'Decreased appetite', 'Diarrhea']"
82," ""Oh, my poor nose, it bleeds so much, I fear I shall perish from this affliction.""",Nosebleed,['Nosebleed']
83," ""I am shocked that I have been experiencing frequent nosebleeds, as I have always taken good care of my health.""",Nosebleed,['Nosebleed']
84," ""I'm dying here, I swear, I've been bleeding from my nose for like 3 days now, and it's getting worse and worse, I mean I can barely walk around without dripping blood everywhere, and I'm so tired and hungry and thirsty, and I just want this to stop already, I mean I'm not asking for much, just make the bleeding stop, please, I'm begging you, I'm not asking for a cure or anything, just make it stop, please, I'm so tired of this, I mean I'm not even 20 yet, and I'm already dying, I mean what did I do to deserve this, I mean I'm not a bad person, I try to be nice to everyone, and I always try to help people out, and I never hurt anyone, so why is this happening to me, I mean I know I'm not perfect, but I'm not that bad either, so why am I being punished like this, I mean I just want to live, I want to live a normal life, I want to be able to walk around without bleeding everywhere, I want to be able to eat and drink and sleep without worrying about dying, I mean I just want to be normal, please, make it stop, please, I'm begging you, I'm not asking for much, just make it stop, please, I'm so tired of this, I mean I'm not even 20 yet, and I'm",Nosebleed,"['Nausea', 'Vomiting', 'Abdominal pain']"
85," ""I was just sitting there and suddenly I felt like my nose was bleeding.""",Nosebleed,['Nosebleed']
86," ""Oh, my poor nose, it bleeds like a faucet that won't turn off, and I can't even stop it, it's like I'm drowning in my own blood!""",Nosebleed,['Nosebleed']
87," ""I'm tellin' ya, I woke up this mornin' and I had a bloody nose. I mean, it was pourin' out like a faucet. I had to get up and go to the bathroom to wipe it up. I swear, I was bleedin' like a stuck pig. I hope I ain't got nothin' bad.""",Nosebleed,"['Decreased appetite', 'Fatigue', 'Nausea', 'Vomiting', 'Diarrhea']"
88," ""I got a bloody nose this morning.""",Nosebleed,['Nosebleed']
89," ""I woke up this morning and my nose was bleeding like crazy. I tried to stop it but nothing worked. I was freaking out and called my mom and she came over and helped me stop it. I'm so scared that this is going to happen again.""",Nosebleed,['Nosebleed']
90," ""I got a bloody nose out of nowhere, and it won't stop bleeding. It's been hours now, and I'm getting worried.""",Nosebleed,"['Heartburn', 'Nausea', 'Vomiting', 'Shortness of breath', 'Fatigue']"
91," ""I have been having nosebleeds for a while now, but I don't know why. I don't have any trauma to my head or face, and I don't take any blood thinners or aspirin. I don't have any other symptoms, just occasional nosebleeds.""",Nosebleed,['Nosebleed']
92," ""My nose has been bleeding for a while now, but I'm not sure when it started. I think it might have been after I had a cold, but I'm not entirely sure. It's been bleeding a little bit every now and then, but it's never been this bad before. I'm really worried about it, but I don't know what to do.""",Nosebleed,['Nosebleed']
93," ""Oh dear, I've been having these most peculiar nosebleeds, and I'm not sure what to make of them. It's as if my nose knows when I'm feeling particularly stressed or overwhelmed, and it just decides to bleed all over the place. It's quite embarrassing, I must say. I've tried to keep track of when they happen, but I'm not very good at keeping a journal, so I'm not sure if there's any pattern to them. I do know that they seem to happen more often when I'm around a lot of people, though. I'm not sure if it's just my imagination, but I feel like everyone is staring at me when it happens. It's quite mortifying, I assure you.""",Nosebleed,['Nosebleed']
94," ""I have been experiencing frequent nosebleeds for the past month. At first, I thought it was just a result of the dry air in the winter, but it has persisted even after the weather has warmed up. The nosebleeds usually occur when I bend down or when I blow my nose, but sometimes they happen for no apparent reason. I have tried to identify any potential triggers, but I have not been able to find any. I am concerned that this may be a sign of a more serious underlying condition.""",Nosebleed,['Nosebleed']
95," ""I've been having some nosebleeds lately.""",Nosebleed,['Nosebleed']
96," ""I cant believe i got a nosebleed again, its so annoying!""",Nosebleed,['Nosebleed']
97," ""i been having nose bleeds lately""",Nosebleed,['Nosebleed']
98," ""My nose bleeds like a bloody faucet, and I'm sick of the sight of my own blood.""",Nosebleed,['Nosebleed']
99," ""I been having this problem with my nose for a while now, but it's gotten worse recently. I been getting nosebleeds all the time, and it's really scary. I don't know what's causing it, but I think it might be because I been blowing my nose too much. I hope I can get some help for this problem, because it's really affecting my life.""",Nosebleed,['Nosebleed']
100," ""My nose bleeds so severely that I am left with a puddle of blood on the floor, and I am left feeling enraged and helpless.""",Nosebleed,['Nosebleed']
101," ""I have nosebleeds sometimes.""",Nosebleed,['Nosebleed']
102," ""Oh my, I've been having these terrible nosebleeds lately, and they're getting worse and worse. It's like my nose is trying to escape from my face!""",Nosebleed,['Nosebleed']
103," ""I have been experiencing occasional nosebleeds for a few months now.""",Nosebleed,['Nosebleed']
104," ""I've been having these frequent nosebleeds lately, and I'm really getting sick of it. I mean, I'm not even that sexually active, so I don't know what the hell is going on with my body.""",Nosebleed,['Nosebleed']
105," ""I'm afraid I've been experiencing a rather annoying nosebleed lately. It's not too severe, but it's quite frequent, and it's really quite embarrassing.""",Nosebleed,['Nosebleed']
106," ""I've been having nosebleeds for a while now, but I'm not sure when it started. I think it's been a few months. It happens randomly, but it's usually when I'm lying down or sitting up. I don't think it's related to anything I'm doing, but I'm not sure. I don't have any other symptoms, just the nosebleeds. I've been trying to keep track of when they happen, but I'm not very good at it. I think I've had them about 4 or 5 times in the last month. I'm worried that it might be something serious.""",Nosebleed,['Nosebleed']
107," ""I was just sitting there and suddenly I felt like my nose was bleeding. I put a tissue on it and went to the bathroom to wash my face, but when I looked in the mirror again, there was a lot more blood. I'm really scared.""",Nosebleed,['Nosebleed']
108," ""I have been having frequent nosebleeds.""",Nosebleed,['Nosebleed']
109," ""I been gettin' these nosebleeds every now and then, but I ain't never had one this bad before. I was just sittin' there watchin' TV and suddenly I'm bleedin' all over the place. I was so scared I called my wife and she came runnin' in and called the ambulance. I'm still a little shook up about it.""",Nosebleed,['Nosebleed']
110," ""I have been experiencing a slight nosebleed for the past few days. It is not very frequent but it is quite annoying.""",Nosebleed,['Nosebleed']
111," ""My nose bleeds so rarely, but when it does, it's as if my very soul is weeping.""",Nosebleed,['Nosebleed']
112," ""I been having this problem with my nose for a while now, but it got worse today. I was just sitting at my desk and suddenly I started bleeding from my nose. I didn't know what to do so I just sat there for a bit until it stopped. But now I'm worried that it's going to happen again. I don't know what's wrong with me.""",Nosebleed,['Nosebleed']
113," ""I have been experiencing occasional nosebleeds for the past month or so, but they are not very severe and only last for a few seconds.""",Nosebleed,['Nosebleed']
114," ""I was just sitting at my desk when I started to feel dizzy and my nose started bleeding.""",Nosebleed,['Nosebleed']
115," ""I got nosebleed like twice in the past month. It's like a little trickle of blood from my nose and it's not too much but it's annoying as hell. It happens when I wake up in the morning or when I'm lying down and it's not like I'm doing anything strenuous or anything. I just sit up or stand up and it stops. It's not like I'm exercising or something. I don't know what the hell is going on with my body.""",Nosebleed,['Nosebleed']
116," ""What the bloody hell is wrong with me? I'm bleeding from my bloody nose!""",Nosebleed,"['Heartburn', 'Nausea', 'Vomiting']"
117," ""I've been having nosebleeds almost constantly for the past few days.""",Nosebleed,['Nosebleed']
118," ""My nose bleeds so profusely that I can't even see where the blood is coming from, and I'm so enraged that I want to scream and cry and bang my head against the wall.""",Nosebleed,['Nosebleed']
119," ""I'm always bloody nosed.""",Nosebleed,"['Decreased appetite', 'Fatigue', 'Weight loss']"
120," ""My nose bleeds all the time, it's so annoying, I can't even have sex!""",Nosebleed,['Nosebleed']
121," ""I have been having nosebleeds almost constantly for the past month now.""",Nosebleed,['Nosebleed']
