,Dialogue,True_Symptom,Extracted_Symptom
47," ""I'm sick of vomiting every morning.""",Vomiting,"['Decreased appetite', 'Weight loss', 'Fatigue']"
48," ""I've been coughing a lot lately.""",Coughing,['Coughing']
49," ""I'm so sick of being sick, I can barely breathe, and I'm always tired. I feel like I'm drowning in my own lungs.""",Shortness of breath,"['Difficulty Swallowing', 'Dry Mouth', 'Hoarseness', 'Mouth/throat sores']"
50," ""I can't even walk a block without getting out of breath, it's so annoying.""",Shortness of breath,"['Decreased appetite', 'Weight loss', 'Fatigue']"
51," ""I have been having really bad shortness of breath lately. It's like I can't catch my breath and I feel like I'm going to pass out. It's really scary.""",Shortness of breath,"['Shortness of breath', 'Nausea', 'Vomiting', 'Fatigue', 'Anxious']"
52," ""I am unable to breathe properly, and I feel as if I am drowning in my own lungs. Every time I try to take a breath, I feel as if I am sucking in a mouthful of sand. It is as if my lungs are filled with a thousand tiny knives, each one stabbing me in the chest with every breath I take.""",Shortness of breath,"['Difficulty Swallowing', 'Dry Mouth', 'Hoarseness', 'Mouth/throat sores']"
53," ""I been having this wheezing problem for a while now, it's really scary, I can't breathe properly, I'm always coughing and my chest feels heavy, I'm really worried about it.""",Wheezing,"['Wheezing', 'Shortness of breath', 'Coughing']"
54," ""I got these goddamn heart palpitations all the time, ya hear me? It's like my heart is gonna explode or somethin'! It's so annoying, I can't even sleep at night because of this shit!""",Heart palpitations,['Heart palpitations']
55," ""I got these heart palpitations all the time, man. It's like my heart is gonna explode or something.""",Heart palpitations,['Heart palpitations']
56," ""I'm so sick of this swelling in my arms and legs. It's been going on for weeks now and I'm so tired of feeling like I'm going to burst.""",Swelling (arms or legs),['Swelling (arms or legs)']
57," ""I've got this bloody acne all over my face, it's driving me mental, I can't even look at myself in the mirror without getting angry, I've tried everything to get rid of it but nothing works, I'm so frustrated and depressed, I just want to get rid of this bloody acne already!""",Acne,['Acne']
58," ""I've got this godawful acne on my face, and it's getting worse by the day. I'm so scared that I'll end up with permanent scarring. I've tried everything, from over-the-counter creams to prescription medications, but nothing seems to work. I'm so frustrated and anxious all the time. I just want to wake up one day and have clear, smooth skin again.""",Acne,['Acne']
59," ""My bed is a prison, and these sores are the bars that confine me.""",Bed/pressure sores,"['Mouth/throat sores', 'Dry Mouth', 'Difficulty Swallowing', 'Hoarseness', 'Voice quality changes']"
60," ""I am experiencing hand-foot syndrome, a rash of the hands and feet that can cause cracking, peeling, redness or pain.""","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)","['Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)']"
61," ""My hands and feet are on fire, and I can't stop scratching myself. It's like I'm a human version of a porcupine, and I'm so embarrassed to show anyone my hands and feet. I'm so sick of this Hand-foot syndrome, I wish I could just cut my hands and feet off and be done with it.""","Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)","['Hand-foot syndrome (a rash of the hands and feet that can cause cracking, peeling, redness or pain)']"
62," ""I've got these f**king hives all over my body, man. I'm so sick of scratching the sh** out of my skin. It's like I'm allergic to my own f**king self or something.""",Hives,['Hives']
63," ""Itching is severe, I have it all over my body, including my face, arms, legs, back, chest, and abdomen. It is very intense and I scratch my skin until it bleeds. I have tried several topical creams and oral medications, but nothing has helped so far.""",Itching,"['Itching', 'Skin dryness']"
64," ""I got this real bad itching all over me body, it's like I'm on fire, I can't stop scratchin'.""",Itching,"['Itching', 'Nausea', 'Vomiting', 'Diarrhea', 'Fatigue']"
65," ""My nails are turning yellow and it's really scaring me.""",Nail discoloration,['Nail discoloration']
66," ""My nails have turned yellow and brittle, and they split easily. They are also thick and hard to cut. My cuticles are also inflamed and red.""",Nail discoloration,"['Nail discoloration', 'Nail ridging', 'Nail loss']"
67," ""I got this fukin discoloration on my nails and it's been there for weeks now. I've tried every fukin thing I could find on the internet but nothing's workin'.""",Nail discoloration,['Nail discoloration']
68," ""You think I'm a freak or something? I've got nail ridging, you know. My nails are all ridged and pitted. It's disgusting. I mean, who wants to shake hands with someone who's got nails that look like this? It's embarrassing. I try to hide it, but it's hard. I wear gloves all the time, but even then, people can tell. I'm so sick of this. I just want to be normal.""",Nail ridging,['Nail ridging']
69," ""I'm so sick of this radiation skin reaction, it's like I'm a bloody sunbed!""",Radiation skin reaction,"['Mouth/throat sores', 'Dry Mouth', 'Cracking at the corners of the mouth (cheilosis/cheilitis)']"
70," ""I am fed up with this radiation skin reaction. It is so annoying.""",Radiation skin reaction,"['Decreased appetite', 'Fatigue', 'Hair loss']"
71," ""I got red skin and itchy and dry. I also got some blisters.""",Radiation skin reaction,"['Mouth/throat sores', 'Dry Mouth', 'Itching']"
72," ""I've got this rash on my arm and it's really itchy and red.""",Rash,"['Itching', 'Rash']"
73," ""I have been having a lot of issues with my skin lately. I have been very sensitive to sunlight and I have been getting a lot of sunburns. I have also been getting a lot of dryness in my skin and it feels very tight. I have also been getting a lot of redness in my skin and it feels very hot to the touch. I have also been getting a lot of itching in my skin and it feels very uncomfortable. I have also been getting a lot of blisters in my skin and it feels very painful. I have also been getting a lot of scarring in my skin and it feels very unsightly.""",Sensitivity to sunlight,"['Acne', 'Bed/pressure sores', 'Hair loss']"
74," ""My skin is turning dark as if I am being consumed by the night.""",Skin darkening,['Skin darkening']
75," ""Dry, rough, and scaly skin.""",Skin dryness,"['Dry Mouth', 'Skin Dryness']"
76," ""I have been getting these stretch marks on my belly and thighs lately.""",Stretch marks,"['Abdominal pain', 'Bloating', 'Constipation']"
77," ""My head spins and I feel faint, as if I might fall down at any moment.""",Dizziness,"['Dizziness', 'Nausea']"
78," ""My head is spinning like a top, and I feel as if I'm floating in mid-air, unable to find my footing on the ground.""",Dizziness,"['Dizziness', 'Nausea', 'Fatigue']"
79," ""My limbs are all numb and tingling, as if they were possessed by a thousand tiny insects.""",Numbness & tingling,['Numbness & tingling']
80," ""I got numbness and tingling in my hands and feet, it's like I got electrocuted, it's so annoying, I can't even sleep at night because of it, I'm so sick of it, I hope it goes away soon.""",Numbness & tingling,['Numbness & tingling']
81," ""My eyes are playing tricks on me, and I see the world through a foggy lens.""",Blurred vision,"['Decreased appetite', 'Weight loss', 'Fatigue']"
82," ""I've been seein' double and stuff's lookin' all blurry like.""",Blurred vision,"['Decreased appetite', 'Weight loss', 'Fatigue']"
83," ""I have been experiencing blurred vision for the past few days.""",Blurred vision,['Blurred vision']
84," ""I've been having this ringing in my ears for a while now.""",Ringing in ears,['Ringing in ears']
85," ""I got watery eyes, it's like my eyes are always tearing up, and it's so annoying, I can't even watch a movie without getting all teary eyed, and it's not just that, my eyes are always itchy and red, and I feel like I always have some dirt in my eyes, and it's so uncomfortable, and I can't even sleep at night because my eyes are always bothering me, and I feel so tired all the time, and I just want to get rid of these watery eyes already, but I don't know how to make them stop tearing up, and it's just so frustrating.""",Watery eyes,['Watery eyes']
86," ""I cant focus on nothing for more than 5 minutes""",Concentration,"['Decreased appetite', 'Fatigue', 'Concentration', 'Memory']"
87," ""I can't focus on anything, it's like my brain is made of jelly.""",Concentration,"['Decreased appetite', 'Fatigue', 'Concentration', 'Memory']"
88," ""I cant remeber where I put my keys or what I had for brekfast this mornin, I feel like my brain is fallin apart.""",Memory,"['Decreased appetite', 'Fatigue', 'Concentration', 'Memory']"
89," ""I cant remember anything lately, its like my brain is gone.""",Memory,"['Decreased appetite', 'Weight loss', 'Fatigue']"
90," ""I cant remeber things that hapened a few days ago. I forget what i ate for breakfast or what i did yesterday. I also forget peoples names and faces. I feel like im going crazy.""",Memory,"['Decreased appetite', 'Weight loss', 'Fatigue', 'Constipation', 'Nausea']"
91," ""My body is aching all over, a constant dull pain that seeps into my bones and muscles, making every movement a struggle. It's as if my body is trying to tell me something, but I can't decipher the message.""",General pain,"['General pain', 'Headache', 'Joint pain']"
92," ""I am experiencing general pain all over my body, and it is affecting my daily life.""",General pain,"['General pain', 'Headache', 'Joint pain', 'Muscle pain', 'Fatigue']"
93," ""I have general pain all over my body, it's like my whole body is aching.""",General pain,['General pain']
94," ""I have General pain.""",General pain,['General pain']
95," ""I'm dying, you stupid doctor, I have this constant pain all over my body, it's like I'm being stabbed by a thousand knives.""",General pain,"['Abdominal pain', 'Bloating', 'Constipation']"
96," ""Ache and Anguish, Pain and Suffering, Torment and Agony, Distress and Affliction, Misery and Woe, Sorrow and Regret, Grief and Despair, Anguish and Agony, Torment and Pain, Suffering and Distress, Affliction and Misery, Woe and Sorrow, Regret and Grief, Despair and Anguish.""",General pain,"['Decreased appetite', 'Weight loss', 'Fatigue', 'Nausea', 'Vomiting']"
97," ""My head is a raging inferno, a furnace of fiery pain that threatens to consume my entire being.""",Headache,"['Decreased appetite', 'Weight loss', 'Fatigue']"
98," ""I have this really bad headache, it's like my brain is going to explode, I can feel it throbbing in my temples and behind my eyes, it's so intense that I can't even think straight, I'm so scared that I might have a brain tumor or something.""",Headache,['Headache']
99," ""I am experiencing a moderate headache.""",Headache,['Headache']
100," ""I have been having joint pain for a while now and it is getting worse and worse.""",Joint pain,['Joint pain']
101," ""I have been experiencing joint pain in my knees and elbows for a while now. It is affecting my daily activities a little bit. I have difficulty moving around, climbing stairs, and getting up from a chair. I also have trouble sleeping at night because of the pain. I have been taking ibuprofen, but it does not seem to be helping much. The pain is constant and I feel like I have been carrying around a heavy weight on my shoulders. I am worried that this joint pain will eventually lead to something worse.""",Joint pain,"['Joint pain', 'Fatigue']"
102," ""I can't even get out of bed in the morning because of the joint pain.""",Joint pain,['Joint pain']
103," ""I'm tellin' ya, doc, I got this pain in me joints that's got me shakin' like a leaf. It's like me body's tryin' to fall apart or somethin'. I can't even sleep at night 'cause it's so bad. I'm scared, doc. I'm scared I'm gonna end up like me momma, all crippled up and can't even walk no more.""",Joint pain,"['Decreased appetite', 'Weight loss', 'Fatigue', 'Joint pain', 'Muscle pain']"
104," ""What the bloody hell is wrong with me? I've got joint pain everywhere, you daft c**t!""",Joint pain,"['Decreased appetite', 'Weight loss', 'Fatigue']"
105," ""I been having this really bad joint pain in my knees and elbows, it's like my joints are on fire and it's making it hard for me to move around.""",Joint pain,['Joint pain']
106," ""I have been experiencing muscle pain.""",Muscle pain,"['Mouth/throat sores', 'Muscle pain']"
107," ""My muscles are always sore and aching, especially in the morning when I wake up. It's like I've been exercising for hours. Sometimes I feel like I've been hit by a truck. It's really hard to get out of bed and start moving around. Even after I've been up for a while, my muscles still feel tired and achy. It's hard to do any kind of exercise or physical activity because my muscles hurt so much. Sometimes I'll be sitting down and I'll suddenly feel this sharp pain in my leg or back. It's really scary because I don't know what's causing it or how to make it stop.""",Muscle pain,"['Mouth/throat sores', 'Dry Mouth', 'Difficulty Swallowing', 'Hoarseness']"
108," ""I can't sleep at night, I just lie there and toss and turn, my mind racing with thoughts, I try to relax but I just can't, I get frustrated and angry, I feel like I'm going crazy, I try to get up and do something but I'm too tired, I just fall back into bed and try to sleep again, I get up and try to do something but I'm too tired, I just fall back into bed and try to sleep again, I get up and try to do something but I'm too tired, I just fall back into bed and try to sleep again, I get up and try to do something but I'm too tired, I just fall back into bed and try to sleep again, I get up and try to do something but I'm too tired, I just fall back into bed and try to sleep again, I get up and try to do something but I'm too tired, I just fall back into bed and try to sleep again, I get up and try to do something but I'm too tired, I just fall back into bed and try to sleep again, I get up and try to do something but I'm too tired, I just fall back into bed and try to sleep again, I get up and try to do something but I'm too tired, I just fall back into bed and try to sleep again, I get up and try to do something but I'm too tired, I just fall back into",Insomnia,"['Decreased appetite', 'Weight loss', 'Fatigue']"
109," ""I can't sleep at night, I just lie there tossing and turning, my mind racing with all the things I gotta do tomorrow, and I just can't shut it off, I'm so tired all the time, I feel like I'm gonna lose my mind.""",Insomnia,"['Decreased appetite', 'Fatigue', 'Insomnia']"
110," ""I am feeling quite anxious and it is interfering with my daily activities somewhat.""",Anxious,"['Anxious', 'Discouraged', 'Sad']"
111," ""I'm all shook up, I'm so anxious I can't sleep.""",Anxious,"['Decreased appetite', 'Weight loss', 'Fatigue']"
112," ""I'm so anxious I can't even sleep at night.""",Anxious,"['Decreased appetite', 'Fatigue', 'Insomnia']"
113," ""I am feeling quite anxious these days.""",Anxious,['Anxious']
114," ""i cant sleep at night i am always anxious and worried about something or other""",Anxious,"['Decreased appetite', 'Weight loss', 'Fatigue']"
115," ""I am so anxious I can't sleep at night.""",Anxious,['Anxious']
116," ""I'm so anxious I can't even sleep at night, I'm always worried about something, my heart is always racing, I'm always on edge, I'm so tired all the time, I'm so stressed out, I'm so anxious I can't even think straight, I'm so anxious I can't even eat, I'm so anxious I can't even go to the bathroom, I'm so anxious I can't even talk to anyone, I'm so anxious I can't even leave the house, I'm so anxious I can't even go to work, I'm so anxious I can't even see my friends, I'm so anxious I can't even go to school, I'm so anxious I can't even go to the doctor, I'm so anxious I can't even go to the hospital, I'm so anxious I can't even go to the dentist, I'm so anxious I can't even go to the pharmacy, I'm so anxious I can't even go to the grocery store, I'm so anxious I can't even go to the bank, I'm so anxious I can't even go to the post office, I'm so anxious I can't even go to the library, I'm so anxious I can't even go to the park, I'm so anxious I can't even go to the beach, I'm so anxious I can't even go to the mall, I'm so anxious I can't even go to the movie theater, I",Anxious,"['Anxious', 'Discouraged', 'Sad', 'Fatigue', 'Insomnia']"
117," ""I feel discouraged to do anything.""",Discouraged,['Discouraged']
118," ""I'm so discouraged I can't even get outta bed, I'm so sick of this sh*t.""",Discouraged,"['Decreased appetite', 'Fatigue', 'Insomnia']"
119," ""I am so discouraged, I feel like I am stuck in a rut and I can't get out.""",Discouraged,"['Decreased appetite', 'Fatigue', 'Discouraged']"
120," ""I feel discouraged, I don't know what's wrong with me, I just feel so down all the time.""",Discouraged,"['Discouraged', 'Sad']"
121," ""I feel sad all the time.""",Sad,"['Decreased appetite', 'Fatigue', 'Sad']"
122," ""I feel sad all the time.""",Sad,"['Decreased appetite', 'Fatigue', 'Sad']"
123," ""I am feeling very sad and depressed these days. I have been feeling this way for a very long time now and I don't know how to get out of this state of mind. I have tried talking to my friends and family about how I am feeling but they just tell me to cheer up and stop being so negative. But I can't just stop feeling this way. It's not that easy. I feel like I am stuck in this state of mind forever and I don't know how to get out of it. I just want to feel happy again. I want to be able to enjoy life and not feel so sad all the time. But I just can't seem to do that. I feel like I am stuck in this state of mind forever and I don't know how to get out of it. I just want to feel happy again. I want to be able to enjoy life and not feel so sad all the time. But I just can't seem to do that.""",Sad,"['Decreased appetite', 'Weight loss', 'Fatigue']"
124," ""I am feeling so sad that I don't want to have sex with anyone.""",Sad,"['Decreased libido', 'Delayed orgasm', 'Achieve and maintain erection']"
125," ""I have noticed that my urine colour has changed recently. It is a darker colour than usual and I am worried that it may be a sign of something serious.""",Change in usual urine color,"['Change in usual urine color', 'Irregular periods/vaginal bleeding', 'Painful urination']"
126," ""I'm sure you are aware that I have been having irregular periods/vaginal bleeding for quite some time now, but I'm still not sexually active, so I don't see why I should be bothered with this issue.""",Irregular periods/vaginal bleeding,['Irregular periods/vaginal bleeding']
127," ""I am so angry and frustrated, I missed my expected menstrual period, I am worried that I might be pregnant, but I do not want to be, I do not want to have a baby, I am not ready for motherhood, I am scared, I am anxious, I am worried, I am sad, I am depressed, I am angry, I am frustrated, I am upset, I am hurt, I am in pain, I am sick, I am ill, I am unwell, I am unhealthy, I am unhappy, I am miserable, I am hopeless, I am helpless, I am hopeless, I am helpless, I am hopeless, I am helpless, I am hopeless, I am helpless, I am hopeless, I am helpless, I am hopeless, I am helpless, I am hopeless, I am helpless, I am hopeless, I am helpless, I am hopeless, I am helpless, I am hopeless, I am helpless, I am hopeless, I am helpless, I am hopeless, I am helpless, I am hopeless, I am helpless, I am hopeless, I am helpless, I am hopeless, I am helpless, I am hopeless, I am helpless, I am hopeless, I am helpless, I am hopeless, I am helpless, I am hopeless, I am helpless, I am hopeless, I am helpless, I am hopeless, I am helpless, I am hopeless, I am helpless, I am hopeless, I am helpless, I",Missed expected menstrual period,"['Decreased appetite', 'Weight loss', 'Fatigue']"
128," ""I have been feeling so fatigued and weak lately, as if I have no energy to do anything. I have also noticed that my skin has become very pale, and I often feel short of breath. I get dizzy easily, and I have noticed that my heart beats irregularly at times. I also have chest pains, and my hands and feet are always cold. I have also been getting headaches quite often.""",Missed expected menstrual period,"['Heart palpitations', 'Dizziness', 'Fatigue']"
129," ""I'm missin' my period, ya hear me?! I'm missin' it like a motherfucker! I'm missin' it so bad I wanna cry, I wanna scream, I wanna punch a motherfucker in the face! I'm missin' it so bad I wanna die! I'm missin' it so bad I wanna kill myself! I'm missin' it so bad I wanna kill someone else! I'm missin' it so bad I wanna kill a motherfucker! I'm missin' it so bad I wanna kill a whole motherfucking family! I'm missin' it so bad I wanna kill a whole motherfucking neighborhood! I'm missin' it so bad I wanna kill a whole motherfucking city! I'm missin' it so bad I wanna kill a whole motherfucking country! I'm missin' it so bad I wanna kill a whole motherfucking world! I'm missin' it so bad I wanna kill a whole motherfucking universe! I'm missin' it so bad I wanna kill a whole motherfucking everything! I'm missin' it so bad I wanna kill a whole motherfucking nothing! I'm missin' it so bad I wanna kill a whole motherfucking everything and nothing! I'm missin' it so bad I wanna kill a whole motherfucking everything and nothing and everything and nothing and everything and nothing and everything",Missed expected menstrual period,"['Decreased appetite', 'Nausea', 'Vomiting', 'Diarrhea', 'Fatigue']"
130," ""A burning sensation when I pee, and it hurts so bad I cry.""",Painful urination,"['Decreased appetite', 'Weight loss', 'Fatigue']"
131," ""I have been experiencing urinary frequency for the past month now, and it is getting worse by the day. I am worried that I might have some sort of infection.""",Urinary frequency,"['Urinary frequency', 'Painful urination', 'Urinary incontinence', 'Urinary urgency']"
132," ""I can't stop pissing myself, I'm pissing myself every 10 minutes or so, I'm so scared I'm gonna wet myself in public, I'm so embarrassed already.""",Urinary frequency,"['Decreased appetite', 'Weight loss', 'Fatigue']"
133," ""I have been experiencing urinary urgency for the past month or so, and it is getting worse by the day. It is so frustrating because I have to wake up several times during the night to go to the bathroom, and I am always worried that I will not make it in time. I have tried to ignore it and hope it goes away, but it does not seem to be working. I am so tired all the time because I do not get a good night's sleep, and I am always on edge because I am worried that I will have an accident. I do not know what to do anymore.""",Urinary urgency,"['Urinary urgency', 'Nocturia', 'Frequent urination', 'Urinary incontinence']"
