,Dialogue,True_Symptom,Extracted_Symptom
51," ""I have been having some abdominal pain for a few days now, and it seems to be getting worse. It is located in the lower right side of my abdomen, and it is constant and dull. It is not very severe, but it does interfere with my daily activities a little bit. I try to ignore it and go about my day, but it is hard to do so. I hope I can get some relief from this pain soon.""",Abdominal pain,['Abdominal pain']
52," ""I have had abdominal pain for the past three days.""",Abdominal pain,['Abdominal pain']
53," ""I have been having abdominal pain for quite a bit now and it is quite severe.""",Abdominal pain,['Abdominal pain']
54," ""Oh man, I got this cramp in my belly that just won't go away. It's been going on for a few days now and it's getting worse. I can't even sleep because it's so painful. I tried to eat some food but it just makes it worse. I'm starting to get worried now.""",Abdominal pain,['Abdominal pain']
55," ""My belly hurts all the time, I feel sick to my stomach, I have diarrhea, I have constipation, I feel bloated, I have stomach cramps, I feel nauseous, I have heartburn, I have acid reflux, I have indigestion, I have abdominal distention, I have abdominal tenderness, I have abdominal rigidity, I have abdominal guarding, I have abdominal mass, I have abdominal hernia, I have abdominal adhesions, I have abdominal fistula, I have abdominal abscess, I have abdominal cellulitis, I have abdominal wound dehiscence, I have abdominal incisional hernia, I have abdominal laparotomy hernia, I have abdominal laparoscopy hernia, I have abdominal umbilical hernia, I have abdominal epigastric hernia, I have abdominal umbilical hernia, I have abdominal inguinal hernia, I have abdominal femoral hernia, I have abdominal incisional hernia, I have abdominal laparotomy hernia, I have abdominal laparoscopy hernia, I have abdominal hiatal hernia, I have abdominal diaphragmatic hernia, I have abdominal splenic hernia, I have abdominal renal hernia, I have abdominal adrenal hernia, I have abdominal aortic hernia, I have abdominal iliac hernia, I have abdominal femoral hernia, I have abdominal obturator hernia, I have abdominal per",Abdominal pain,['Abdominal pain']
56," ""My abdomen has been aching for a while now, but I thought it was just from eating too much spicy food, but now it feels like a knife is stabbing me in the gut.""",Abdominal pain,['Abdominal pain']
57," ""My abdomen is a cauldron of fire and brimstone, a festering wound that refuses to heal, a festering sore that will not stop festering.""",Abdominal pain,['Abdominal pain']
58," ""I have been having abdominal pain occasionally for the past month now. It's usually on the lower right side of my abdomen and it's really sharp and stabbing in nature. It usually lasts for about 10 to 15 minutes and then subsides. I haven't been able to pinpoint any specific food or drink that triggers the pain but I do find that it's worse when I'm stressed out or when I'm eating spicy food.""",Abdominal pain,['Abdominal pain']
59," ""I've been shittin' blood for weeks now, you fat fuck, and I'm sick of it. I'm tired of eatin' that bland hospital food, and I'm sick of these stupid questions. Just give me some morphine and let me die already.""",Abdominal pain,['Cracking at the corners of the mouth (cheilosis/cheilitis)']
60," ""I got this bloomin' stomach ache last night, it was so bad I couldn't sleep, it's been going on for a few days now and it's getting worse, I've tried to eat but nothing goes down, it's like a big rock is stuck in there.""",Abdominal pain,['Abdominal pain']
61," ""Oh my god, I have this terrible stomach pain, it's like my insides are burning and I'm always sick, I'm so scared I might have cancer or something.""",Abdominal pain,['Abdominal pain']
62," ""My abdomen is a cauldron of fire, a tempest of torment, a maelstrom of misery.""",Abdominal pain,['Abdominal pain']
63," ""I have been experiencing abdominal pain for the past three days.""",Abdominal pain,['Abdominal pain']
64," ""I've been having some abdominal pain for the past few days. It's been getting worse and worse, and I'm worried that it might be something serious.""",Abdominal pain,['Abdominal pain']
65," ""Oh f**k, I got this cramp in my gut and it's f**king killing me, I can't even move, I'm so scared, I think I'm gonna die, please help me, I'm begging you, I can't take this pain no more, I'm gonna lose my mind, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared, I'm so scared",Abdominal pain,"['Abdominal pain', 'Bloating', 'Nausea', 'Vomiting']"
66," ""i been having this pain in my tummy for a few days now""",Abdominal pain,['Abdominal pain']
67," ""I have been experiencing severe abdominal pain for the past three days. The pain is localized to the lower right quadrant of my abdomen and is constant in nature. It is exacerbated by movement and eating, and I have not been able to eat or sleep properly due to the pain. I have also been experiencing nausea and vomiting. I am concerned that the pain may be related to a serious medical condition, such as appendicitis.""",Abdominal pain,['Abdominal pain']
68," ""I have been experiencing abdominal pain for the past three days.""",Abdominal pain,['Abdominal pain']
69," ""I'm surprised that you're not more concerned about my abdominal pain, seeing as how it's been going on for weeks now.""",Abdominal pain,['Abdominal pain']
70," ""I feel like I'm always bloated and gassy, and it's so annoying. I feel like I'm always farting and it's so embarrassing. I try to eat healthy and avoid beans and cabbage, but it doesn't seem to help.""",Bloating,['Bloating']
71," ""I got this bloating thing and it's been going on for a while now, but it's getting worse and worse.""",Bloating,['Bloating']
72," ""I am feeling quite gassy and bloated, it is most unpleasant, and I hope it will subside soon, or I shall be most put out.""",Bloating,['Breast swelling and tenderness']
73," ""My belly feels like a bloated balloon that's about to burst.""",Bloating,['Abdominal pain']
74," ""I feel like I'm always bloated and gassy. I burp a lot and my stomach is always swollen. I'm always worried that I might have some serious health problem because I feel so uncomfortable all the time.""",Bloating,['Bloating']
75," ""I feel as though I am a balloon that has been inflated to bursting point, yet I cannot seem to release the air within me. It is as if I am trapped in a prison of my own making, with no escape from the bloating that consumes me.""",Bloating,['Breast swelling and tenderness']
76," ""I got this bloating thing and it's so scary, I feel like I'm gonna explode, I mean I know I shouldn't eat so much but I just can't help it, I'm always hungry, and when I eat I feel like I'm gonna die, I mean I know it's not gonna kill me but it feels like it, and I'm always so gassy, I mean I know it's not a big deal but it's just so embarrassing, and I'm always so bloated, I mean I know it's not a big deal but it's just so uncomfortable, and I'm always so tired, I mean I know it's not a big deal but it's just so annoying, and I'm always so depressed, I mean I know it's not a big deal but it's just so sad, and I'm always so anxious, I mean I know it's not a big deal but it's just so scary, and I'm always so stressed, I mean I know it's not a big deal but it's just so frustrating, and I'm always so worried, I mean I know it's not a big deal but it's just so scary, and I'm always so nervous, I mean I know it's not a big deal but it's just so annoying, and I'm always so irritable, I mean I know it's not a big deal but it's just so frustrating, and I'm always so impatient, I mean",Bloating,['Bloating']
77," ""I'm feeling quite gassy and bloated, you insensitive quack!""",Bloating,['Breast swelling and tenderness']
78," ""I have been experiencing a sensation of bloating in my abdomen for the past few days. It is as if my stomach is constantly full and tight, and it is affecting my ability to sleep at night.""",Bloating,"['Abdominal pain', 'Bloating']"
79," ""I've been feeling like a bloated pig lately, mate. I mean, I know I've been eating a lot, but I've always been able to eat a lot and not feel bloated, ya know? But now I feel like I'm always bloated, and it's really starting to get on my nerves, innit?""",Bloating,['Bloating']
80," ""Oh, my belly is so bloated, it feels like a balloon inside me, and it's making me so scared, I can't even sleep at night.""",Bloating,"['Abdominal pain', 'Bloating']"
81," ""I'm feeling so bloated right now, it's like my stomach is about to explode or something. I mean, I know I ate a lot of food last night, but this is ridiculous. I feel like I'm going to be sick or something.""",Bloating,"['Abdominal pain', 'Bloating']"
82," ""I have been feeling quite bloated lately, especially after meals.""",Bloating,['Bloating']
83," ""I feel like I'm always bloated and it's so annoying. I eat healthy and exercise regularly, but I still feel like I'm gaining weight.""",Bloating,['Bloating']
84," ""I'm so bloated I feel like I'm gonna explode, I can't even sleep at night because I'm so uncomfortable.""",Bloating,['Bloating']
85," ""I've been shitting like a brick for weeks now, and it's getting really frustrating. I try to eat healthy and drink plenty of water, but nothing seems to work. I'm so bloated all the time, and I feel like I'm always constipated. It's really affecting my mood.""",Constipation,"['Abdominal pain', 'Bloating', 'Constipation']"
86," ""I cant poop for days now, its like a rock in my ass, and its so painful to try and push it out, I'm scared I'll get sick or something, I cant sleep at night because I'm so worried about it, I cant eat because I'm so constipated, I cant even have a bowel movement, I'm so scared, I dont know what to do, I cant take this anymore, I'm so scared, I cant sleep, I cant eat, I cant poop, I'm so scared, I cant take this anymore, I'm so scared, I cant sleep, I cant eat, I cant poop, I'm so scared, I cant take this anymore, I'm so scared, I cant sleep, I cant eat, I cant poop, I'm so scared, I cant take this anymore, I'm so scared, I cant sleep, I cant eat, I cant poop, I'm so scared, I cant take this anymore, I'm so scared, I cant sleep, I cant eat, I cant poop, I'm so scared, I cant take this anymore, I'm so scared, I cant sleep, I cant eat, I cant poop, I'm so scared, I cant take this anymore, I'm so scared, I cant sleep, I cant eat, I cant poop, I'm so scared, I cant take this anymore, I'm so scared, I cant sleep, I cant eat, I cant poop, I",Constipation,"['Abdominal pain', 'Bloating', 'Constipation', 'Decreased appetite', 'Diarrhea', 'Fecal incontinence']"
87," ""I have been suffering from constipation for quite some time now, and it is getting worse by the day. I have tried everything to get rid of this problem, but nothing seems to work. I am so frustrated with this problem that I do not know what to do anymore. I hope that you can help me with this problem.""",Constipation,['Constipation']
88," ""I have been experiencing constipation for the past week.""",Constipation,['Constipation']
89," ""I have been experiencing constipation for quite some time now, but I am not sure what is causing it.""",Constipation,['Constipation']
90," ""I can't take it no more, doc. I been constipated for weeks now and it's gettin' worse. I feel like I'm gonna explode or somethin'.""",Constipation,['Constipation']
91," ""I have been having trouble pooping lately. I feel like I have been constipated for a while now.""",Constipation,['Constipation']
92," ""I've been having the shits for weeks now, and it's getting really annoying.""",Constipation,['Breast swelling and tenderness']
93," ""I can't eat nothin' lately, I ain't got no appetite, I'm so sick of this sh*t.""",Decreased appetite,['Decreased appetite']
94," ""My stomach is growling like a beast that has been starved for weeks, and I have no appetite for any food.""",Decreased appetite,['Abdominal pain']
95," ""I'm so sick of being hungry all the time, I'm always famished, I can't eat a full meal, I'm always hungry, I'm always craving something sweet, I'm always craving something salty, I'm always craving something savory, I'm always craving something spicy, I'm always craving something sour, I'm always craving something bitter, I'm always craving something sweet and sour, I'm always craving something salty and sour, I'm always craving something sweet and salty, I'm always craving something savory and salty, I'm always craving something spicy and salty, I'm always craving something sour and salty, I'm always craving something bitter and salty, I'm always craving something sweet and savory, I'm always craving something salty and savory, I'm always craving something sweet and spicy, I'm always craving something sour and spicy, I'm always craving something bitter and spicy, I'm always craving something sweet and sour, I'm always craving something salty and sour, I'm always craving something sweet and bitter, I'm always craving something salty and bitter, I'm always craving something sweet and sour and bitter, I'm always craving something salty and sour and bitter, I'm always craving something sweet and salty and bitter, I'm always craving something savory and sour and bitter, I'm always craving something spicy and sour and bitter, I'm always craving something sour and sour and bitter, I'm always craving something bitter and sour and bitter, I'm always craving something sweet",Decreased appetite,['Dry Mouth']
96," ""I cant eat anything, not even a cracker, my stomach is always growling and I feel sick.""",Decreased appetite,['Decreased appetite']
97," ""I have been experiencing a decreased appetite for the past few months. I have been eating less than usual and have lost a significant amount of weight. I have also been feeling weak and tired all the time. I have noticed that my skin has become pale and I often feel dizzy. I have also been experiencing shortness of breath and chest pain. I have also noticed that my hands and feet are often cold. I have also been experiencing headaches and irregular heartbeat.""",Decreased appetite,"['Decreased appetite', 'Weight loss', 'Weakness', 'Fatigue', 'Dizziness', 'Pale skin']"
98," ""I'm so hungry all the time but I just can't eat anymore.""",Decreased appetite,['Decreased appetite']
99," ""I ain't got no appetite, doc. I ain't had no appetite in weeks now. I ain't even wanna eat nothin'. I mean, I know I gotta eat or I'll waste away or somethin', but I just can't bring myself to eat nothin'. I mean, I know I gotta eat or I'll waste away or somethin', but I just can't bring myself to eat nothin'.""",Decreased appetite,['Decreased appetite']
100," ""I'm so sick of being sick. I'm tired of being tired. I'm sick of being sick. I'm tired of being tired. I'm sick of being sick. I'm tired of being tired. I'm sick of being sick. I'm tired of being tired. I'm sick of being sick. I'm tired of being tired. I'm sick of being sick. I'm tired of being tired. I'm sick of being sick. I'm tired of being tired. I'm sick of being sick. I'm tired of being tired. I'm sick of being sick. I'm tired of being tired. I'm sick of being sick. I'm tired of being tired. I'm sick of being sick. I'm tired of being tired. I'm sick of being sick. I'm tired of being tired. I'm sick of being sick. I'm tired of being tired. I'm sick of being sick. I'm tired of being tired. I'm sick of being sick. I'm tired of being tired. I'm sick of being sick. I'm tired of being tired. I'm sick of being sick. I'm tired of being tired. I'm sick of being sick. I'm tired of being tired. I'm sick of being sick. I'm tired of being tired. I'm sick of being sick. I'm tired of being tired. I'm sick of being sick. I'm tired of being tired. I'm sick of",Decreased appetite,"['Decreased appetite', 'Weight loss', 'Fatigue', 'Nausea', 'Vomiting', 'Diarrhea']"
101," ""I ain't had no appetite for weeks now, but I ain't been able to stop eating.""",Decreased appetite,['Decreased appetite']
102," ""I have been feeling extremely weak and have no appetite at all.""",Decreased appetite,['Decreased appetite']
103," ""My taste buds have lost their zest, and my stomach growls with discontent.""",Decreased appetite,['Decreased appetite']
104," ""My appetite has been dwindling down to a mere trickle, a faint echo of what it once was, a shadow of its former self, a pale reflection of the ravenous beast that once roamed the land, now reduced to a mere whisper, a faint murmur, a gentle breeze that rustles the leaves of my stomach, a gentle caress that awakens the beast within, a gentle nudge that stirs the pot of my hunger, a gentle whisper that awakens the beast within, a gentle nudge that stirs the pot of my hunger, a gentle whisper that awakens the beast within, a gentle nudge that stirs the pot of my hunger, a gentle whisper that awakens the beast within, a gentle nudge that stirs the pot of my hunger, a gentle whisper that awakens the beast within, a gentle nudge that stirs the pot of my hunger, a gentle whisper that awakens the beast within, a gentle nudge that stirs the pot of my hunger, a gentle whisper that awakens the beast within, a gentle nudge that stirs the pot of my hunger, a gentle whisper that awakens the beast within, a gentle nudge that stirs the pot of my hunger, a gentle whisper that awakens the beast within, a gentle nudge that stirs the pot of my hunger, a gentle whisper that awakens the beast within, a gentle nudge that stirs the pot of my hunger, a",Decreased appetite,['Decreased appetite']
105," ""I have been feeling really weak and tired lately, and I have no appetite at all.""",Decreased appetite,['Decreased appetite']
106," ""I've been having diarrhea for almost a week now. It's been almost constantly, and it's been really watery. I've tried to eat some solid foods, but it just comes back up. I've also been feeling really nauseous and tired. I've been sleeping a lot, but I still feel really fatigued. I've also been having some stomach cramps, but they're not too bad. I've been trying to drink some fluids, but I'm not really thirsty. I've also been having some headaches, but they're not too bad either. I've been trying to go to work, but I'm not really feeling up to it. I've been trying to take some time off, but I'm not really sure if I should. I've been trying to talk to my doctor, but I'm not really sure what to say. I've been trying to take some medication, but I'm not really sure what to take. I've been trying to eat some healthy foods, but I'm not really sure what to eat. I've been trying to exercise, but I'm not really sure what to do. I've been trying to meditate, but I'm not really sure what to do. I've been trying to practice some yoga, but I'm not really sure what to do. I've been trying to read some books, but I'm not really sure what to read. I've been trying to watch some TV, but I",Diarrhea,"['Diarrhea', 'Nausea', 'Fatigue', 'Stomach cramps', 'Headaches']"
107," ""My gut is a bottomless pit, and my bowel movements are a never-ending stream of diarrhea, a constant reminder of my pathetic existence.""",Diarrhea,['Breast swelling and tenderness']
108," ""I've been having diarrhea for a few days now. It's been really watery and I've had to run to the bathroom a few times.""",Diarrhea,['Diarrhea']
109," ""My gut is a bottomless pit, spewing forth a constant stream of diarrhea, as if my insides are trying to escape the confines of my skin.""",Diarrhea,"['Decreased appetite', 'Diarrhea', 'Fatigue', 'Nausea']"
110," ""I've been having this bloody diarrhea for weeks now, and it's getting bloody annoying. I mean, I know I'm sick, but I'm not an idiot, I know when I'm sick, and I know when I'm not. But this diarrhea, it's just not stopping. I mean, I know I should probably go see a doctor or something, but I'm just too bloody lazy. I mean, I know I should probably take some time off work and go see a doctor, but I just can't be arsed. I mean, I know I should probably take some time off work and go see a doctor, but I just can't be arsed. I mean, I know I should probably take some time off work and go see a doctor, but I just can't be arsed. I mean, I know I should probably take some time off work and go see a doctor, but I just can't be arsed. I mean, I know I should probably take some time off work and go see a doctor, but I just can't be arsed. I mean, I know I should probably take some time off work and go see a doctor, but I just can't be arsed. I mean, I know I should probably take some time off work and go see a doctor, but I just can't be arsed. I mean, I know I should probably take some time off work and go see a doctor, but I",Diarrhea,"['Abdominal pain', 'Bloating', 'Diarrhea', 'Fecal incontinence', 'Gas', 'Heartburn']"
111," ""I got the runs so bad I shat myself in the bed, you fat fuck.""",Diarrhea,['Breast swelling and tenderness']
112," ""I've been having the runs for a few days now, but it's only happened like 3 times so I thought it was just a one off thing. But now I'm worried it might be something more serious.""",Diarrhea,"['Abdominal pain', 'Bloating', 'Diarrhea']"
113," ""I'm so embarrassed when I have an accident. I try to hide it but it's hard.""",Fecal incontinence,['Cracking at the corners of the mouth (cheilosis/cheilitis)']
114," ""I cant leave the house no more cuz i dont wanna have an accident in the street""",Fecal incontinence,['Breast swelling and tenderness']
115," ""I can't leave the house no more, I'm always shitting myself, and it's always in the most inopportune moments, like when I'm trying to order food or when I'm on the bus, it's so embarrassing, I can't even look people in the eye anymore.""",Fecal incontinence,['Cracking at the corners of the mouth (cheilosis/cheilitis)']
116," ""I can't control when I poop.""",Fecal incontinence,['Decreased appetite']
117," ""My life has been turned upside down by this constant fear of having an accident and soiling myself. I am always on high alert, trying to sense when I need to use the bathroom, but I never know when it will happen. I have become so anxious that I avoid going out in public for fear of having an accident in a restaurant or on a bus. I feel like I am trapped in my own home, unable to enjoy the world around me. I am so tired of being embarrassed and ashamed of my body.""",Fecal incontinence,"['General pain', 'Headache', 'Anxious']"
118," ""My bowels are in a constant state of flux, as if they were a tempestuous sea, and I am but a ship, tossed about by the waves, unable to find a safe harbor.""",Fecal incontinence,['Cracking at the corners of the mouth (cheilosis/cheilitis)']
119," ""Fecal incontinence, a constant fear of soiling oneself, a constant anxiety of being unable to control one's own bodily functions, a constant shame of losing control of one's own body, a constant fear of being ridiculed and laughed at by others, a constant fear of being rejected by others, a constant fear of being alone, a constant fear of dying alone, a constant fear of being forgotten, a constant fear of being buried alive, a constant fear of being exhumed, a constant fear of being cremated, a constant fear of being burned alive, a constant fear of being buried alive, a constant fear of being buried alive, a constant fear of being buried alive, a constant fear of being buried alive, a constant fear of being buried alive, a constant fear of being buried alive, a constant fear of being buried alive, a constant fear of being buried alive, a constant fear of being buried alive, a constant fear of being buried alive, a constant fear of being buried alive, a constant fear of being buried alive, a constant fear of being buried alive, a constant fear of being buried alive, a constant fear of being buried alive, a constant fear of being buried alive, a constant fear of being buried alive, a constant fear of being buried alive, a constant fear of being buried alive, a constant fear of being buried alive, a constant fear of being buried alive, a constant fear of being buried alive, a constant fear of being buried alive",Fecal incontinence,['Fecal incontinence']
