,Dialogue_Generated,symptom,description,meta,language_style,Tone,Detail_level,Enumeration,Explicit_symptom,Spelling_errors
15," ""Oh, my throat is so parched and dry, it feels like a desert, and swallowing is such a chore, it's like trying to swallow a cactus, ugh, it's so annoying, I can't stand it, I feel like I'm going to choke to death, oh, the agony, it's so severe, I can barely stand it, I feel like I'm going to vomit, oh, the pain, it's so severe, I can barely stand it, I feel like I'm going to die, oh, the horror, it's so severe, I can barely stand it, I feel like I'm going to faint, oh, the torture, it's so severe, I can barely stand it, I feel like I'm going to go crazy, oh, the suffering, it's so severe, I can barely stand it, I feel like I'm going to lose my mind, oh, the torment, it's so severe, I can barely stand it, I feel like I'm going to go insane, oh, the agony, it's so severe, I can barely stand it, I feel like I'm going to die, oh, the horror, it's so severe, I can barely stand it, I feel like I'm going to faint, oh, the torture, it's so severe, I can barely stand it, I feel like I'm going to go crazy, oh, the suffering, it's so severe",Difficulty Swallowing,Severity,Severe,Poetic/Literary Register,Insulting,5,False,False,True
16," ""I cant even talk proper because my mouth is so dry all the time.""",Dry Mouth,Severity,Very severe,Informal Register,Neutral,3,False,False,True
17," ""I have been experiencing a dry mouth for a while now, and it is affecting my daily life. I am worried that it might be a sign of something more serious.""",Dry Mouth,Severity,Not sexually active,Formal Register,Fearful,2,False,True,True
18," ""I have a dry mouth all the time. I wake up with a dry mouth and it's always there. I have to drink water all the time to keep my mouth from drying out. I'm always thirsty and I have to go to the bathroom a lot. I'm worried that I might have oral cancer because my mouth is always dry.""",Dry Mouth,Severity,Prefer not to answer,Neutral/Standard Register,Fearful,3,True,False,False
19," ""My mouth is as dry as the Sahara desert, it feels like sandpaper when I try to talk.""",Dry Mouth,Severity,None,Poetic/Literary Register,Friendly,2,False,False,True
20," ""I have had dry mouth for a while now.""",Dry Mouth,Severity,Not applicable,Neutral/Standard Register,Fearful,1,False,False,False
21," ""I got a dry mouth that won't go away, it's pissing me off.""",Dry Mouth,Severity,Moderate,Vulgar Register,Angry,1,False,False,False
22," ""I wake up in the morning with a dry mouth. I try to drink water but it seems to dry up again quickly. I have difficulty swallowing and it feels like there is sand in my mouth. I also have a sore throat and it feels like I have a fever. I have a dry cough and it feels like I have a cold. I have a runny nose and it feels like I have a sinus infection. I have a headache and it feels like I have a fever. I have a stiff neck and it feels like I have a cold. I have a sore back and it feels like I have a fever. I have a sore throat and it feels like I have a cold. I have a runny nose and it feels like I have a sinus infection. I have a cough and it feels like I have a cold. I have a headache and it feels like I have a fever. I have a stiff neck and it feels like I have a cold. I have a sore back and it feels like I have a fever.""",Dry Mouth,Severity,Mild,Informal Register,Confused,4,True,False,False
23," ""My mouth is as dry as the Sahara desert.""",Dry Mouth,Severity,Severe,Poetic/Literary Register,Friendly,1,False,False,True
24," ""My voice is hoarse as if I had been screaming for hours.""",Hoarseness,Severity,Very severe,Poetic/Literary Register,Friendly,1,False,False,False
25," ""Ah, bloody hell, doc, I've got a right old frog in me throat, I can't stop croaking like a bleedin' frog, and it's got me bloody hoarse, I can't even shout properly, I'm as bad as a bleedin' parrot, I can't even talk properly, I'm as bad as a bleedin' parrot, I can't even talk properly, I'm as bad as a bleedin' parrot, I can't even talk properly, I'm as bad as a bleedin' parrot, I can't even talk properly, I'm as bad as a bleedin' parrot, I can't even talk properly, I'm as bad as a bleedin' parrot, I can't even talk properly, I'm as bad as a bleedin' parrot, I can't even talk properly, I'm as bad as a bleedin' parrot, I can't even talk properly, I'm as bad as a bleedin' parrot, I can't even talk properly, I'm as bad as a bleedin' parrot, I can't even talk properly, I'm as bad as a bleedin' parrot, I can't even talk properly, I'm as bad as a bleedin' parrot, I can't even talk properly, I'm as bad as a bleedin' parrot, I can't even talk properly, I'm as bad as",Hoarseness,Severity,Not sexually active,Vulgar Register,Friendly,3,False,False,True
26," ""I got this fukin hoarseness, ya hear me? It's like my throat is on fire and I can't even speak proper, ya bloody muppet. I can't even sleep at night because I keep coughing and it's driving me mental. I'm so sick of this shite, I just wanna be able to speak properly again, ya hear?""",Hoarseness,Severity,Prefer not to answer,Vulgar Register,Insulting,5,False,False,True
27," ""I have been experiencing hoarseness for a while now, but I thought it was just because I was tired or had a cold. But now I feel like my voice is permanently hoarse and I can't seem to get rid of it. I have tried drinking warm liquids and taking over the counter cough medicine, but it hasn't helped. I am worried that there is something seriously wrong with me.""",Hoarseness,Severity,None,Formal Register,Confused,5,False,False,True
28," ""I've been having this hoarseness for a while now, and it's really annoying. It's like my voice is all scratchy and rough, and it's really hard to talk. I've tried to clear my throat a lot, but it doesn't seem to help. I've also been trying to drink a lot of water, but it doesn't seem to be helping either. I'm really worried about this hoarseness, and I hope it goes away soon.""",Hoarseness,Severity,Not applicable,Informal Register,Neutral,5,False,False,False
29," ""I can't believe I got this stupid hoarseness, I can barely talk, I sound like a dying duck.""",Hoarseness,Severity,Moderate,Informal Register,Insulting,3,False,False,False
30," ""I got hoarse and my voice is really rough.""",Hoarseness,Severity,Mild,Informal Register,Friendly,1,True,False,True
31," ""My voice is hoarse as if I had been screaming for hours, and it feels as if I have a lump in my throat.""",Hoarseness,Severity,Severe,Poetic/Literary Register,Friendly,2,False,False,False
32," ""My mouth is a battlefield, a war zone of sores and ulcers, a place where I'd rather not touch, a place where I'd rather not be.""",Mouth/throat sores,Interference (with daily activities),Not at all,Poetic/Literary Register,Neutral,3,True,False,True
33," ""My mouth is a battlefield, a war zone of sores, a canvas of pain, a map of misery, a landscape of lacerations, a portrait of suffering, a picture of torment, a scene of scarring, a story of sorrow, a tale of tears, a chronicle of calamity, a history of hurt, a memory of misery, a recollection of regret, a reminiscence of remorse, a reflection of regret, a reflection of remorse, a reflection of regret, a reflection of remorse, a reflection of regret, a reflection of remorse, a reflection of regret, a reflection of remorse, a reflection of regret, a reflection of remorse, a reflection of regret, a reflection of remorse, a reflection of regret, a reflection of remorse, a reflection of regret, a reflection of remorse, a reflection of regret, a reflection of remorse, a reflection of regret, a reflection of remorse, a reflection of regret, a reflection of remorse, a reflection of regret, a reflection of remorse, a reflection of regret, a reflection of remorse, a reflection of regret, a reflection of remorse, a reflection of regret, a reflection of remorse, a reflection of regret, a reflection of remorse, a reflection of regret, a reflection of remorse, a reflection of regret, a reflection of remorse, a reflection of regret, a reflection of remorse, a reflection of regret, a reflection of remorse, a reflection of regret, a reflection of remorse, a reflection of",Mouth/throat sores,Interference (with daily activities),Very severe,Poetic/Literary Register,Confused,3,True,False,True
34," ""I have these sores in my mouth and throat and it's so annoying.""",Mouth/throat sores,Interference (with daily activities),Not at all,Informal Register,Angry,1,False,False,False
35," ""My mouth is a battlefield, a war zone of sores and pain, a place where I'd rather not put my tongue, a place where I'd rather not kiss anyone.""",Mouth/throat sores,Interference (with daily activities),Not sexually active,Poetic/Literary Register,Insulting,2,False,False,False
36," ""I have been experiencing these mouth/throat sores for the past week now and they are very painful. They are small and round with a white coating on top and they keep bleeding and getting infected. I have been trying to avoid eating spicy food and acidic food but it does not seem to help. I have been taking over the counter medication but it does not seem to be helping much.""",Mouth/throat sores,Interference (with daily activities),Not at all,Formal Register,Angry,5,False,True,False
37," ""I have mouth/throat sores.""",Mouth/throat sores,Interference (with daily activities),Prefer not to answer,Neutral/Standard Register,Confused,2,False,True,False
38," ""I have been having some mouth/throat sores lately.""",Mouth/throat sores,Interference (with daily activities),Not at all,Formal Register,Friendly,1,False,False,True
39," ""I got these bloody sores in my mouth and throat, and they are so painful, I can't even swallow properly. They keep bleeding and it's so scary, I'm afraid I might choke on my own blood. I can't eat or drink anything, and I'm so weak and tired all the time. I'm so scared, I don't know what to do.""",Mouth/throat sores,Interference (with daily activities),None,Vulgar Register,Fearful,5,True,False,True
40," ""I've had these mouth sores for a week now and they just won't go away. I've tried everything I can think of but nothing seems to work. I'm so sick of eating bland foods and I'm tired of having to explain to everyone why I can't kiss them goodbye. I just want to feel normal again.""",Mouth/throat sores,Interference (with daily activities),Not at all,Neutral/Standard Register,Insulting,4,False,False,True
41," ""i cant even eat cause my mouth is all sore and stuff""",Mouth/throat sores,Interference (with daily activities),Not applicable,Informal Register,Angry,1,False,False,True
42," ""I got these mouth sores and they are really annoying. They are all over my mouth and tongue and they hurt like hell. I can't even eat properly.""",Mouth/throat sores,Interference (with daily activities),Not at all,Vulgar Register,Friendly,1,True,False,False
43," ""I got these bloody sores in my mouth and throat, and they're so painful I can't even eat or drink properly. I'm so sick of spitting out blood every time I try to talk or swallow. I'm so sick of these bloody sores!""",Mouth/throat sores,Interference (with daily activities),Moderate,Vulgar Register,Insulting,1,True,False,False
44," ""My mouth is a battlefield, with sores that are like tiny volcanoes, erupting with fiery pain, and leaving behind scabs that are like the charred remains of a once lush forest.""",Mouth/throat sores,Interference (with daily activities),Not at all,Poetic/Literary Register,Neutral,5,False,False,True
45," ""I've been having these little sores in my mouth and throat for a few days now and it's really starting to scare me. They're so painful when I eat or drink anything and it's making it hard for me to sleep at night because I'm always trying to find a way to make the pain go away. I'm worried that it's going to turn into something more serious if I don't get it checked out soon.""",Mouth/throat sores,Interference (with daily activities),Mild,Neutral/Standard Register,Fearful,4,False,False,True
46," ""I've had these mouth sores for weeks now, and they just won't go away. I've tried everything, but nothing seems to work. I'm so sick of being sick.""",Mouth/throat sores,Interference (with daily activities),Not at all,Neutral/Standard Register,Insulting,2,False,False,False
47," ""I got these bloody sores in me mouth and throat and it's driving me bloody crazy. I can't even eat or drink properly, let alone talk properly. I'm so bloody angry about this, I could just explode.""",Mouth/throat sores,Interference (with daily activities),Severe,Vulgar Register,Angry,4,False,False,True
48," ""I have been experiencing some sores in my mouth and throat for the past few days. They are not very painful, but they do make it a little bit difficult for me to eat and talk.""",Mouth/throat sores,Interference (with daily activities),A little bit,Formal Register,Neutral,3,False,False,False
49," ""I have very severe mouth/throat sores. I have mouth ulcers, mouth blisters, mouth sores, mouth lesions, mouth rashes, mouth inflammation, mouth irritation, mouth pain, mouth discomfort, mouth tenderness, mouth sensitivity, mouth burning sensation, mouth numbness, mouth tingling sensation, mouth prickly sensation, mouth pins and needles sensation, mouth aching sensation, mouth throbbing sensation, mouth stabbing sensation, mouth cutting sensation, mouth bleeding, mouth bleeding gums, mouth bleeding tongue, mouth bleeding cheek, mouth bleeding lips, mouth bleeding inside of mouth, mouth bleeding mouth lining, mouth bleeding mouth mucosa, mouth bleeding mouth tissues, mouth bleeding mouth membranes, mouth bleeding mouth epithelium, mouth bleeding mouth mucosal lining, mouth bleeding mouth mucosal membranes, mouth bleeding mouth mucosal epithelium, mouth bleeding mouth mucosal tissues, mouth bleeding mouth mucosal lining, mouth bleeding mouth mucosal membranes, mouth bleeding mouth mucosal epithelium, mouth bleeding mouth mucosal tissues, mouth bleeding mouth mucosal lining, mouth bleeding mouth mucosal membranes, mouth bleeding mouth mucosal epithelium, mouth bleeding mouth mucosal tissues, mouth bleeding mouth mucosal lining, mouth bleeding mouth mucosal membranes, mouth bleeding mouth mucosal epithelium, mouth bleeding mouth mucosal tissues, mouth bleeding mouth mucosal lining, mouth bleeding mouth mucosal membranes, mouth bleeding mouth mucosal epithelium, mouth bleeding mouth mucosal tissues, mouth bleeding mouth muc",Mouth/throat sores,Interference (with daily activities),Very severe,Formal Register,Angry,1,True,False,True
50," ""I got these blisters in my mouth and throat and it's been a few days now. I tried to eat some food but it hurt so bad. I tried to talk to my friends but it hurt too much. I just want to feel better.""",Mouth/throat sores,Interference (with daily activities),A little bit,Vulgar Register,Neutral,3,False,False,False
51," ""I got these blisters in me mouth and throat and it's been 3 days now, I can't even swallow properly, I'm not sexually active anyway but I'm just so depressed about this.""",Mouth/throat sores,Interference (with daily activities),Not sexually active,Vulgar Register,Friendly,1,False,False,True
52," ""I got these bloody sores in me mouth and throat, and it's pissing me off, ya hear? I can't even eat properly, and I'm getting sick of this shit.""",Mouth/throat sores,Interference (with daily activities),A little bit,Vulgar Register,Insulting,2,False,True,True
53," ""I have these sores in my mouth and throat and it's really scary because I don't know what's causing them and I'm worried that I might have cancer.""",Mouth/throat sores,Interference (with daily activities),Prefer not to answer,Neutral/Standard Register,Fearful,2,False,False,True
54," ""I got these blisters in my mouth and throat, and they're really painful. I can't even swallow properly. I've had them for a few days now, and they're not going away. I've been trying to eat soft foods, but it's really hard. I'm worried that I might get an infection.""",Mouth/throat sores,Interference (with daily activities),A little bit,Vulgar Register,Neutral,3,True,False,False
55," ""I got these blisters in my mouth and throat, and they're really sore. They're like little red bumps that are raised and crusty. They're all over my tongue, the roof of my mouth, and the back of my throat. It's really painful to eat and talk.""",Mouth/throat sores,Interference (with daily activities),None,Vulgar Register,Neutral,5,False,False,False
56," ""I have mouth and throat sores that are painful and make it difficult to eat and drink.""",Mouth/throat sores,Interference (with daily activities),A little bit,Formal Register,Neutral,2,True,False,False
57," ""I have mouth and throat sores that are painful and make it hard to eat and drink.""",Mouth/throat sores,Interference (with daily activities),Not applicable,Neutral/Standard Register,Angry,2,True,False,False
58," ""I have these sores in my mouth and throat and it's making me so angry.""",Mouth/throat sores,Interference (with daily activities),A little bit,Neutral/Standard Register,Angry,1,False,False,True
59," ""I've had these mouth sores for a week now and they just won't go away. They're really sore and I can't even eat properly.""",Mouth/throat sores,Interference (with daily activities),Moderate,Neutral/Standard Register,Friendly,2,False,False,True
60," ""I have these sores in my mouth and throat and they are really painful. I eat and drink but it hurts so much.""",Mouth/throat sores,Interference (with daily activities),A little bit,Neutral/Standard Register,Confused,2,False,False,False
61," ""I've been having these mouth/throat sores for a while now, and they're really annoying. I don't know what's causing them, but I think it might be stress or something I ate. They're really painful, and I can't even eat properly because of them. I've been trying to take care of myself, but I just can't seem to get rid of them. I'm really worried about this.""",Mouth/throat sores,Interference (with daily activities),Mild,Neutral/Standard Register,Confused,3,False,True,True
62," ""I have these annoying little sores all over my mouth and throat, and they are so painful that I can barely eat or drink without wincing in agony. It's absolutely infuriating that I have to deal with this, and I hope the doctor can do something to make them go away.""",Mouth/throat sores,Interference (with daily activities),A little bit,Formal Register,Insulting,5,False,False,False
63," ""I've had these mouth/throat sores for a week now and they're really painful. I can't even eat properly because of them. I have to eat really soft food and even then it hurts when I swallow.""",Mouth/throat sores,Interference (with daily activities),Severe,Informal Register,Friendly,4,False,True,True
64," ""I have been having these mouth/throat sores for a while now and they are really painful. They are these little red bumps that are all over my mouth and tongue and they hurt so much when I eat or drink anything. I try to avoid eating spicy food or anything that might irritate them but it's really hard. I'm really worried that I might have some kind of disease or cancer or something. I've been to the doctor before and they just told me it was some kind of virus but I'm not sure. I'm really scared that it might come back or that I might have something worse. I try to avoid talking to people because I'm embarrassed about how I look but it's really hard. I just want to feel better and not have these sores anymore.""",Mouth/throat sores,Interference (with daily activities),Somewhat,Neutral/Standard Register,Fearful,5,False,True,True
65," ""I've got these bloody sores all over my mouth and throat, it's like I've been kissed by the devil himself, I can't even swallow without wincing in pain, and every time I try to talk I sound like a bloody croak, it's like I've got a frog in my throat, I can't even eat or drink properly, I'm so bloody hungry and thirsty but I'm too scared to try and eat or drink in case I make it worse, I'm so frustrated and angry, I just want to scream and shout and smash something, I feel like I'm going bloody mad, I just want this to go away, I want to be normal again, I want to be able to eat and drink and talk and laugh and live my life properly again, I just want to be bloody well better again, I'm so sick of being sick, I'm so sick of being in pain, I'm so sick of being bloody miserable, I just want to be better, I just want to be normal again, I just want to be able to live my life properly again, I just want to be better, I just want to be normal again, I just want to be able to live my life properly again, I just want to be better, I just want to be normal again, I just want to be able to live my life properly again, I just want to be better, I just want to be normal again, I just want",Mouth/throat sores,Interference (with daily activities),Very severe,Informal Register,Insulting,5,False,False,True
66," ""I can't even eat without getting sores in my mouth and throat. It's so frustrating.""",Mouth/throat sores,Interference (with daily activities),Somewhat,Informal Register,Angry,2,False,False,False
67," ""I have mouth and throat sores. I have mouth sores inside my cheeks, on my tongue, and on my lips. I also have throat sores on the back of my throat and on my tonsils. The sores are painful and make it difficult for me to eat and drink. I have to be careful not to touch my mouth or throat when I eat or drink, as this can cause the sores to bleed and become more painful. I also have difficulty speaking, as talking makes the sores bleed and become more painful. I have to be careful not to cough or laugh too much, as this can cause the sores to bleed and become more painful. I also have difficulty swallowing, as swallowing makes the sores bleed and become more painful. I have to eat and drink slowly and carefully to avoid irritating the sores and making them bleed and become more painful. I also have difficulty sleeping, as lying down can cause the sores to bleed and become more painful. I have to sleep sitting up to avoid irritating the sores and making them bleed and become more painful.""",Mouth/throat sores,Interference (with daily activities),Not sexually active,Formal Register,Neutral,5,True,True,False
68," ""I can't even swallow properly, I keep gagging and coughing on my own saliva. It's like my throat is on fire and I'm constantly gagging on blood and mucus. I'm so scared I'm gonna choke to death on my own spit.""",Mouth/throat sores,Interference (with daily activities),Somewhat,Vulgar Register,Fearful,4,False,False,False
69," ""I got these goddamn sores in my mouth and throat and it's driving me fucking crazy. I can't even eat or drink without it hurting like a motherfucker.""",Mouth/throat sores,Interference (with daily activities),Prefer not to answer,Vulgar Register,Angry,3,False,False,False
70," ""I got these bloody sores in my mouth and throat, and they're so painful, I can't even swallow properly. I'm so scared I'm gonna choke on my own saliva or something. I can't eat, I can't sleep, I can't even talk properly. I'm so scared, I'm gonna die from this.""",Mouth/throat sores,Interference (with daily activities),Somewhat,Vulgar Register,Fearful,2,True,False,True
71," ""I got these blisters in my mouth and throat, and they're really sore, man. I don't know what the hell is going on with my body.""",Mouth/throat sores,Interference (with daily activities),None,Vulgar Register,Confused,3,False,False,False
72," ""My mouth is a bloody battlefield, a war zone of sores and pain, a place where even the most innocent of foods taste like ash and bitterness.""",Mouth/throat sores,Interference (with daily activities),Somewhat,Poetic/Literary Register,Insulting,2,False,False,True
73," ""I got these bloody sores in my mouth and throat and it's driving me bloody crazy. I can't even eat or drink properly, let alone talk properly. I'm so bloody angry about this.""",Mouth/throat sores,Interference (with daily activities),Not applicable,Vulgar Register,Angry,3,False,False,True
74," ""Oh, my tongue is on fire, it feels like I have swallowed a thousand daggers, and my mouth is a battlefield, with sores everywhere, it's like I have been attacked by a swarm of bees.""",Mouth/throat sores,Interference (with daily activities),Somewhat,Poetic/Literary Register,Fearful,3,False,False,True
75," ""I've been having these weird blisters in my mouth and throat for a while now, and it's been really annoying. I don't know what's causing them, but I think it might be related to the stress I've been under lately. I've been having trouble sleeping and eating, and I just feel really tired all the time. I've been trying to take care of myself, but it's hard when I'm not feeling well. I hope I can get some answers soon.""",Mouth/throat sores,Interference (with daily activities),Moderate,Informal Register,Confused,5,False,False,False
76," ""I can't believe I have to deal with this crap again. I have these stupid mouth/throat sores that keep coming back. They're so annoying and painful. I can't even eat properly because of them. I'm so sick of dealing with this.""",Mouth/throat sores,Interference (with daily activities),Somewhat,Neutral/Standard Register,Insulting,4,False,False,False
77," ""My mouth is a battlefield, a war zone where the enemy has taken over, and I am left to suffer the consequences, the aftermath of their brutal attacks.""",Mouth/throat sores,Interference (with daily activities),Mild,Poetic/Literary Register,Angry,5,False,False,False
78," ""My mouth is on fire, it feels like I have swallowed a thousand knives, and I can't even swallow my own saliva, it's so painful.""",Mouth/throat sores,Interference (with daily activities),Somewhat,Poetic/Literary Register,Fearful,1,False,True,True
79," ""I have been experiencing these mouth and throat sores for the past week now, and they are very painful. I have been having difficulty eating and talking due to the pain.""",Mouth/throat sores,Interference (with daily activities),Severe,Formal Register,Confused,2,False,False,False
80," ""I've been having these little sores in my mouth and throat for a while now. They're really painful and make it hard for me to eat and talk. I've been trying to avoid spicy food and acidic drinks, but it's still really hard to eat. I've also been trying to avoid talking as much as I can, but it's hard to avoid talking to my friends and family. I've been trying to avoid kissing my boyfriend, but it's hard to avoid kissing him when we're intimate. I've been trying to avoid brushing my teeth, but it's hard to avoid brushing my teeth when I wake up in the morning and before I go to bed at night. I've been trying to avoid flossing, but it's hard to avoid flossing when I have food stuck in my teeth. I've been trying to avoid gargling, but it's hard to avoid gargling when I have a sore in my throat. I've been trying to avoid swallowing, but it's hard to avoid swallowing when I have a sore in my mouth. I've been trying to avoid yawning, but it's hard to avoid yawning when I have a sore in my throat. I've been trying to avoid coughing, but it's hard to avoid coughing when I have a sore in my throat. I've been trying to avoid sneezing, but it's hard to avoid sneezing when I have a sore in my mouth and throat.",Mouth/throat sores,Interference (with daily activities),Quite a bit,Informal Register,Friendly,5,False,False,False
81," ""I've had these mouth sores for a week now and they just won't go away. They're all over my mouth and throat and they're so painful when I eat or drink anything. I've tried everything I can think of to make them go away but nothing seems to work. I'm so tired of being in so much pain all the time.""",Mouth/throat sores,Interference (with daily activities),Very severe,Neutral/Standard Register,Friendly,3,False,False,True
82," ""I have been experiencing some sores in my mouth and throat for the past few days.""",Mouth/throat sores,Interference (with daily activities),Quite a bit,Formal Register,Neutral,1,False,False,True
83," ""I can't believe I have to deal with this shit again. I've had mouth/throat sores for the past three weeks now, and it's been a real pain in the ass. I'm not even sexually active anymore because I'm so self-conscious about how I look. I've tried everything to get rid of these sores, but nothing seems to work. I've been to the doctor twice already, and he just gave me some cream and told me to come back if it doesn't get better. I'm starting to think I'm just stuck with these sores for the rest of my life.""",Mouth/throat sores,Interference (with daily activities),Not sexually active,Neutral/Standard Register,Insulting,5,False,False,False
84," ""I have mouth/throat sores, they are painful and itchy, and they bleed easily. I have them inside my mouth, on my tongue, and in my throat. They are very annoying and affect my daily life quite a bit.""",Mouth/throat sores,Interference (with daily activities),Quite a bit,Informal Register,Neutral,4,True,True,True
85," ""I have been having these mouth/throat sores for a while now and they are really annoying. They are these little red bumps that are really sore and tender to the touch. They are also really itchy and I have been scratching them a lot. I have been having these mouth/throat sores for a while now and they are really annoying. They are these little red bumps that are really sore and tender to the touch. They are also really itchy and I have been scratching them a lot.""",Mouth/throat sores,Interference (with daily activities),Prefer not to answer,Neutral/Standard Register,Friendly,4,False,True,True
86," ""I've got these blisters in my mouth and throat, and they're so painful. I can't even swallow properly. I've been eating ice cream and yogurt to try and soothe them, but it's not helping. I've also been gargling with salt water, but it's not working. I'm so frustrated. I just want these blisters to go away already.""",Mouth/throat sores,Interference (with daily activities),Quite a bit,Neutral/Standard Register,Insulting,4,True,False,True
87," ""I got these blisters in my mouth and throat and it's scaring the shit out of me, I can't even swallow properly, I'm so scared I'm gonna choke on my own vomit.""",Mouth/throat sores,Interference (with daily activities),None,Vulgar Register,Fearful,1,False,False,True
88," ""I have these sores in my mouth and throat that are very painful and make it hard for me to eat and talk.""",Mouth/throat sores,Interference (with daily activities),Quite a bit,Neutral/Standard Register,Neutral,3,False,False,False
89," ""I have these sores in my mouth and throat and it's really scary because I don't know what's causing them and I'm worried that they won't go away.""",Mouth/throat sores,Interference (with daily activities),Not applicable,Neutral/Standard Register,Fearful,2,False,True,True
90," ""My mouth is a battlefield, full of trenches and craters, where the enemy of bacteria and viruses lay siege and pillage, leaving me to suffer the consequences of their brutal attacks.""",Mouth/throat sores,Interference (with daily activities),Quite a bit,Poetic/Literary Register,Angry,2,True,False,True
91," ""I got these blisters in my mouth and throat, and they are really painful. I can't even swallow properly. I have been feeling really tired and weak lately, and I get really short of breath when I climb the stairs. My skin looks really pale, and I get really dizzy when I stand up quickly. I also get chest pains and headaches a lot.""",Mouth/throat sores,Interference (with daily activities),Moderate,Informal Register,Neutral,4,True,False,True
92," ""My mouth is a battlefield, with sores popping up everywhere, like bloody volcanoes erupting, and my tongue feels like sandpaper, rough and dry, making it impossible to eat or even talk, without excruciating pain, and the worst part is, I can't even swallow without gagging, and the medicines only make me feel worse, and the doctors just shrug and say it's just a virus, but I know it's not, it's something more, something sinister, something that's trying to kill me, and I know it, I just know it!""",Mouth/throat sores,Interference (with daily activities),Quite a bit,Poetic/Literary Register,Angry,5,False,False,True
93," ""I've got these bloody sores in my mouth and throat, and it's been going on for weeks now. I can't even eat properly, and I'm always tired and in pain. It's so bloody annoying.""",Mouth/throat sores,Interference (with daily activities),Mild,Informal Register,Insulting,3,False,False,False
94," ""I've got these bloody sores in my mouth and throat, it's driving me insane.""",Mouth/throat sores,Interference (with daily activities),Quite a bit,Neutral/Standard Register,Insulting,1,False,False,True
95," ""I have been experiencing these mouth/throat sores for the past week now, and they are becoming increasingly painful. I have been trying to eat as usual, but it is becoming very difficult to swallow due to the pain. I have been trying to avoid talking as much as possible, but even simple conversations are becoming very tiring. I am worried that these sores may become infected, and I am concerned about the potential complications.""",Mouth/throat sores,Interference (with daily activities),Severe,Formal Register,Fearful,5,False,False,False
