,Dialogue,True_Symptom,Extracted_Symptom
10," ""I have been having difficulty swallowing for the past few days. It started with small amounts of food getting stuck in my throat, but now it is getting worse and I have to take several bites to get the food down.""",Difficulty Swallowing," dysphagia, odynophagia, weight loss, cough, hemoptysis, fatigue, anorexia, nausea, vomiting, abdominal pain, diarrhea, constipation, liquid stool, bloody stool, dark urine, yellowing of skin and eyes, general swelling, joint pain, muscle pain, back pain, bone pain, headache, dizziness, hearing loss, tinnitus, impaired memory, impaired concentration, depression, anxiety, insomnia, changes in mood, irritability, loss of appetite, dry mouth, mouth sores, changes in voice, shortness of breath, difficulty breathing, chest pain, palpitations, rapid heartbeat, slow heartbeat, increased heart rate, decreased heart rate, abnormal heart rhythm, heart murmur, increased blood pressure, decreased blood pressure, increased respiratory rate, decreased respiratory rate, abnormal breathing rate, increased body temperature, decreased body temperature, increased perspiration, decreased perspiration, increased urinary frequency, decreased urinary frequency, urinary incontinence, urinary urgency, urinary retention, decreased force of urination, changed appearance of urine, increased sexual desire, decreased sexual desire, sexual dysfunction, decreased libido, erectile dysfunction, decreased fertility, increased fertility, decreased testosterone levels, increased testosterone levels, decreased estrogen levels, increased estrogen levels, decreased progesterone levels, increased progesterone levels, decreased prolactin levels, increased prolactin levels, decreased cortisol levels, increased cortisol levels, decreased aldosterone levels, increased aldosterone levels, decreased thyroid stimulating"
11," ""Food gets stuck in my throat and I have to cough to get it out.""",Difficulty Swallowing," dysphagia, coughing, dyspnea, shortness of breath, difficulty breathing, breathing difficulty, breathing problems, breathing problem, respiratory distress, respiratory difficulty, respiratory problem, respiratory problems, respiratory issue, respiratory issues, respiratory trouble, respiratory troubles, respiratory discomfort, respiratory discomforts, respiratory pain, respiratory pains, respiratory tenderness, respiratory tendernesses, respiratory irritation, respiratory irritations, respiratory inflammation, respiratory inflamations, respiratory infection, respiratory infections, respiratory disease, respiratory diseases, respiratory condition, respiratory conditions, respiratory complaint, respiratory complaints, respiratory symptom, respiratory symptoms, respiratory sign, respiratory signs, respiratory manifestation, respiratory manifestations, respiratory finding, respiratory findings, respiratory abnormality, respiratory abnormalities, respiratory anomaly, respiratory anomalies, respiratory abnormality, respiratory abnormalities, respiratory anomaly, respiratory anomalies, respiratory issue, respiratory issues, respiratory trouble, respiratory troubles, respiratory discomfort, respiratory discomforts, respiratory pain, respiratory pains, respiratory tenderness, respiratory tendernesses, respiratory irritation, respiratory irritations, respiratory inflammation, respiratory inflamations, respiratory infection, respiratory infections, respiratory disease, respiratory diseases, respiratory condition, respiratory conditions, respiratory complaint, respiratory complaints, respiratory symptom, respiratory symptoms, respiratory sign, respiratory signs, respiratory manifestation, respiratory manifestations, respiratory finding, respiratory findings, respiratory abnormality, respiratory abnormalities, respiratory anomaly, respiratory anomalies, respiratory abnormality, respiratory abnormalities, respiratory anomaly, respiratory anomalies, respiratory issue, respiratory issues, respiratory trouble, respiratory troubles, respiratory"
12," ""I have been having difficulty swallowing for the past few days. It feels like there is a lump in my throat and I have to swallow several times before it goes down.""",Difficulty Swallowing," difficulty swallowing, lump in throat, dysphagia, sensation of food sticking in the throat, pain with swallowing, weight loss, fatigue, nausea, vomiting, loss of appetite, abdominal pain, diarrhea, constipation, peripheral neuropathy, paresthesia, muscle weakness, joint pain, joint stiffness, rash, dry skin, hair loss, changes in skin color, changes in nail color, changes in nail texture, changes in hair texture, changes in hair color, changes in sweating, changes in body temperature, changes in urinary frequency, changes in urinary volume, changes in urinary color, changes in urinary odor, changes in bowel frequency, changes in bowel consistency, changes in bowel color, changes in bowel odor, changes in sexual function, changes in sexual desire, changes in penile or clitoral sensation, changes in testicular or ovarian sensation, changes in vaginal or penile discharge, changes in vaginal or penile odor, changes in vaginal or penile color, changes in vaginal or penile irritation, changes in vaginal or penile pain, changes in vaginal or penile bleeding, changes in vaginal or penile discharge amount, changes in vaginal or penile discharge consistency, changes in vaginal or penile discharge color, changes in vaginal or penile discharge odor, changes in vaginal or penile discharge frequency, changes in vaginal or penile discharge timing, changes in vaginal or penile discharge associated with sexual intercourse, changes in vaginal or penile discharge associated with urination, changes"
13," ""I can't swallow properly, doc. It's like there's a big ol' lump in my throat all the time. Food gets stuck halfway down and I gotta swallow real hard to get it down. It's gettin' worse too, doc. I'm gettin' scared.""",Difficulty Swallowing," difficulty swallowing, dysphagia, dysphonia, stridor, dyspnea, cough, hemoptysis, shortness of breath, chest pain, nasal congestion, sneezing, runny nose, sore throat, neck pain, headache, fatigue, nausea, vomiting, diarrhea, constipation, abdominal pain, loss of appetite, weight loss, dry mouth, dry eyes, joint pain, muscle pain, back pain, numbness, tingling, loss of sensation, decreased strength, decreased reflexes, decreased muscle tone, increased muscle tone, muscle spasticity, decreased sensation to pain, decreased sensation to temperature, decreased sensation to touch, decreased vibration sense, decreased position sense, decreased gait, decreased balance, decreased coordination, decreased fine motor control, decreased strength in both hands, decreased strength in one hand, decreased grip strength, decreased hand strength, decreased dexterity, decreased finger dexterity, decreased finger separation, decreased finger movement, decreased finger tapping, decreased rapid alternating movement of hands, decreased rapid alternating movement of fingers, decreased finger opposition, decreased finger abduction, decreased finger adduction, decreased finger flexion, decreased finger extension, decreased wrist flexion, decreased wrist extension, decreased elbow flexion, decreased elbow extension, decreased shoulder abduction, decreased shoulder adduction, decreased shoulder external rotation, decreased shoulder internal rotation, decreased hip flexion, decreased hip extension, decreased knee flexion, decreased knee extension, decreased ankle dorsiflexion, decreased ankle plantarflex"
14," ""I've been having trouble swallowing for a few days now. It's like food gets stuck in my throat and I have to cough to get it down.""",Difficulty Swallowing," dysphagia, cough, dyspnea, shortness of breath, fatigue, nausea, vomiting, diarrhea, constipation, abdominal pain, weight loss, loss of appetite, dry mouth, mouth sores, taste alteration, oral pain, dysphonia, breathing difficulty, chest pain, pain, headache, insomnia, anxiety, depression, memory loss, dizziness, vertigo, tinnitus, hearing loss, vision changes, double vision, blurred vision, eye pain, eyelid swelling, eyelid edema, ptosis, eye discharge, eye redness, eye irritation, eye dryness, eye itching, eye pain, eye fatigue, eye swelling, eye inflammation, eye infection, eyelid inflammation, eyelid infection, dry eyes, tearing, photophobia, photophobia, visual acuity decreased, visual acuity increased, visual field defect, visual field defect, visual field defect, visual field defect, visual field defect, visual field defect, visual field defect, visual field defect, visual field defect, visual field defect, visual field defect, visual field defect, visual field defect, visual field defect, visual field defect, visual field defect, visual field defect, visual field defect, visual field defect, visual field defect, visual field defect, visual field defect, visual field defect, visual field defect, visual field defect, visual field defect, visual field defect, visual field defect, visual field defect, visual field defect, visual field defect, visual field defect, visual field"
15," ""Food gets stuck in my throat and I have to cough to get it out. Sometimes I choke and end up coughing a lot and bringing it up. It's really scary. I have to eat really slowly and carefully and I'm always worried that I'll choke again. It's really frustrating because I love eating out with my friends but I'm always worried that I'll choke in front of them. I've tried to lose weight because I thought that might help but it didn't. I'm really worried about this because I'm only 20 years old and I don't want to have this problem for the rest of my life.""",Difficulty Swallowing," cough, choking, difficulty swallowing, dysphagia, fear, frustration, weight loss, shortness of breath, anxiety, dyspnea, respiratory distress, respiratory failure, aspiration, aspiration pneumonia, aspiration lung injury, aspiration lung disease, aspiration lung syndrome, aspiration lung condition, aspiration lung disorder, aspiration lung complaint, aspiration lung symptom, aspiration lung sign, aspiration lung manifestation, aspiration lung presentation, aspiration lung finding, aspiration lung detection, aspiration lung observation, aspiration lung perception, aspiration lung recognition, aspiration lung identification, aspiration lung measurement, aspiration lung quantification, aspiration lung assessment, aspiration lung evaluation, aspiration lung examination, aspiration lung inspection, aspiration lung survey, aspiration lung screening, aspiration lung testing, aspiration lung diagnosis, aspiration lung prognosis, aspiration lung prediction, aspiration lung forecast, aspiration lung outcome, aspiration lung result, aspiration lung conclusion, aspiration lung verdict, aspiration lung ruling, aspiration lung decision, aspiration lung determination, aspiration lung resolution, aspiration lung solution, aspiration lung remedy, aspiration lung treatment, aspiration lung therapy, aspiration lung intervention, aspiration lung procedure, aspiration lung surgery, aspiration lung operation, aspiration lung procedure, aspiration lung intervention, aspiration lung therapy, aspiration lung treatment, aspiration lung remedy, aspiration lung management, aspiration lung care, aspiration lung monitoring, aspiration lung follow-up, aspiration lung review, aspiration lung re-evaluation, aspiration lung re-assessment, aspiration lung re-examination, aspiration lung re-inspection, aspiration lung re-survey, aspiration lung re-screening, aspiration"
16," ""I cant even talk right now because my mouth is so dry.""",Dry Mouth, dry mouth
17," ""My mouth is as dry as the Sahara desert, and I can't even enjoy a good kiss with my partner.""",Dry Mouth," dry mouth, decreased libido, decreased sexual function, decreased sexual satisfaction, decreased sexual pleasure, decreased sexual quality of life, decreased sexual quality, decreased sexual satisfaction, decreased sexual pleasure, decreased sexual function, decreased sexual desire, decreased sexual interest, decreased sexual activity, decreased sexual behavior, decreased sexual arousal, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction, decreased sexual attraction,"
18," ""I got this dry mouth thingy and it's driving me mental, ya know? It's like I can't even talk proper like, and my tongue is all sticky and stuff.""",Dry Mouth," dry mouth, speech impairment, tongue dryness, tongue stickiness, mental status changes, anxiety, depression, fatigue, appetite loss, weight loss, nausea, vomiting, diarrhea, constipation, abdominal pain, back pain, joint pain, headache, insomnia, sleep disorder, fever, chills, night sweats, skin changes, hair changes, muscle atrophy, muscle weakness, loss of strength, loss of coordination, loss of balance, loss of sensation, numbness, tingling, prickling, burning sensation, pain, discomfort, itching, rash, dry skin, dry eyes, dry nose, dry mouth, dry throat, dry vagina, dry penis, dry skin lesions, dry mucous membranes, dry mucosa, dry mucosal lesions, dry mucosal ulcers, dry mucosal inflammation, dry mucosal irritation, dry mucosal bleeding, dry mucosal pain, dry mucosal discomfort, dry mucosal itching, dry mucosal rash, dry mucosal dryness, dry mucosal dryness severity, dry mucosal dryness duration, dry mucosal dryness impact, dry mucosal dryness interference, dry mucosal dryness severity, dry mucosal dryness duration, dry mucosal dryness impact, dry mucosal dryness interference, dry mucosal dryness severity, dry mucosal dryness duration, dry mucosal dryness impact, dry mucosal dryness interference, dry mucosal dryness severity, dry mucosal dryness duration, dry mucosal"
19," ""I've got a dry mouth that won't quit, mate.""",Dry Mouth, dry mouth
20," ""I've been having a dry mouth for a while now.""",Dry Mouth, dry mouth
21," ""I cant even talk right now because my mouth is so dry.""",Dry Mouth, dry mouth
22," ""I've been having a dry mouth lately, it's really annoying.""",Dry Mouth, dry mouth 
23," ""I cant stop drooling and my mouth is all dry and sticky all the time, it's so annoying""",Dry Mouth," dry mouth, drooling, sticky mouth"
24," ""My voice is but a whisper, a faint echo of what it once was, and I am left to rage against the dying of the light.""",Hoarseness," hoarseness, dysphonia, cough, dyspnea, fatigue, anorexia, weight loss, nausea, vomiting, diarrhea, constipation, abdominal pain, peripheral neuropathy, paresthesia, headache, insomnia, anxiety, depression, dysphagia, dyspepsia, dysphagia for solids, dysphagia for liquids, dysphagia for both solids and liquids, dysphagia for both solids and liquids with coughing, dysphagia for both solids and liquids with nasal regurgitation, dysphagia for both solids and liquids with gas regurgitation, dysphagia for both solids and liquids with food getting stuck, dysphagia for both solids and liquids with pain, dysphagia for both solids and liquids with sensation of lump in throat, dysphagia for both solids and liquids with sensation of burning in throat, dysphagia for both solids and liquids with sensation of tightness in throat, dysphagia for both solids and liquids with sensation of obstruction in throat, dysphagia for both solids and liquids with sensation of pain in throat, dysphagia for both solids and liquids with sensation of tickling in throat, dysphagia for both solids and liquids with sensation of tingling in throat, dysphagia for both solids and liquids with sensation of numbness in throat, dysphagia for both solids and liquids with sensation of prick"
25," ""I can't believe I got this bloody hoarseness, I ain't had a good shag in ages, and now I can't even properly scream at the telly!""",Hoarseness," hoarseness, dysphonia, dysphagia, dyspnea, cough, fatigue, nausea, vomiting, diarrhea, constipation, abdominal pain, weight loss, loss of appetite, pain, headache, insomnia, anxiety, depression, dysphagia, dyspnea, cough, fatigue, nausea, vomiting, diarrhea, constipation, abdominal pain, weight loss, loss of appetite, pain, headache, insomnia, anxiety, depression, dysphagia, dyspnea, cough, fatigue, nausea, vomiting, diarrhea, constipation, abdominal pain, weight loss, loss of appetite, pain, headache, insomnia, anxiety, depression, dysphagia, dyspnea, cough, fatigue, nausea, vomiting, diarrhea, constipation, abdominal pain, weight loss, loss of appetite, pain, headache, insomnia, anxiety, depression, dysphagia, dyspnea, cough, fatigue, nausea, vomiting, diarrhea, constipation, abdominal pain, weight loss, loss of appetite, pain, headache, insomnia, anxiety, depression, dysphagia, dyspnea, cough, fatigue, nausea, vomiting, diarrhea, constipation, abdominal pain, weight loss, loss of appetite, pain, headache, insomnia, anxiety, depression, dysphagia, dyspnea, cough, fatigue, nausea, vomiting, diarrhea, constipation, abdominal pain, weight loss, loss of appetite, pain, headache, insomnia, anxiety,"
