,Dialogue_Generated,symptom,description,meta,language_style,Tone,Detail_level,Enumeration,Explicit_symptom,Spelling_errors
10," ""Oh, my throat is as dry as the Sahara desert, and swallowing is as difficult as trying to swallow a cactus. It's as if my esophagus is a dusty road that refuses to let anything pass through it.""",Difficulty Swallowing,Severity,Prefer not to answer,Poetic/Literary Register,Insulting,4,False,False,True
11," ""I am having a bit of a problem swallowing at the moment, it is as if my food is getting stuck halfway down my throat, and I have to try and dislodge it by coughing, which is not very pleasant I must say, and it is happening more and more often, and I am worried that I might choke one day.""",Difficulty Swallowing,Severity,None,Formal Register,Insulting,5,False,False,True
12," ""I cant swallow properley, its like somethin is stuck in my throat all the time.""",Difficulty Swallowing,Severity,Not applicable,Vulgar Register,Neutral,3,False,True,True
13," ""Oh, my throat is as dry as the Sahara desert, and swallowing is as difficult as trying to swallow a cactus.""",Difficulty Swallowing,Severity,Moderate,Poetic/Literary Register,Insulting,2,False,False,True
14," ""I have been experiencing some difficulties in swallowing lately, particularly with liquids. It is as if my throat is slightly constricted and it feels uncomfortable when I try to swallow.""",Difficulty Swallowing,Severity,Mild,Formal Register,Confused,3,False,False,True
15," ""I have been having difficulty swallowing for a while now. It started a few months ago, but it has been getting worse over time. Sometimes I have trouble swallowing liquids, and other times I have trouble swallowing solids. It is very frustrating because I have to be careful about what I eat, and I have to make sure that I chew my food thoroughly. Sometimes I accidentally inhale food or liquids, and that can be very scary. I have noticed that I often have food or liquids coming out of my nose when I eat or drink. I have also noticed that I often have food or liquids coming out of my mouth when I talk or laugh. I have tried to ignore it, but it is getting worse and it is very embarrassing. I am worried that I might choke one day, and that could be very dangerous. I have been having trouble swallowing for a while now, and it is very frustrating.""",Difficulty Swallowing,Severity,Severe,Neutral/Standard Register,Friendly,5,True,False,False
16," ""My mouth is as dry as the Sahara desert.""",Dry Mouth,Severity,Very severe,Poetic/Literary Register,Confused,1,False,False,False
17," ""I can't believe I have this stupid dry mouth. It's so annoying. I can't even talk properly. I'm so sick of this dry mouth.""",Dry Mouth,Severity,Not sexually active,Neutral/Standard Register,Insulting,3,False,False,True
18," ""I have a dry mouth, which makes it difficult to talk and swallow. It also causes bad breath and a burning sensation in the mouth and throat. My tongue feels rough and dry, and I have difficulty moving it around in my mouth. I also have a dry cough and a sore throat. My mouth feels sticky and dry, and I have difficulty swallowing saliva. I also have difficulty breathing through my mouth, and I have a dry nose and eyes.""",Dry Mouth,Severity,Prefer not to answer,Formal Register,Insulting,4,True,False,False
19," ""I can't believe I have this dry mouth again. It's so annoying. I can't even talk properly. I feel like I have a cotton mouth all the time. It's so frustrating.""",Dry Mouth,Severity,None,Neutral/Standard Register,Angry,5,False,False,True
20," ""My mouth is as dry as the Sahara desert.""",Dry Mouth,Severity,Not applicable,Poetic/Literary Register,Neutral,3,False,True,True
21," ""I have this really bad dry mouth all the time, it's so annoying, I can't even talk properly, my tongue feels all rough and dry, and it's so uncomfortable, I'm really scared I might lose my job because I can't communicate properly with my colleagues, I'm so worried, I don't know what to do, I've tried drinking more water but it doesn't seem to help, I've also tried chewing sugar-free gum but it only helps for a little while, I'm so frustrated, I just want to feel better, please help me!""",Dry Mouth,Severity,Moderate,Neutral/Standard Register,Fearful,5,False,False,True
22," ""I have a dry mouth all the time, it's so annoying. I can't even talk properly, and my tongue feels so rough. I'm always thirsty, but I don't want to drink anything because I'm scared I'll wet myself. I'm so embarrassed, I don't know what to do.""",Dry Mouth,Severity,Mild,Informal Register,Fearful,2,True,False,True
23," ""I can't believe I have to tell you this, but my mouth is so dry I could swallow sand.""",Dry Mouth,Severity,Severe,Neutral/Standard Register,Insulting,5,False,False,False
24," ""My voice is all raspy and rough, like a worn out record player, and it's so hard to talk, it's like trying to blow bubbles through a straw.""",Hoarseness,Severity,Very severe,Poetic/Literary Register,Friendly,4,False,True,True
25," ""I have been hoarse for a few days now and I am worried that it might be something serious.""",Hoarseness,Severity,Not sexually active,Neutral/Standard Register,Fearful,3,False,False,False
26," ""I have been hoarse for a while now, but it seems to be getting worse.""",Hoarseness,Severity,Prefer not to answer,Neutral/Standard Register,Fearful,4,False,False,False
27," ""I have been hoarse for a few days now.""",Hoarseness,Severity,None,Neutral/Standard Register,Fearful,2,False,False,False
28," ""I have been hoarse for a while now, but it seems to be getting worse. I have been trying to speak as little as possible, but I still find myself hoarse all the time. I am worried that I may have a serious illness.""",Hoarseness,Severity,Not applicable,Neutral/Standard Register,Fearful,5,False,False,True
29," ""I have been having a hoarse voice for the past few days now, and it seems to be getting worse and worse. It's like my vocal cords are all rough and dry, and when I try to talk it feels like sandpaper scratching my throat. I tried to drink some warm tea and rest my voice, but it didn't seem to help much. I'm worried that I might lose my voice completely.""",Hoarseness,Severity,Moderate,Neutral/Standard Register,Neutral,5,False,False,True
30," ""I have been experiencing hoarseness for a while now, and it is getting worse. My voice is rough and strained, and it is difficult to speak for long periods of time. I also have a sore throat, and it is very uncomfortable.""",Hoarseness,Severity,Mild,Formal Register,Insulting,2,True,False,True
31," ""My voice is hoarse and rough, with a loss of tone and volume, making it difficult to speak, and my throat feels dry and irritated, with a burning sensation, making it painful to swallow.""",Hoarseness,Severity,Severe,Poetic/Literary Register,Neutral,4,True,True,True
32," ""My mouth is a battlefield, with sores that are as red as rubies, and as sore as a thousand suns.""",Mouth/throat sores,Interference (with daily activities),Not at all,Poetic/Literary Register,Confused,4,False,True,True
33," ""My mouth is a battlefield, a war zone of sores and pain, a place where I'd rather not put my tongue.""",Mouth/throat sores,Interference (with daily activities),Very severe,Poetic/Literary Register,Insulting,2,False,True,False
34," ""I got these bloody sores in my mouth and throat, and it's been ages since I had a decent night's sleep. I'm so tired and weak all the time, and I'm always hungry. I'm so sick of eating this bland crap they give me at the hospital. I just want to go home and eat a decent meal.""",Mouth/throat sores,Interference (with daily activities),Not at all,Informal Register,Insulting,2,True,False,True
35," ""I've had these mouth/throat sores for a while now, and they're really annoying. I mean, I can't even kiss my girlfriend anymore because I'm afraid I'll pass them on to her. I know it's not a big deal, but it's just really frustrating.""",Mouth/throat sores,Interference (with daily activities),Not sexually active,Neutral/Standard Register,Insulting,3,False,False,True
36," ""i've had these sores in my mouth for a week now and they just won't go away. i'm so scared that they're going to spread to my throat or somewhere else.""",Mouth/throat sores,Interference (with daily activities),Not at all,Informal Register,Fearful,3,False,False,True
37," ""I have been experiencing mouth/throat sores for the past week or so. They are very painful and make it difficult to eat and talk. The sores are small and round with a white centre and red edges. They are located on the inside of my cheeks, tongue and lips. I have been trying to avoid spicy and acidic foods as they seem to make the sores worse. I have also been trying to avoid touching my mouth with my hands as this also seems to make the sores worse. I have been trying to keep my mouth clean by rinsing it with water several times a day. I have been trying to avoid stress as this also seems to make the sores worse. I have been trying to get plenty of rest as this also seems to help with the sores. I have been trying to avoid close contact with other people as I do not want to infect them with the sores. I have been trying to avoid kissing as this also seems to make the sores worse. I have been trying to avoid sexual contact as this also seems to make the sores worse. I have been trying to avoid swimming as this also seems to make the sores worse. I have been trying to avoid shaving as this also seems to make the sores worse. I have been trying to avoid brushing my teeth as this also seems to make the sores worse. I have been trying to avoid flossing as this also seems to make the sores worse. I have",Mouth/throat sores,Interference (with daily activities),Prefer not to answer,Formal Register,Neutral,5,False,True,True
38," ""I've been having these little sores in my mouth and throat for a while now, but I've been trying to ignore them and hope they go away on their own.""",Mouth/throat sores,Interference (with daily activities),Not at all,Neutral/Standard Register,Neutral,4,False,False,True
39," ""I have mouth and throat sores. They are painful and itchy. I have them all over my mouth and tongue and sometimes on the inside of my cheeks.""",Mouth/throat sores,Interference (with daily activities),None,Informal Register,Fearful,2,True,True,False
40," ""I've been having these little sores in my mouth and throat for a while now. They're not very painful, but they're really annoying because I keep getting them in the same spots.""",Mouth/throat sores,Interference (with daily activities),Not at all,Informal Register,Friendly,4,False,True,False
41," ""I have mouth/throat sores.""",Mouth/throat sores,Interference (with daily activities),Not applicable,Formal Register,Neutral,1,False,True,False
42," ""I got these weird blisters in my mouth and throat, and they're so painful. I can't even swallow properly, and I'm always worried that I might get an infection or something.""",Mouth/throat sores,Interference (with daily activities),Not at all,Vulgar Register,Fearful,4,False,True,False
43," ""I got these blisters in my mouth and throat and it's been three days now. I can't even swallow properly and it hurts like hell when I try to eat or drink something.""",Mouth/throat sores,Interference (with daily activities),Moderate,Vulgar Register,Neutral,3,False,False,False
44," ""I wake up every morning with these bloody sores in my mouth and throat. It's like I have a bloody plague or something. I mean, who wakes up with sores in their mouth? It's disgusting and I hate it.""",Mouth/throat sores,Interference (with daily activities),Not at all,Informal Register,Angry,4,False,False,False
45," ""My mouth is a battlefield, with sores that are as red as rubies, and as sore as a thousand suns.""",Mouth/throat sores,Interference (with daily activities),Mild,Poetic/Literary Register,Confused,4,False,False,False
46," ""I've had these little sores in my mouth and throat for a few days now, but they're not too painful, and I can still eat and drink just fine.""",Mouth/throat sores,Interference (with daily activities),Not at all,Informal Register,Friendly,4,False,False,True
47," ""I have mouth and throat sores that are painful and make it hard for me to eat and drink. I have mouth ulcers that are red and swollen with a yellowish center. I have throat ulcers that are red and painful. I have difficulty swallowing and talking. I have a fever and chills. I have swollen lymph nodes in my neck.""",Mouth/throat sores,Interference (with daily activities),Severe,Neutral/Standard Register,Fearful,2,True,True,False
48," ""My mouth is a battlefield, with sores popping up everywhere, like tiny volcanoes erupting, leaving me with a burning sensation, making it difficult to eat or drink, and even talk, as if my tongue is on fire.""",Mouth/throat sores,Interference (with daily activities),A little bit,Poetic/Literary Register,Neutral,5,False,False,True
49," ""I can't even eat because of these bloody sores in my mouth and throat.""",Mouth/throat sores,Interference (with daily activities),Very severe,Informal Register,Angry,1,False,False,False
50," ""I have mouth/throat sores.""",Mouth/throat sores,Interference (with daily activities),A little bit,Formal Register,Friendly,2,True,True,False
51," ""My mouth is a bloody battlefield, with sores that make me want to scream.""",Mouth/throat sores,Interference (with daily activities),Not sexually active,Poetic/Literary Register,Angry,1,False,True,True
52," ""I got these bloody sores in me mouth and throat, and it's pissing me off, ya hear? I can't even eat properly, and I'm getting sick of this shit.""",Mouth/throat sores,Interference (with daily activities),A little bit,Vulgar Register,Insulting,2,False,True,True
53," ""I've been having these sores in my mouth and throat for a while now, but I can't seem to remember when they first started. I just know that I've had them for a while. They're really painful and make it hard for me to eat and talk. I've tried to look up what they could be online, but I can't find anything that matches what I have. I've tried to describe them to my doctor, but she just keeps telling me that I need to see a specialist. I'm really frustrated because I just want to know what's wrong with me and how to make them go away.""",Mouth/throat sores,Interference (with daily activities),Prefer not to answer,Neutral/Standard Register,Confused,4,False,False,True
54," ""I been having these sores in my mouth and throat for a while now, and they are so painful when I eat or drink anything. I don't know what's causing them, but I hope the doctor can help me figure it out.""",Mouth/throat sores,Interference (with daily activities),A little bit,Informal Register,Confused,4,False,False,True
55," ""I have these sores in my mouth and throat that keep coming back.""",Mouth/throat sores,Interference (with daily activities),None,Neutral/Standard Register,Fearful,2,False,False,False
56," ""I'm so scared to eat or drink anything because I know I'll get more of these mouth/throat sores.""",Mouth/throat sores,Interference (with daily activities),A little bit,Informal Register,Fearful,4,False,False,False
57," ""I've been having these little sores in my mouth and throat for a few days now. They're really painful and make it hard to eat and talk.""",Mouth/throat sores,Interference (with daily activities),Not applicable,Neutral/Standard Register,Friendly,3,False,False,False
58," ""I got these bloody sores in me mouth and throat and it's pissing me off, I can't even eat a proper meal, I'm starving, you hear me? I'm so hungry I could eat a whole bloody cow, but I can't even chew a proper bite, it's like trying to chew on a bloody brick, you know what I mean? I'm so sick of these bloody sores, I want them to just go away already, I'm so sick of them, I could just scream, I'm so sick of these bloody sores, I could just kill myself, I'm so sick of these bloody sores, I could just die, I'm so sick of these bloody sores, I could just kill myself, I'm so sick of these bloody sores, I could just die, I'm so sick of these bloody sores, I could just kill myself, I'm so sick of these bloody sores, I could just die, I'm so sick of these bloody sores, I could just kill myself, I'm so sick of these bloody sores, I could just die, I'm so sick of these bloody sores, I could just kill myself, I'm so sick of these bloody sores, I could just die, I'm so sick of these bloody sores, I could just kill myself, I'm so sick of these bloody sores, I could just die, I'm so sick of these bloody",Mouth/throat sores,Interference (with daily activities),A little bit,Vulgar Register,Insulting,4,False,False,True
59," ""I've got these blisters in my mouth and throat, it's so annoying.""",Mouth/throat sores,Interference (with daily activities),Moderate,Informal Register,Neutral,1,False,False,True
60," ""I have these sores in my mouth and throat and it's really annoying.""",Mouth/throat sores,Interference (with daily activities),A little bit,Neutral/Standard Register,Angry,1,False,False,False
61," ""I got these bloody sores in me mouth and throat and it's driving me bloody crazy. I can't even eat a bloody thing and I'm so bloody hungry all the time. I'm so sick of these bloody sores and I just want them to go away already.""",Mouth/throat sores,Interference (with daily activities),Mild,Vulgar Register,Angry,3,False,False,True
62," ""I've got these bloody sores in my mouth and throat, and it's really pissing me off. I can't even eat properly, and I'm getting really tired of it.""",Mouth/throat sores,Interference (with daily activities),A little bit,Neutral/Standard Register,Insulting,2,False,False,True
63," ""I am unable to eat or drink due to the mouth/throat sores.""",Mouth/throat sores,Interference (with daily activities),Severe,Formal Register,Insulting,1,False,False,False
64," ""I got these bloody sores in my mouth and throat, and it's pissing me off. I can't even eat properly, you know.""",Mouth/throat sores,Interference (with daily activities),Somewhat,Vulgar Register,Insulting,1,False,False,False
65," ""I have been suffering from these bloody mouth/throat sores for weeks now, and it is getting very frustrating. I can't even eat properly, and I have to constantly rinse my mouth with water to alleviate the pain.""",Mouth/throat sores,Interference (with daily activities),Very severe,Formal Register,Insulting,2,False,True,False
66," ""I got these bloody sores in my mouth and throat, and it's been pissing me off for days now. I can't even eat properly, and I'm always spitting blood everywhere. I'm so sick of it, I just want it to go away already.""",Mouth/throat sores,Interference (with daily activities),Somewhat,Vulgar Register,Insulting,3,False,False,False
67," ""I have been experiencing mouth/throat sores for the past month or so, and I am not sexually active due to this.""",Mouth/throat sores,Interference (with daily activities),Not sexually active,Formal Register,Confused,3,False,True,False
68," ""I have been experiencing these mouth/throat sores for quite some time now, and they are getting worse by the day. They are very painful and keep on bleeding. I have tried everything to get rid of them, but nothing seems to work. I am getting very frustrated and depressed because I am unable to eat properly and I am always in pain. I hope you can help me get rid of these sores.""",Mouth/throat sores,Interference (with daily activities),Somewhat,Formal Register,Insulting,3,True,True,True
69," ""I have mouth and throat sores.""",Mouth/throat sores,Interference (with daily activities),Prefer not to answer,Neutral/Standard Register,Friendly,3,True,False,False
70," ""I have had mouth/throat sores for a few days now.""",Mouth/throat sores,Interference (with daily activities),Somewhat,Formal Register,Confused,1,False,False,False
71," ""I've had these little sores in my mouth and throat for a while now, and they're really annoying. They're all over the place, and they hurt like hell when I try to eat or talk.""",Mouth/throat sores,Interference (with daily activities),None,Informal Register,Neutral,4,False,False,True
72," ""I've had these blisters in my mouth for a week now, and they're really painful when I eat or drink something. I've tried to ignore them, but it's getting harder and harder to do so. I've also noticed that I'm getting tired really quickly, and I'm not able to do the things I usually do. I'm worried that this might be something serious.""",Mouth/throat sores,Interference (with daily activities),Somewhat,Informal Register,Friendly,5,False,False,True
73," ""I have been having these little sores in my mouth and throat for a while now.""",Mouth/throat sores,Interference (with daily activities),Not applicable,Neutral/Standard Register,Neutral,3,False,False,True
74," ""i got these blisters in my mouth and throat and it hurts so much when i eat or talk""",Mouth/throat sores,Interference (with daily activities),Somewhat,Informal Register,Confused,1,False,False,True
75," ""I cant even eat or drink anything because of these mouth/throat sores, it hurts so much, and I'm so scared that I might get infected or something.""",Mouth/throat sores,Interference (with daily activities),Moderate,Informal Register,Fearful,2,False,False,True
76," ""I am having these bloody sores in my mouth and throat, and it is bloody annoying.""",Mouth/throat sores,Interference (with daily activities),Somewhat,Formal Register,Insulting,1,False,False,True
77," ""I got these bloody sores in my mouth and throat, and they are so painful, I can't even eat or drink properly, and I'm always tired and weak, and I feel like I'm going to die, you bloody idiot!""",Mouth/throat sores,Interference (with daily activities),Mild,Informal Register,Insulting,1,True,True,True
78," ""I have these sores in my mouth and throat, they are very painful and make it hard for me to eat and drink. They are also very contagious and I have been told that I should avoid kissing anyone until they heal up.""",Mouth/throat sores,Interference (with daily activities),Somewhat,Informal Register,Friendly,5,True,False,False
79," ""I am so fed up with these bloody mouth sores. They are all over my tongue, the inside of my cheeks, and the roof of my mouth. They are so painful that I cannot even eat or drink properly. I have tried everything to get rid of them, but nothing seems to work. I am so frustrated and angry that I just want to scream.""",Mouth/throat sores,Interference (with daily activities),Severe,Formal Register,Insulting,4,False,False,False
80," ""I have been experiencing some sores in my mouth and throat for the past few days. They are quite painful and make it difficult for me to eat and talk.""",Mouth/throat sores,Interference (with daily activities),Quite a bit,Formal Register,Friendly,3,False,False,False
81," ""i cant eat or drink anything because of these mouth/throat sores, its so painful and i cant even talk properly""",Mouth/throat sores,Interference (with daily activities),Very severe,Informal Register,Confused,3,False,True,True
82," ""I got these blisters in me mouth and throat and it's been buggin me for a few days now. I can't even swallow properly and it hurts like hell when I eat or drink somethin.""",Mouth/throat sores,Interference (with daily activities),Quite a bit,Vulgar Register,Confused,1,False,False,True
83," ""I can't even kiss my girlfriend no more, I got these blisters in my mouth and throat.""",Mouth/throat sores,Interference (with daily activities),Not sexually active,Vulgar Register,Fearful,1,False,False,False
84," ""My mouth is a battlefield, with sores that are as red as rubies, and as sore as a thousand suns.""",Mouth/throat sores,Interference (with daily activities),Quite a bit,Poetic/Literary Register,Confused,1,False,False,True
85," ""I've had these sores in my mouth and throat for a while now, but I can't remember exactly how long. I just know I've had them for a while.""",Mouth/throat sores,Interference (with daily activities),Prefer not to answer,Informal Register,Confused,2,False,False,False
86," ""I have been experiencing quite a bit of mouth/throat sores, which makes it quite difficult for me to eat and talk.""",Mouth/throat sores,Interference (with daily activities),Quite a bit,Formal Register,Fearful,4,False,True,True
87," ""My mouth is a battlefield, a war zone of sores and pain, a place where I'd rather not put my tongue.""",Mouth/throat sores,Interference (with daily activities),None,Poetic/Literary Register,Insulting,2,False,False,False
88," ""My mouth is a bloody battlefield, a war zone of sores and blisters, a veritable hell on earth, a place where I'd rather not be, a place where I'd rather not put my tongue, a place where I'd rather not eat, a place where I'd rather not drink, a place where I'd rather not kiss, a place where I'd rather not speak, a place where I'd rather not breathe, a place where I'd rather not exist, a place where I'd rather not be alive, a place where I'd rather not be human, a place where I'd rather not be me.""",Mouth/throat sores,Interference (with daily activities),Quite a bit,Poetic/Literary Register,Insulting,4,False,False,True
89," ""I have been experiencing these mouth/throat sores for the past week or so, and they are very painful. They are small and round, and they are located on the inside of my cheeks, on my tongue, and on the roof of my mouth. They are very tender to the touch, and they hurt when I eat or drink. I have been trying to avoid eating or drinking anything that might irritate them, but it is very difficult. I am very concerned about these sores, and I would like to see a doctor as soon as possible.""",Mouth/throat sores,Interference (with daily activities),Not applicable,Formal Register,Confused,4,False,False,True
90," ""I have mouth/throat sores all over my mouth and throat. They are painful and make it hard to eat and talk.""",Mouth/throat sores,Interference (with daily activities),Quite a bit,Informal Register,Angry,2,True,True,False
91," ""My mouth is a battlefield, a war zone of sores and pain. My tongue is a map of red blisters, a landscape of open wounds. I cannot eat, I cannot sleep, I cannot talk. I am a prisoner of my own mouth, a hostage to my own tongue.""",Mouth/throat sores,Interference (with daily activities),Moderate,Poetic/Literary Register,Neutral,4,True,True,True
92," ""My mouth is a battlefield, with sores popping up everywhere, like tiny volcanoes erupting, and my tongue feels like sandpaper, making it hard to talk, or even eat, without wincing in pain.""",Mouth/throat sores,Interference (with daily activities),Quite a bit,Poetic/Literary Register,Friendly,2,False,False,True
93," ""I got these blisters in my mouth and throat, and they are really painful. I can't even swallow properly. I've had them for a few days now, and they don't seem to be getting any better. I've tried drinking lots of fluids, but it doesn't seem to be helping. I'm really worried about this, I've never had anything like this before.""",Mouth/throat sores,Interference (with daily activities),Mild,Informal Register,Confused,3,True,True,True
94," ""I have been experiencing small, red sores inside my mouth and on the back of my throat for the past three days. They are very painful and make it difficult for me to eat and drink. The sores are not itchy or swollen, but they do bleed slightly when I brush my teeth or eat something spicy. I have been trying to avoid eating and drinking as much as possible, but it is getting quite difficult. I have also been taking over-the-counter painkillers to help with the pain, but they do not seem to be working very well.""",Mouth/throat sores,Interference (with daily activities),Quite a bit,Formal Register,Neutral,5,False,False,False
95," ""I have these sores in my mouth and throat that are very painful and keep me from eating and talking.""",Mouth/throat sores,Interference (with daily activities),Severe,Neutral/Standard Register,Neutral,3,False,False,False
96," ""I got these blisters in my mouth and throat, and they're really painful. I can't even swallow properly. I've had them for a few days now, and they're not going away. I've been trying to eat and drink, but it's really hard. I've been trying to talk to my friends and family, but it's really hard. I've been trying to go to work, but it's really hard. I've been trying to do my daily activities, but it's really hard. I've been trying to sleep, but it's really hard. I've been trying to do my daily activities, but it's really hard. I've been trying to do my daily activities, but it's really hard. I've been trying to do my daily activities, but it's really hard. I've been trying to do my daily activities, but it's really hard. I've been trying to do my daily activities, but it's really hard. I've been trying to do my daily activities, but it's really hard. I've been trying to do my daily activities, but it's really hard. I've been trying to do my daily activities, but it's really hard. I've been trying to do my daily activities, but it's really hard. I've been trying to do my daily activities, but it's really hard. I've been trying to do my daily activities, but it's really hard. I've been trying to",Mouth/throat sores,Interference (with daily activities),Very much,Vulgar Register,Confused,4,True,False,False
97," ""I've had these bloody sores in my mouth and throat for weeks now, and it's getting bloody annoying. I can't even eat properly because of the pain and the way I look with these sores. I've tried everything, but nothing seems to work. I'm so sick of these bloody sores!""",Mouth/throat sores,Interference (with daily activities),Very severe,Neutral/Standard Register,Insulting,5,False,False,True
98," ""I am so fed up with these bloody mouth sores, they are always there, and I can't even eat properly.""",Mouth/throat sores,Interference (with daily activities),Very much,Formal Register,Insulting,1,False,False,True
99," ""I have these sores in my mouth and throat and it's really scary because I can't even eat or talk properly and I'm worried I might catch something from someone else.""",Mouth/throat sores,Interference (with daily activities),Not sexually active,Neutral/Standard Register,Fearful,2,False,False,True
100," ""I got these bloody sores in my mouth and throat, and they're so painful I can't even eat or drink properly. I'm so sick of these bloody sores, I want to rip them out of my mouth and throat.""",Mouth/throat sores,Interference (with daily activities),Very much,Vulgar Register,Insulting,2,True,True,False
101," ""I can't even eat a decent meal because of these bloody sores in my mouth and throat.""",Mouth/throat sores,Interference (with daily activities),Prefer not to answer,Informal Register,Insulting,2,False,False,False
102," ""A burning sensation in my mouth, tongue, and throat, with multiple small, shallow, and painful ulcers that are white with a red border.""",Mouth/throat sores,Interference (with daily activities),Very much,Poetic/Literary Register,Neutral,4,True,False,False
103," ""I have had mouth/throat sores for the past week.""",Mouth/throat sores,Interference (with daily activities),None,Formal Register,Angry,1,False,False,False
104," ""My mouth is on fire, it feels like I swallowed a thousand razor blades, and every time I try to eat or drink something it feels like I'm swallowing a thousand razor blades.""",Mouth/throat sores,Interference (with daily activities),Very much,Poetic/Literary Register,Fearful,1,False,False,True
